Rancho Sort	GARD Disease Title	GARD Disease ID	Rancho Disease Comment	Rancho Disease Status	oopd Vlookup	Metamap Text1	Metamap Term1	Metamap Name1	Metamap Type1	Designation	Neo4j Resolve1	Neo4j Resolve2	Neo4j Resolve3	Generic Name	Trade Name	Designation Date	Designation	Orphan Drug Status	FDA Approval Status	Approved Indication	Marketing Approval Date	Exclusivity End Date	Contact Company	Contact Address 1	Contact Address 2	Contact City	Contact State	Contact Zip	Contact Country	CF Grid Key
1920	Chronic graft versus host disease	10964	MISSING		3395	of organ rejection	C0815080	organ rejection	patf	Prophylaxis of organ rejection in renal allograft recipients	BELATACEPT|NULOJIX			belatacept	Nulojix	39498	Prophylaxis of organ rejection in renal allograft recipients	Designated/Approved	Approved for Orphan Indication	Prophylaxis of organ rejection in adult patients receiving kidney transplants	 06/15/2011 	 06/15/2018	Bristol-Myers Squibb Company	P. O. Box 4000		Princeton	New Jersey	8543	USA	253907
2824	Chronic graft versus host disease	10964	approximate		1241	of graft versus host disease	C0018133	Graft-vs-Host Disease	dsyn	Treatment of graft versus host disease	Chronic graft versus host disease |GARD:0010964|CYCLOSPORINE|GARD:0010964	 Acute graft versus host disease|GARD:0006544|CYCLOSPORINE|GARD:0006544	STEROID REFRACTORY GRAFT VERSUS HOST DISEASE|STEROID REFRACTORY GVHD|STEROID REFRACTORY CGVHD|NCIT:C147114|NCI:C147114	ruxolitinib	Jakafi	42677	Treatment of graft versus host disease	Designated/Approved	Approved for Orphan Indication	Treatment of steroid-refractory acute graft-versus-host disease (GVHD) in adult and pediatric patients 12 years and older.	 05/24/2019 	 05/24/2026	Incyte Corporation	1801 Augustine Cut-Off		Wilmington	Delaware	19803	USA	542716
2955	Chronic graft versus host disease	10964	MISSING		2198	of organ rejection	C0815080	organ rejection	patf	Prophylaxis of organ rejection in patients receiving allogeneic kidney transplant	ORGAN REJECTION	TACROLIMUS|ENVARSUS XR		tacrolimus	Envarsus Xr	41628	Prophylaxis of organ rejection in patients receiving allogeneic kidney transplant	Designated/Approved	Approved for Orphan Indication	Prophylaxis of organ rejection in kidney transplant patients converted from tacrolimus immediate-release formulations in combination with other immunosuppressants	 07/10/2015 	 07/10/2022	"Veloxis Pharmaceuticals, Inc."	1001 Winstead Drive	Suite 310	Cary	North Carolina	27513	USA	407113
2955	Chronic graft versus host disease	10964	MISSING		2198	of organ rejection	C0815080	organ rejection	patf	Prophylaxis of organ rejection in patients receiving allogeneic kidney transplant	ORGAN REJECTION	TACROLIMUS|ENVARSUS XR		tacrolimus	Envarsus Xr	41628	Prophylaxis of organ rejection in patients receiving allogeneic kidney transplant	Designated/Approved	Approved for Orphan Indication	ENVARSUS XR is indicated for the prophylaxis of organ rejection in kidney transplant patients in combination with other immunosuppressants.	 12/19/2018 	 TBD	"Veloxis Pharmaceuticals, Inc."	1001 Winstead Drive	Suite 310	Cary	North Carolina	27513	USA	407113
1585	Chronic graft versus host disease	10964	MISSING		3768	of organ rejection	C0815080	organ rejection	patf	Prophylaxis of organ rejection in patients receiving heart transplants.	TACROLIMUS|PROGRAF	ORGAN REJECTION		Tacrolimus	Prograf	38509	Prophylaxis of organ rejection in patients receiving heart transplants.	Designated/Approved	Approved for Orphan Indication	Prophylaxis of organ rejection in patients receiving allogenic heart transplants.	 03/29/2006 	 03/29/2013	"Astellas Pharma US, Inc."	Three Parkway North		Deerfield	Illinois	60015	USA	203305
1586	Chronic graft versus host disease	10964	approximate		1266					"Prevention of rejection in kidney, liver or heart transplant in pediatric patients."	TACROLIMUS|TACROLIMUS GRANULES FOR ORAL SUSPENSION			Tacrolimus granules for oral suspension	Prograf	42647	"Prevention of rejection in kidney, liver or heart transplant in pediatric patients."	Designated/Approved	Approved for Orphan Indication	"PROGRAF Granules (tacrolimus for oral suspension) for the prevention of rejection in heart, kidney or liver transplant in pediatric patients."	 05/24/2018 	 05/24/2025	"Astellas Pharma Global Development, Inc."	1 Astellas Way		Northbrook	Illinois	60062	USA	534516
1626	Chronic graft versus host disease	10964	approximate		3501					Conditioning treatment prior to hematopoietic stem cell transplantation	THIOTEPA|TEPADINA	"CONDITIONINGS, TRANSPLANTATION|CONDITIONING, TRANSPLANTATION|TRANSPLANTATION CONDITIONINGS|TRANSPLANTATION CONDITIONING|UMLS:C0376450|MESH:D019172"	MELPHALAN|EVOMELA	Thiotepa	Tepadina	39174	Conditioning treatment prior to hematopoietic stem cell transplantation	Designated/Approved	Approved for Orphan Indication	Indicated for reducing the risk of graft rejection when used in conjunction with high-dose busulfan and cyclophosphamide as a preparative regimen for allogenic hematopoietic progenitor (stem) cell transplantation for pediatric patients with class 3 beta-thalassemia	 01/26/2017 	 01/26/2024	ADIENNE S.A.	"Via Zurigo, 46"		Lugano			Switzerland	237807
5903	Chronic graft versus host disease	10964			1367	of chronic Graft versus Host disease.	C0867389	Chronic graft-versus-host disease	dsyn	Treatment of chronic Graft versus Host disease.				ibrutinib	Imbruvica	42544	Treatment of chronic Graft versus Host disease.	Designated/Approved	Approved for Orphan Indication	Treatment of adult patients with chronic graft versus host disease (cGVHD) after failure of one or more lines of systemic therapy.	 08/02/2017 	 08/02/2024	"Pharmacyclics, LLC"	995 East Arques Avenue		Sunnyvale	California	94085	USA	525616
3839	Chronic granulomatous disease	6100			5044	of chronic granulomatous disease.	C0018203	Chronic granulomatous disease	dsyn	Treatment of chronic granulomatous disease.	CHRONIC GRANULOMATOUS DISEASE	Chronic granulomatous disease|GARD:0006100|INTERFERON GAMMA-1B|INTERFERON GAMMA 1-B|ACTIMMUNE|GARD:0006100	Chronic granulomatous disease|GARD:0006100|T-CELL DEPLETED STEM CELL ENRICHED CELLULAR PRODUCT FROM PERIPHEAL B LOOD STEM CELLS|GARD:0006100	Interferon gamma 1-b	Actimmune	32416	Treatment of chronic granulomatous disease.	Designated/Approved	Approved for Orphan Indication		 12/20/1990 	 12/20/1997	Horizon Therapeutic Ireland DAC	"Connaught House, 1st Floor"	1 Burlington Road	Dublin 4			Ireland	29788
776	Chronic inflammatory demyelinating polyneuropathy	6102	done		2018	of chronic inflammatory demyelinating polyneuropathy	C0393819	"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"	dsyn	Treatment of chronic inflammatory demyelinating polyneuropathy (CIDP)	"Chronic inflammatory demyelinating polyneuropathy|GARD:0006102|HUMAN IMMUNOGLOBULIN G|IMMUNE GLOBULIN SUBCUTANEOUS (HUMAN), 20% LIQUID|HIZENTRA|GARD:0006102"	Chronic inflammatory demyelinating polyneuropathy|GARD:0006102|GL-2045|RECOMBINANT MULTIMERIZED HUMAN IGG1 FC|GARD:0006102	Chronic inflammatory demyelinating polyneuropathy|GARD:0006102|IMMUNE GLOBULIN (HUMAN)|GAMUNEX(R)-C|GARD:0006102	"Immune Globulin Subcutaneous (Human), 20% Liquid"	Hizentra	41869	Treatment of chronic inflammatory demyelinating polyneuropathy (CIDP)	Designated/Approved	Approved for Orphan Indication	Indicated for the treatment of adult patients with chronic inflammatory demyelinating polyneuropathy (CIDP) as maintenance therapy to prevent relapse of neuromuscular disability and impairment.	 03/15/2018 	 03/15/2025	CSL Behring	1020 First Avenue	PO Box 61501	King of Prussia	Pennsylvania	19406	USA	439914
3842	Chronic inflammatory demyelinating polyneuropathy	6102			3888	of chronic inflammatory demyelinating polyneuropathy	C0393819	"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"	dsyn	Treatment of chronic inflammatory demyelinating polyneuropathy	"Chronic inflammatory demyelinating polyneuropathy|GARD:0006102|HUMAN IMMUNOGLOBULIN G|IMMUNE GLOBULIN SUBCUTANEOUS (HUMAN), 20% LIQUID|HIZENTRA|GARD:0006102"	Chronic inflammatory demyelinating polyneuropathy|GARD:0006102|HYALURONIDASE (HUMAN RECOMBINANT)|IMMUNE GLOBULIN INFUSION 10% (HUMAN) WITH RECOMBINANT HUMAN HYALURONIDASE)|GARD:0006102	Chronic inflammatory demyelinating polyneuropathy|GARD:0006102|IVIG|IMMUNE GLOBULIN INFUSION 10% (HUMAN) WITH RECOMBINANT HUMAN HYALURONIDASE)|GARD:0006102	Immune Globulin (Human)	Gamunex(R)-C	38195	Treatment of chronic inflammatory demyelinating polyneuropathy	Designated/Approved	Approved for Orphan Indication	Treatment of Chronic Inflammatory Demyelinating Polyneuropathy (CIDP) to improve neuromuscular disability and impairment and for maintenance therapy to prevent relapse	 09/12/2008 	 09/12/2015	"Grifols Therapeutics, Inc."	8368 US 70 Business Hwy West		Clayton	North Carolina	27520	USA	185604
3872	Chronic lymphocytic leukemia	6104			1326	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia (CLL)	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	rituximab and recombinant human hyaluronidase	Rituxin Sc	42604	Treatment of chronic lymphocytic leukemia (CLL)	Designated/Approved	Approved for Orphan Indication	Treatment of adult patients with previously untreated and previously treated CLL in combination with fludarabine and cyclophosphamide	 06/22/2017 	 06/22/2024	"Genentech, Inc."	1 DNA Way		South San Francisco	California	94080	USA	545616
3887	Chronic lymphocytic leukemia	6104			1729	of chronic lymphocytic leukemia (CLL).	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia (CLL).	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	acalabrutinib	n/a	42137	Treatment of chronic lymphocytic leukemia (CLL).	Designated/Approved	Approved for Orphan Indication	CALQUENCE is indicated for the treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL).	 11/21/2019 	 11/21/2026	"Acerta Pharma, LLC (a member of the AstraZeneca Group)"	121 Oyster Point Blvd.		South San Francisco	California	94080	USA	477415
3876	Chronic lymphocytic leukemia	6104			2045	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	bendamustine for 50 ml admixture	Bendeka	41822	Treatment of chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	Treatment of patients with chronic lymphocytic leukemia (CLL). Efficacy relative to first line therapies other than chlorambucil has not been established.	 12/07/2015 	 12/07/2022	"Eagle Pharmaceuticals, Inc."	50 Tice Blvd	Suite 315	Woodcliff Lake	New Jersey	7677	USA	431814
3893	Chronic lymphocytic leukemia	6104			2533	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	venetoclax	Venclexta	41172	Treatment of chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	VENCLEXTA is indicated for the treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL).	 05/15/2019 	 05/15/2026	"AbbVie, Inc"	1 North Waukegan Road	"Dept. PA72, Bldg. AP30"	North Chicago	Illinois	60064	USA	375612
3893	Chronic lymphocytic leukemia	6104			2533	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	venetoclax	Venclexta	41172	Treatment of chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	"VENCLEXTA (venetoclax) indicated for the treatment of patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL), with or without 17p deletion, who have received at least one prior therapy."	 06/08/2018 	 06/08/2025	"AbbVie, Inc"	1 North Waukegan Road	"Dept. PA72, Bldg. AP30"	North Chicago	Illinois	60064	USA	375612
3893	Chronic lymphocytic leukemia	6104			2533	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	venetoclax	Venclexta	41172	Treatment of chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	"Treatment of patients with chronic lymphocytic leukemia (CLL) with 17p deletion, as detected by an FDA approved test, who have received at least one prior therapy"	 04/11/2016 	 04/11/2023	"AbbVie, Inc"	1 North Waukegan Road	"Dept. PA72, Bldg. AP30"	North Chicago	Illinois	60064	USA	375612
3849	Chronic lymphocytic leukemia	6104			2617	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia (CLL)	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	ibrutinib	Imbruvica	41005	Treatment of chronic lymphocytic leukemia (CLL)	Designated/Approved	Approved for Orphan Indication	Treatment of patients with chronic lymphocytic leukemia (CLL) who have received at least one prior therapy and treatment of patients with chronic lymphocytic leukemia (CLL) with 17p deletion	 07/28/2014 	 07/28/2021	"Pharmacyclics, LLC"	995 E. Arques Avenue		Sunnyvale	California	94085	USA	368012
3849	Chronic lymphocytic leukemia	6104			2617	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia (CLL)	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	ibrutinib	Imbruvica	41005	Treatment of chronic lymphocytic leukemia (CLL)	Designated/Approved	Approved for Orphan Indication	Treatment of patients with chronic lymphocytic leukemia (CLL) who have received at least one prior therapy	 02/12/2014 	 02/12/2021	"Pharmacyclics, LLC"	995 E. Arques Avenue		Sunnyvale	California	94085	USA	368012
3849	Chronic lymphocytic leukemia	6104			2617	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia (CLL)	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	ibrutinib	Imbruvica	41005	Treatment of chronic lymphocytic leukemia (CLL)	Designated/Approved	Approved for Orphan Indication	Indicated for the treatment of patients with chronic lymphocytic leukemia	 03/04/2016 	 03/04/2023	"Pharmacyclics, LLC"	995 E. Arques Avenue		Sunnyvale	California	94085	USA	368012
3894	Chronic lymphocytic leukemia	6104			2646	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	obinutuzumab	Gazyva	40956	Treatment of chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	"GAZYVA, in combination with chlorambucil, is indicated for the treatment of patients with previously untreated chronic lymphocytic leukemia (CLL)."	 11/01/2013 	 11/01/2020	"Genentech Inc., a member of the Roche Group"	1 DNA Way		South San Francisco	California	94080	USA	359911
3889	Chronic lymphocytic leukemia	6104			3224	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	ofatumumab	Arzerra	39882	Treatment of chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	For extended treatment of patients who are in complete or partial response after at least two lines of therapy for recurrent or progressive CLL.	 01/19/2016 	 01/19/2023	Novartis Pharmaceuticals Corporation	One Health Plaza		East Hanover	New Jersey	7936	USA	275809
