Generic Name	Trade Name	UNII
Caffeine	Cafcit	U26EO4675Q
axicabtagene ciloleucel	Yescarta	U2I8T43Y7R
axicabtagene ciloleucel	Yescarta	U2I8T43Y7R
axicabtagene ciloleucel	Yescarta	U2I8T43Y7R
gemcitabine ready-to-use	Infugem	U347PV74IL
gemcitabine ready-to-use	Infugem	U347PV74IL
Lamotrigine	Lamictal	U3H27498KS
Ethanolamine oleate	Ethamolin	U4RY8MRX7C
polifeprosan 20 with carmustine	Gliadel	U68WG3173Y
polifeprosan 20 with carmustine	Gliadel	U68WG3173Y
Mitoxantrone	Novantrone	U6USW86RD0
Mitoxantrone	Novantrone	U6USW86RD0
Mitoxantrone	Novantrone	U6USW86RD0
Mitoxantrone HCl	Novantrone	U6USW86RD0
enasidenib	Idhifa	UF6PC17XAV
Fedratinib	Inrebic	UH9J2HBQWJ
apremilast	Otezla	UP7QBP99PN
afatinib	Gilotrif	V1T5K7RZ0B
afatinib	Gilotrif	V1T5K7RZ0B
afatinib	Gilotrif	V1T5K7RZ0B
Pentamidine isethionate	Nebupent	V2P3K60DA2
5-aminolevulinic acid	Gleolan	V35KBM8JGR
deferasirox	Exjade; Jadenu Sprinkles	V8G4MOF2V9
deferasirox	Exjade; Jadenu Sprinkles	V8G4MOF2V9
Deferasirox	Exjade; Jadenu Sprinkles	V8G4MOF2V9
Deferasirox	Exjade; Jadenu Sprinkles	V8G4MOF2V9
Monooctanoin	Moctanin	VFU0OU98LO
meloxicam	Mobic	VG2QF83CGL
Rifampin	Rifadin I.V.	VJT6J7R4TR
sirolimus	Rapamune	W36ZG6FT64
copanlisib	Aliqopa	W421JK3CPA
Clonidine	Duraclon	W76I6XXF06
midazolam	Seizalam	W7TTW573JJ
levoleucovorin	Fusilev	WA16A5Y52X
Levoleucovorin	Fusilev	WA16A5Y52X
rufinamide	Banzel	WFW942PR79
sofosbuvir	Sovaldi	WJ6CA3ZU8B
sofosbuvir	Sovaldi	WJ6CA3ZU8B
sofosbuvir	Sovaldi	WJ6CA3ZU8B
Tacrolimus	Prograf	WM0HAQ4WNM
Tacrolimus granules for oral suspension	Prograf	WM0HAQ4WNM
patisiran	Onpattro	WO0YM16LKG
olaparib	Lynparza	WOH1JD9AR8
olaparib	Lynparza	WOH1JD9AR8
olaparib	Lynparza	WOH1JD9AR8
olaparib	Lynparza	WOH1JD9AR8
olaparib	Lynparza	WOH1JD9AR8
olaparib	Lynparza	WOH1JD9AR8
olaparib	Lynparza	WOH1JD9AR8
olaparib	Lynparza	WOH1JD9AR8
laronidase	Aldurazyme	WP58SVM6R4
acetylcysteine	Acetadote	WYQ7N0BPYC
acetylcysteine effervescent tablets for oral solution	Cetylev	WYQ7N0BPYC
Morphine sulfate concentrate (preservative free)	Infumorph	X3P646A2J0
hydroxycarbamide (hydroxyurea)	Siklos	X6Q56QN5QC
Hydroxyurea	Droxia	X6Q56QN5QC
Felbamate	Felbatol	X72RBB02N8
cerliponase alfa	Brineura	X8R2D92QP1
fish oil triglycerides	Omegaven	XGF7L72M0F
Rifapentine	Priftin	XJM390A33U
aztreonam	Cayston	XNM7LT65NP
Interferon beta-1a	Avonex	XRO4566Q4R
porfimer	Photofrin	Y3834SIK5F
Porfimer sodium	Photofrin	Y3834SIK5F
Gallium [Ga-68]-N-[(4,7,10-Tricarboxymethyl-1,4,7,10-tetraazacyclododec-1-yl)acetyl]-D-phenylalanyl-L-cysteinyl-L-tyrosyl-D-tryptophanyl-L-lysyl-L-threoninyl-L-cysteinyl-L-threonine-cyclic(2-7)disulfide	Netspot	Y68179SY2L
Atovaquone	Mepron	Y883P1Z2LT
Atovaquone	Mepron	Y883P1Z2LT
temozolomide	Temodar	YF1K15M17Y
temozolomide	Temodar	YF1K15M17Y
idelalisib	Zydelig	YG57I8T5M0
idelalisib	Zydelig	YG57I8T5M0
methotrexate oral solution	Xatmep	YL5FZ2Y5U1
methotrexate oral solution	Xatmep	YL5FZ2Y5U1
pexidartinib	Turalio	YS6WAI3XN7
Anagrelide	Agrylin	YTM763Y5C8
fidaxomicin	Dificid	Z5N076G8YQ
Asfotase alfa	Strensiq	Z633861EIM
Naltrexone HCl	Trexan	Z6375YW9SF
macitentan	Opsumit	Z9K9Y9WMVL
Tetrabenazine	Xenazine	Z9O08YRN8O
glycerol phenylbutyrate	Ravicti	ZH6F1VCV7B
glycerol phenylbutyrate	Ravicti	ZH6F1VCV7B
tafamidis meglumine	Vyndaqel; Vyndamax	ZU7CF08A1A
phoxillum	n/a	
burosumab	Crysvita	G9WJT6RD29
burosumab	Crysvita	G9WJT6RD29
Emapalumab	Gamifant	3S252O2Z4X
emicizumab	Hemlibra	7NL2E3F6K3
emicizumab	Hemlibra	7NL2E3F6K3
cenegermin	Oxervate	B6E7K36KT8
pegvaliase	Palynziq	N6UAH27EUV
Tagraxofusp	Elzonris	8ZHS5657EH
Ravulizumab	Ultomiris	C3VX249T6L
Luspatercept	Reblozyl	AQK7UBA1LS
elapegademase	Revcovi	9R3D3Y0UHS
lumacaftor/ivacaftor	Orkambi	EGP8L81APK
lumacaftor/ivacaftor	Orkambi	EGP8L81APK
lumacaftor/ivacaftor	Orkambi	1Y740ILL1Z
ledipasvir/sofosbuvir	Harvoni	013TE6E4WV
ledipasvir/sofosbuvir	Harvoni	013TE6E4WV
ledipasvir/sofosbuvir	Harvoni	WJ6CA3ZU8B
biocarbonate infusate	Normocarb Hf	
vestronidase alfa	Mepsevii	7XZ4062R17
trifluridine/tipiracil	Lonsurf	RMW9V5RW38
benzoate/phenylacetate	Ammonul	48N6U1781G
Immune Globulin (Human)	Gamunex(R)-C	66Y330CJHS
Botulism immune globulin	Babybig	X641Y30OA7
polatuzumab vedotin	Polivy	KG6VO684Z6
moxetumomab pasudotox	Lumoxiti	2NDX4B6N8F
voretigene neparvovec	Luxturna	2SPI046IKD
elexacaftor/tezacaftor/ivacaftor	Trikafta	RRN67GMB0V
immune globulin infusion (human)	Gammagard Liquid	66Y330CJHS
Immune globulin intravenous, human	Gamimune N	66Y330CJHS
immune globulin intraveous (human)	Gammaplex	66Y330CJHS
hepatitis B immune globulin (human)	Hepagam	XII270YC6M
Cytarabine:daunorubicin liposome injection	Vyxeos	ZS7284E0ZP
Ceramide trihexosidase/alpha-galactosidase A	Fabrazyme	RZD65TSM9U
Immune Globulin Subcutaneous (Human), 20% Liquid	Hizentra	66Y330CJHS
Buffered intrathecal electrolyte/dextrose injection	Elliotts B Solution	
botulism antitoxin heptavalent (A, B, C, D, E, F, G) (Equine)	n/a	LE3J6I6DXP
Hemin	Panhematin	743LRP9S7N
clobazam	Onfi	2MRO291B4U
Ursodiol	Urso 250	724L30Y2QR
anakinra	Kineret	9013DUQ28K
selinexor	n/a	31TZ62FO8F
Voxelotor	Oxbryta	3ZO554A4Q8
rituximab	Rituxan(R); Mabthera(R)	4F4X42SYQ6
tadalafil	Adcirca	742SXX0ICT
rifaximin	Normix	L36O5T016N
givosiran	Givlaari	ROV204583W
acyclovir	n/a	X4HES1O11F
Lepirudin	Refluden	Y43GF64R34
golodirsen	Vyondys 53	033072U4MZ
Pitolisant	n/a	4BC83L4PIY
Fomepizole	Antizole	83LCM6L2BY
Fomepizole	Antizole	83LCM6L2BY
Rilonacept	Arcalyst	8K80YB5GMG
eteplirsen	Exondys 51	AIW6036FAS
infliximab	Remicade	B72HH48FLU
Infliximab	Remicade	B72HH48FLU
infliximab	Remicade	B72HH48FLU
Daclizumab	Zenapax	CUJ2MVI71Y
adalimumab	Humira	FYS6T7F842
adalimumab	Humira	FYS6T7F842
adalimumab	Humira	FYS6T7F842
adalimumab	Humira	FYS6T7F842
adalimumab	Humira	FYS6T7F842
adalimumab	Humira	FYS6T7F842
adalimumab	Humira	FYS6T7F842
nintedanib	Ofev	G6HRD2P839
nintedanib	Ofev	G6HRD2P839
ibalizumab	Trogarzo	LT369U66CE
cobicistat	Tybost	LW2E03M5PG
cobicistat	Tybost	LW2E03M5PG
moxidectin	n/a	NGU5H31YO9
etanercept	Enbrel	OP401G7OJC
Filgrastim	Neupogen	PVI5M0M1GW
filgrastim	Neupogen	PVI5M0M1GW
Filgrastim	Neupogen	PVI5M0M1GW
Filgrastim	Neupogen	PVI5M0M1GW
Filgrastim	Neupogen	PVI5M0M1GW
Ifosfamide	Ifex	UM20QQM95Y
tacrolimus	Envarsus Xr	WM0HAQ4WNM
tacrolimus	Envarsus Xr	WM0HAQ4WNM
vandetanib	Caprelsa(R)	YO460OQ37K
dexrazoxane	Totect(R)	048L81261F
rasburicase	Elitek	08GY9K1EUO
necitumumab	n/a	2BT4C47RUI
deferiprone	Ferriprox	2BTY8KH53L
alemtuzumab	Campath	3A189DH42V
avapritinib	Ayvakit	513P80B4YJ
ecallantide	Kalbitor	5Q6TZN2HNM
ecallantide	Kalbitor	5Q6TZN2HNM
raxibacumab	Abthraxtm	794PGL549S
pasireotide	n/a	98H1T17066
ramucirumab	n/a	D99YVK4L0X
cobimetinib	n/a	ER29L26N1X
Trypan blue	Membraneblue	I2ZWO3LS3M
trabectedin	Yondelis	ID0YZQ2TCP
entrectinib	n/a	L5ORF0AN1I
entrectinib	n/a	L5ORF0AN1I
trastuzumab	Herceptin	P188ANX8CK
Sulfadiazine	n/a	0N7609K889
Teriparatide	Parathar	10T9CSU89I
Caplacizumab	Cablivi	2R27AB6766
nitric oxide	n/a	31C4KY9ESH
sargramostim	Leukine	5TAA004E22
Sargramostim	Leukine	5TAA004E22
sargramostim	Leukine	5TAA004E22
Epoetin alfa	Epogen	64FS3BFH5W
Epoetin alfa	Epogen	64FS3BFH5W
idarucizumab	n/a	97RWB5S1U6
sotalol (IV)	So-Aqueous	A6D97U294I
zanubrutinib	Brukinsa	AG9MHG098Z
Zinc acetate	Galzin	FM5526K07A
tazemetostat	n/a	Q40W93WPE1
treprostinil	Remodulin;Orenitram	RUM6K67ESG
treprostinil	Remodulin;Orenitram	RUM6K67ESG
teprotumumab	n/a	Y64GQ0KC0A
benznidazole	n/a	YC42NRJ1ZD
Pegfilgrastim	Neulasta	3A58010674
dexamethasone	n/a	7S5I7G3JQL
acalabrutinib	n/a	I42748ELQW
crizanlizumab	Adakveo	L7451S9126
mogamulizumab	Poteligeo	YI437801BE
glycopyrrolate	Cuvposa	V92SO9WP2I
Urofollitropin	Metrodin	W9BB98U6HP
quinine Sulfate	n/a	KF7Z0E0Q2B
Calcium acetate	Phos-Lo	Y882YXF34X
Thyrotropin alfa	Thyrogen	AVX3D5A4LM
Iobenguane I 123	Adreview	P2TH1XYZ84
Iobenguane I 123	Adreview	P2TH1XYZ84
dichlorphenamide	n/a	VVJ6673MHY
Thyrotropin alpha	Thyrogen	AVX3D5A4LM
Pegademase bovine	Adagen	HW3H7D91F6
uridine triacetate	n/a	2WP61F175M
uridine triacetate	n/a	2WP61F175M
riluzole oral film	Exservan	7LJ087RS6F
lanreotide acetate	n/a	IEU56G3J9C
Methotrexate sodium	Methotrexate	3IG1E710ZN
macimorelin acetate	Macrelin	AQZ1003RMG
avatrombopag maleate	n/a	GDW7M2P1IS
mecasermin rinfabate	Iplex	NZ8M50KKRG
Desmopressin acetate	n/a	XB13HYU18U
Protein C concentrate	Ceprotin	3Z6S89TXPW
inotuzumab ozogamicin	n/a	P93RUU11P7
diazepam (intranasal)	Valtoco	Q3JTX2Q7TU
levodopa and carbidopa	Duopa	46627O600J
Botulinum toxin type A	Botox	E211KPY694
Botulinum toxin type A	Botox	E211KPY694
botulinum toxin type A	Botox	E211KPY694
Botulinum toxin type A	Dysport	E211KPY694
Botulinum toxin type A	Botox	E211KPY694
talimogene laherparepvec	Imlygic	07730V90L6
Anthrax Vaccine Adsorbed	Biothrax	873OI62848
Synthetic human secretin	Chirostim	A0426J905J
lutetium Lu 177 dotatate	n/a	AE221IM3BB
Cysteamine hydrochloride	Cystaran	IF1B771SVB
ethiodized oil injection	Lipiodol	KZW0R0686Q
encorafenib + binimetinib	n/a	181R97MR71
encorafenib + binimetinib	n/a	181R97MR71
omacetaxine mepesuccinate	Synribo	6FG8041S5B
dabrafenib and trametinib	Tafinlar(R) Capsules A Nd Mekinist(R) Tablets	QGP4HA4G1B
dabrafenib and trametinib	Tafinlar(R) Capsules A Nd Mekinist(R) Tablets	QGP4HA4G1B
Tobramycin for inhalation	Tobi	VZ8RRZ51VK
Benzoate and phenylacetate	Ucephan	8SKN0B0MIM
Digoxin immune FAB (Ovine)	Digibind	YB12NQZ1YN
Coagulation factor X (human)	Coagadex	0P94UQE6SY
Coagulation factor X (human)	Coagadex	0P94UQE6SY
glecaprevir and pibrentasvir	Mavyret	K6BUU8J72P
Follitropin alfa, recombinant	Gonal-F	076WHW89TW
C1 esterase inhibitor (human)	Cinryze(R)	6KIC4BB60G
C1 esterase inhibitor (human)	Cinryze(R)	6KIC4BB60G
Coagulation Factor IX (human)	Alphanine	6U90Y1795T
irinotecan liposome injection	n/a	7673326042
Antihemophilic factor (human)	Alphanate	839MOZ74GK
anthrax immune globulin (human)	n/a	VKZ83S945Z
Interferon alfa-2b (recombinant)	Intron A	43K1W2T1M6
fostamatinib disodium hexahydrate	n/a	86EEZ49YVB
Rifampin, isoniazid, pyrazinamide	Rifater	VJT6J7R4TR
coccidioidin SD Skin Test Antigen	n/a	ZP77O7YY70
Fludarabine phosphate oral tablets	n/a	1X9VK9O1SC
paclitaxel protein-bound particles	Abraxane	P88XT4IS4D
Antihemophilic factor (recombinant)	Refacto, Xyntha	P89DR4NY54
Coagulation factor VIIa (recombinant)	Novoseven	AC71R787OV
Coagulation factor VIIa (recombinant)	Novoseven	AC71R787OV
Coagulation factor VIIa (recombinant)	Novoseven	AC71R787OV
Coagulation factor VIIa (recombinant)	Novoseven	AC71R787OV
Coagulation factor VIIa (recombinant)	Novoseven	AC71R787OV
Coagulation Factor VIIa (Recombinant)	Novoseven	AC71R787OV
coagulation factor VIIa (recombinant)	Novoseven Rt	AC71R787OV
sodium nitrite and sodium thiosulfate	Nithiodote	M0KG633D4F
Gallium-68 (DOTA0-Phel-Tyr3)octreotide	n/a	98B30EPP5S
vinCRIStine sulfate LIPOSOME injection	Marqibo	T5IRO3534A
Combination of nivolumab and ipilimumab	n/a	31YO63LBSN
prothrombin complex concentrate (human)	Kcentra	8FB1K07F16
prothrombin complex concentrate (human)	Kcentra	8FB1K07F16
multi-vitamin infusion without vitamin K	M.V.I.-12	A034SE7857
C1-esterase-inhibitor, human, pasteurized	Haegarda	6KIC4BB60G
C1-esterase-inhibitor, human, pasteurized	Haegarda	6KIC4BB60G
Diethylenetriaminepentaacetic acid (DTPA)	n/a	7A314HQM0I
human fibrinogen concentrate, pasteurized	Riastap	N94833051K
recombinant von Willebrand factor (rhVWF)	n/a	ZE22NE22F1
recombinant von Willebrand factor (rhVWF)	n/a	ZE22NE22F1
Brilliant Blue G Ophthalmic Solution 0.025%	Dorc Ilm-Blue	M1ZRX790SI
Vaccinia Immune Globulin (Human) Intravenous	Cnj-016	7UB4J759TD
Vaccinia Immune Globulin (Human) Intravenous	n/a	7UB4J759TD
Tezacaftor and Ivacaftor combination therapy	Symdeko	8RW88Y506K
Tezacaftor and Ivacaftor combination therapy	Symdeko	8RW88Y506K
rituximab and recombinant human hyaluronidase	Rituxin Sc	4F4X42SYQ6
Colfosceril palmitate, cetyl alcohol, tyloxapol	Exosurf Neonatal For Intratracheal Suspension	Y27PUL9H56
Antivenin, crotalidae polyvalent immune Fab (ovine)	Crofab	92VV7G83ED
emtricitabine and tenofovir alafenamide combination	Descovy(R)	EL9943AG5J
Citric acid, glucono-delta-lactone and magnesium carbonate	Renacidin Irrigation	WQ29KQ9POT
Human plasma coagulation Factor VIII and human plasma von Willebrand Factor	Wilate	ZE22NE22F1
