UNII	MarketingStatus	ProductCategory	MarketDate	InitialYearApproval	ActiveCode	ApprovalAppId	Equiv NDC	NDC	Route	ActiveMoietyName	GenericProductName	URL	Indications	Comment
XWV9Z12C1C	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-04-28		ACTIB	21 CFR 355		53208-449	DENTAL	CALCIUM GLYCEROPHOSPHATE	SODIUM MONOFLUOROPHOSPHATE, CALCIUM GLYCEROPHOSPHATE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=89ad8b9b-5ebf-4f12-b4b2-c68c3a342125		
19FUJ2C58T	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-8001	ORAL	GINKGO	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79fdfc31-a9fb-4b79-95d9-a792f982bd14		
CUQ3A77YXI	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-8001	ORAL	ASIAN GINSENG	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79fdfc31-a9fb-4b79-95d9-a792f982bd14		
81I2215OVK	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-8001	ORAL	1-OCTACOSANOL	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79fdfc31-a9fb-4b79-95d9-a792f982bd14		
J41CSQ7QDS	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-8001	ORAL	ZINC	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79fdfc31-a9fb-4b79-95d9-a792f982bd14		
19FUJ2C58T	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-6001	ORAL	GINKGO	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e0e602ee-0e5a-4055-b530-38450abd7f8a		
CUQ3A77YXI	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-6001	ORAL	ASIAN GINSENG	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e0e602ee-0e5a-4055-b530-38450abd7f8a		
V956696549	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-6001	ORAL	N-ACETYLGLUCOSAMINE	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e0e602ee-0e5a-4055-b530-38450abd7f8a		
S270N0TRQY	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-6001	ORAL	HYALURONIC ACID	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e0e602ee-0e5a-4055-b530-38450abd7f8a		
64O047KTOA	ANDA	HUMAN OTC DRUG LABEL	2008-04-22		ACTIB	ANDA090182		68016-023	ORAL	CETIRIZINE HYDROCHLORIDE	CETIRIZINE HYDROCHLORIDE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b47b0c8b-59d5-4e17-95be-a992c6861ee7		
19FUJ2C58T	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-7001	ORAL	GINKGO	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04d84d1d-ef1f-40c2-8187-76ba6012785c		
CUQ3A77YXI	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-7001	ORAL	ASIAN GINSENG	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04d84d1d-ef1f-40c2-8187-76ba6012785c		
MU72812GK0	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-7001	ORAL	CREATINE	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04d84d1d-ef1f-40c2-8187-76ba6012785c		
1EQV5MLY3D	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-7001	ORAL	TAURINE	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04d84d1d-ef1f-40c2-8187-76ba6012785c		
PQ6CK8PD0R	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-07		ACTIB			44738-7001	ORAL	ASCORBIC ACID	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04d84d1d-ef1f-40c2-8187-76ba6012785c		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2009-07-21		ACTIB	21 CFR 333		65663-020	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=27cb8e40-4706-43df-86c9-3dd0dc88ccf7		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2009-07-21		ACTIB	21 CFR 333		65663-019	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=847c2ebd-72c9-4113-8f34-1502a8f72b7f		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-01-25		ACTIB	21 CFR 333		65663-023	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e4acca91-4ec4-4da5-8d1e-bf02712b4926		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-01-25		ACTIB	21 CFR 333		65663-024	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e929acd2-a0d5-4385-8635-e7369c536c74		
0F32U78V2Q	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-03-04		ACTIB	21 CFR 333		42497-822	TOPICAL	CHLOROXYLENOL	ANTIBACTERIAL HAND SOAP	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=269d99ac-c6e7-4afc-9193-2b7500bd1202		
012C11ZU6G	NDA	HUMAN OTC DRUG LABEL	2009-07-23		ACTIB	NDA021124		0067-6292	TOPICAL	TERBINAFINE HYDROCHLORIDE	TERBINAFINE HYDROCHLORIDE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8a8f2d12-a621-4334-b790-7879704aeff8		
C5INA23HXF	unapproved drug other	HUMAN OTC DRUG LABEL	2010-04-28		ACTIB			53208-445	TOPICAL	ARBUTIN	ARBUTIN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9d81c118-6c63-4a4b-995d-2dee6deba036		
XM261C37CQ	unapproved drug other	HUMAN OTC DRUG LABEL	2010-04-26		ACTIB			53208-441	TOPICAL	POLYDATIN	POLYDATIN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eaa09141-8e8e-469f-b9ef-ebda7bdac70b		
U725QWY32X	OTC monograph final	HUMAN OTC DRUG LABEL	1991-04-01		ACTIB	21 CFR 349		62622-124	OPHTHALMIC	POVIDONE K30	LUBRICANT EYE DROPS	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c3cfc48-cb7d-4b11-9b3c-11610e82d551		
XM261C37CQ	unapproved drug other	HUMAN OTC DRUG LABEL	2010-05-14		ACTIB			53208-442	TOPICAL	POLYDATIN	POLYDATIN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4d37af0d-b3d3-4392-95b9-d8e6a4b653ba		
19FUJ2C58T	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-06		ACTIB			44738-4001	ORAL	GINKGO	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a16b5eef-42b0-4354-b2a3-40eb057e0bac		
CUQ3A77YXI	unapproved drug other	HUMAN OTC DRUG LABEL	2010-03-06		ACTIB			44738-4001	ORAL	ASIAN GINSENG	GINKGO LEAF EXTRACT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a16b5eef-42b0-4354-b2a3-40eb057e0bac		
0F32U78V2Q	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-01		ACTIB	21 CFR 352		51053-502	TOPICAL	CHLOROXYLENOL	CHLOROXYLENOL	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cc5b3cfd-c2b0-430e-be0d-c8dc9e3e07d9		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-02-10		ACTIB	21 CFR 333		50593-003	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3bbe1582-87a5-46ef-a98b-04b19e32b8c0		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-02-10		ACTIB	21 CFR 333		50593-002	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa8eb697-2987-441f-ab20-db326ce7cef0		
58N5X5H9XU	unapproved drug other	HUMAN OTC DRUG LABEL	2010-05-24		ACTIB			53208-414	TOPICAL	ATRACTYLODES JAPONICA ROOT	ATRACTYLODES JAPONICA ROOT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=202ee947-c48d-47e5-8937-ef930270bb9c		
S07O44R1ZM	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-24		ACTIB	21 CFR 348		68007-202	TRANSDERMAL	CAPSAICIN	EXTERNAL ANALGESIC PATCH	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d66f0e9f-c2b8-43e8-9814-c0661ae4bbff		
S07O44R1ZM	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-24		ACTIB	21 CFR 348		68007-201	TRANSDERMAL	CAPSAICIN	EXTERNAL ANALGESIC PATCH	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f22bda73-8df0-4427-bb01-b0820b7db31a		
75IZZ8Y727	OTC monograph final	HUMAN OTC DRUG LABEL	2010-03-01		ACTIB	21 CFR 348		50802-001	TOPICAL	CAMPHOR OIL	CAMPHOR	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8685885-f733-4f03-b08c-09e53f57afeb		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-02-10		ACTIB	21 CFR 333		50593-004	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7bae85a-c1e5-4dfa-8b19-affcc7b18ce7		
5QZO15J2Z8	ANDA	HUMAN OTC DRUG LABEL	2005-03-07		ACTIB	ANDA077146		64679-972	ORAL	FAMOTIDINE	FAMOTIDINE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fe1b437a-07de-4d5a-aa95-955e849dc6d6		
U6WSN5SQ1Z	OTC MONOGRAPH FINAL	HUMAN OTC DRUG LABEL	2010-06-01		ACTIB	21 CFR 341		64762-862	ORAL	ZINC GLUCONATE	ZINC OXIDE, ZINC GLUCONATE, AND SAMBUCUS NIGRA FLOWERING TOP	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6dbfe4b8-db7a-489b-ae51-21ceb9d4aa50		
CT03BSA18U	OTC MONOGRAPH FINAL	HUMAN OTC DRUG LABEL	2010-06-01		ACTIB	21 CFR 341		64762-862	ORAL	SAMBUCUS NIGRA FLOWERING TOP	ZINC OXIDE, ZINC GLUCONATE, AND SAMBUCUS NIGRA FLOWERING TOP	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6dbfe4b8-db7a-489b-ae51-21ceb9d4aa50		
KG60484QX9	NDA	HUMAN OTC DRUG LABEL	2008-03-01		ACTIB	NDA022032		64861-303	ORAL	OMEPRAZOLE	OMEPRAZOLE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=80e8ed4e-25af-4297-bd15-901e6120323d		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-24		ACTIB	21 CFR 333		29500-0241	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aeffced5-e899-4abb-be5b-e1a32da24cf0		
S07O44R1ZM	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-27		ACTIB	21 CFR 348		68007-204	TRANSDERMAL	CAPSAICIN	CAMPHOR, CAPSAICIN AND MENTHOL	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=28457a0b-e7de-4e37-a554-edf4e2000898		
TWZ37241OT	unapproved drug other	HUMAN OTC DRUG LABEL	2010-05-24		ACTIB			53208-427	TOPICAL	DIOSMETIN	DIOSMETIN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8071ab59-f4dc-406b-9192-b669bf7b1609		
0F32U78V2Q	OTC monograph final	HUMAN OTC DRUG LABEL	1994-01-01		ACTIB	21 CFR 333		54679-0001	TOPICAL	CHLOROXYLENOL	HAND SANITIZER	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e4b3d43d-7333-4623-bc05-d50b132cfac5		
64O047KTOA	NDA	HUMAN OTC DRUG LABEL	2010-01-01		ACTIB	NDA019835		16853-1305	ORAL	CETIRIZINE HYDROCHLORIDE	CETIRIZINE HYDROCHLORIDE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e431020-bf57-46a7-bbfd-487b87d00ffb		
KG60484QX9	ANDA	HUMAN OTC DRUG LABEL	2010-02-28		ACTIB	ANDA075410		16853-1308	ORAL	OMEPRAZOLE	OMEPRAZOLE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9217efc8-ec38-45e1-8319-32a6303cc050		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-04-30		ACTIB	21 CFR 333		64536-3851	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e01f5af-81ca-4dfe-8f27-d803bc7c29d9		
64O047KTOA	NDA	HUMAN OTC DRUG LABEL	2010-01-01		ACTIB	NDA019835		16853-1307	ORAL	CETIRIZINE HYDROCHLORIDE	CETIRIZINE HYDROCHLORIDE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f0c7c9c6-4c48-4a93-9f94-750aed3ccd85		
U725QWY32X	OTC monograph final	HUMAN OTC DRUG LABEL	1991-04-01		ACTIB	21 CFR 349		64108-212	OPHTHALMIC	POVIDONE K30	LUBRICANT EYE DROPS	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c13c5f91-50df-471c-a7c9-1747a2ac1250		
RMB44WO89X	unapproved drug other	HUMAN OTC DRUG LABEL	2010-04-16		ACTIB			53208-429	TOPICAL	HYDROXYPROLINE	HYDROXYPROLINE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8e85860-f7ce-4e47-9321-4c916ce7e9da		
RMB44WO89X	unapproved drug other	HUMAN OTC DRUG LABEL	2010-04-16		ACTIB			53208-430	TOPICAL	HYDROXYPROLINE	HYDROXYPROLINE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e4caacb8-f1d9-4cb7-87ea-f830240928a6		
64O047KTOA	NDA	HUMAN OTC DRUG LABEL	2010-01-15		ACTIB	NDA022155		16853-1261	ORAL	CETIRIZINE HYDROCHLORIDE	CETIRIZINE HYDROCHLORIDE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b82fbeb9-021a-484b-9896-5a5b945c5827		
1O6C93RI7Z	unapproved drug other	HUMAN OTC DRUG LABEL	2010-04-29		ACTIB			52257-1004	TOPICAL	DEXPANTHENOL	DEXPANTHENOL	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=719212fe-9ab5-4b15-88c5-6d523742b85d		
BZ1R15MTK7	unapproved drug other	HUMAN OTC DRUG LABEL	2010-04-29		ACTIB			52257-1004	TOPICAL	LEVOMENTHOL	DEXPANTHENOL	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=719212fe-9ab5-4b15-88c5-6d523742b85d		
43XOA705ZD	unapproved drug other	HUMAN OTC DRUG LABEL	2006-08-08		ACTIB		67732	67732-124	ORAL	MENTHYL SALICYLATE	ANTISEPTIC	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38f46d60-0f5f-4430-92ba-3d47d49d14da		
1V63N2S972	unapproved drug other	HUMAN OTC DRUG LABEL	2010-05-24		ACTIB			53208-460	TOPICAL	ANGELICA DAHURICA ROOT	ANGELICA DAHURICA ROOT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3fbfa9d5-6264-4c9e-899c-11e5697e6aa8		
19259EGQ3D	ANDA	HUMAN OTC DRUG LABEL	1997-09-30		ACTIB	ANDA074512		37205-228	ORAL	CLEMASTINE FUMARATE	CLEMASTINE FUMARATE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02201bdb-58b9-4662-a2c0-5ff3efa4a1fc		
S07O44R1ZM	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-20		ACTIB	21 CFR 348		55264-269	TOPICAL	CAPSAICIN	CAPSICUM	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=74758792-aa41-4e89-97c9-8a801ab2dd9a		
WI4X0X7BPJ	OTC monograph not final	HUMAN OTC DRUG LABEL	2001-10-01		ACTIB	21 CFR 348		64269-9909	TOPICAL	HYDROCORTISONE	HYDROCORTISONE SILICONE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b107f652-3ded-4210-8a7d-4d5b3a4a0e93		
DR0K5NOJ4R	OTC monograph not final	HUMAN OTC DRUG LABEL	2001-10-01		ACTIB	21 CFR 348		64269-9909	TOPICAL	PHENYL TRIMETHICONE	HYDROCORTISONE SILICONE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b107f652-3ded-4210-8a7d-4d5b3a4a0e93		
WI4X0X7BPJ	OTC monograph not final	HUMAN OTC DRUG LABEL	2001-11-01		ACTIB	21 CFR 348		64269-9903	TOPICAL	HYDROCORTISONE	HYDROCORTISONE SILICONE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eef21e54-c5fc-48ab-a514-97ba805ffea8		
DR0K5NOJ4R	OTC monograph not final	HUMAN OTC DRUG LABEL	2001-11-01		ACTIB	21 CFR 348		64269-9903	TOPICAL	PHENYL TRIMETHICONE	HYDROCORTISONE SILICONE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eef21e54-c5fc-48ab-a514-97ba805ffea8		
TUF2IVW3M2	unapproved drug other	HUMAN OTC DRUG LABEL	2010-06-17		ACTIB			52345-1001	OPHTHALMIC	POLOXAMER 407	POLOXAMER 407	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049d4f51-b60b-4bc7-8c91-82b505f19e0e		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-06-20		ACTIB	21 CFR 333		49371-044	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=60995621-8080-4d2b-9ba8-ae7cbdb19aad		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-06-20		ACTIB	21 CFR 333		49371-047	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3deb1e8a-d08b-46f0-8e95-7b02232294f2		
012C11ZU6G	NDA	HUMAN OTC DRUG LABEL	2009-07-23		ACTIB	NDA021124		0067-6293	TOPICAL	TERBINAFINE HYDROCHLORIDE	TERBINAFINE HYDROCHLORIDE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fc76055-bdfd-4ee7-9d66-fe76f502060f		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-06-20		ACTIB	21 CFR 333		49371-046	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=775d5ae9-dbab-42d4-923f-08cca0b8d05b		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-06-20		ACTIB	21 CFR 333		49371-045	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abc68e42-b5ca-4f2b-a9c4-e77f0b5459b3		
G258TFN61X	OTC monograph not final	HUMAN OTC DRUG LABEL	1995-05-15		ACTIB	21 CFR 333		62257-512	TOPICAL	N-ALKYL ETHYLBENZYL DIMETHYL AMMONIUM CHLORIDE (C12-C14)	BENZALKONIUM CHLORIDE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1e60037f-f69c-4cf9-8b00-99a4f662d44e		
ETJ7Z6XBU4	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-25		ACTIB	21 CFR 355		53208-459	DENTAL	SILICON DIOXIDE	SILICON DIOXIDE , SODIUM FLUORIDE, AMINOCAPROIC ACID, GLYCYRRHIZINATE DIPOTASSIUM, CURCUMA XANTHORRHIZA OIL, SEA SALT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1806a01-c687-4815-a7e5-c875e9b8e255		
U6F3787206	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-25		ACTIB	21 CFR 355		53208-459	DENTAL	AMINOCAPROIC ACID	SILICON DIOXIDE , SODIUM FLUORIDE, AMINOCAPROIC ACID, GLYCYRRHIZINATE DIPOTASSIUM, CURCUMA XANTHORRHIZA OIL, SEA SALT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1806a01-c687-4815-a7e5-c875e9b8e255		
CA2Y0FE3FX	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-25		ACTIB	21 CFR 355		53208-459	DENTAL	GLYCYRRHIZINATE DIPOTASSIUM	SILICON DIOXIDE , SODIUM FLUORIDE, AMINOCAPROIC ACID, GLYCYRRHIZINATE DIPOTASSIUM, CURCUMA XANTHORRHIZA OIL, SEA SALT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1806a01-c687-4815-a7e5-c875e9b8e255		
724L30Y2QR	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-25		ACTIB	21 CFR 355		53208-459	DENTAL	URSODIOL	SILICON DIOXIDE , SODIUM FLUORIDE, AMINOCAPROIC ACID, GLYCYRRHIZINATE DIPOTASSIUM, CURCUMA XANTHORRHIZA OIL, SEA SALT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1806a01-c687-4815-a7e5-c875e9b8e255		
F8VF0V2G7H	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-25		ACTIB	21 CFR 355		53208-459	DENTAL	CURCUMA XANTHORRHIZA OIL	SILICON DIOXIDE , SODIUM FLUORIDE, AMINOCAPROIC ACID, GLYCYRRHIZINATE DIPOTASSIUM, CURCUMA XANTHORRHIZA OIL, SEA SALT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1806a01-c687-4815-a7e5-c875e9b8e255		
87GE52P74G	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-05-25		ACTIB	21 CFR 355		53208-459	DENTAL	SEA SALT	SILICON DIOXIDE , SODIUM FLUORIDE, AMINOCAPROIC ACID, GLYCYRRHIZINATE DIPOTASSIUM, CURCUMA XANTHORRHIZA OIL, SEA SALT	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1806a01-c687-4815-a7e5-c875e9b8e255		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-06-23		ACTIB	21 CFR 333		43269-621	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03ebce26-8795-4c44-baf9-ab9295c262ac		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-06-23		ACTIB	21 CFR 333		43269-620	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=141e1303-5edc-495e-bbca-cd285cb2212a		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-06-23		ACTIB	21 CFR 333		43269-623	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=22fc612a-e9b6-4248-81b8-39c9c0af8309		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-06-23		ACTIB	21 CFR 333		43269-618	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa4827c9-0f94-403f-a3ec-e45bca2c19a1		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-06-23		ACTIB	21 CFR 333		43269-622	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b4ca382c-2183-4145-8ea8-b9272888c80d		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-06-23		ACTIB	21 CFR 333		43269-619	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d518e686-620b-4e01-a917-d89b48798f3f		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-01-01		ACTIB	21 CFR 333		51706-111	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7686b265-0169-4b5b-819a-7d7c8c685c6e		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-01-01		ACTIB	21 CFR 333		51706-112	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=af6161a8-8b06-455e-ae24-01fe688abfe0		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-01-01		ACTIB	21 CFR 333		51706-113	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d2aaa375-1fa8-4172-b472-e77a08a0844b		
XV74C1N1AE	OTC monograph final	HUMAN OTC DRUG LABEL	1998-01-01		ACTIB	21 CFR 358A		11410-408	TOPICAL	HYDROQUINONE	HYDROQUINONE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=863fd03d-5e44-4ea2-9ae4-1e89361aa9fb		
012C11ZU6G	NDA	HUMAN OTC DRUG LABEL	2000-05-01		ACTIB	NDA021124		0067-4000	TOPICAL	TERBINAFINE HYDROCHLORIDE	TERBINAFINE HYDROCHLORIDE	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e74fbb63-b66b-4f2e-ab77-f3916d73540f		
4NM5039Y5X	OTC monograph not final	HUMAN OTC DRUG LABEL	2010-06-16		ACTIB	21 CFR 333		51706-114	TOPICAL	TRICLOSAN	TRICLOSAN	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f433c745-f4ae-4bcd-bb0b-13d82e96b778		
