NADA_ID	UNII	Ingredient	AppNo	Rx	Status	AppType	Sponsor	Trade Name	Reference	Routes	Ingredients
7U370BPS14031-512	7U370BPS14	DICHLORVOS	031-512	OTC	Approved	N	Cronus Pharma Specialities India Private Limited	Atgard® Swine Wormer 27 g	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-512	Oral	Dichlorvos
D5340Y2I9G031-555	D5340Y2I9G	CASTOR OIL	031-555	OTC	Approved	N	Farnam Companies, Inc.	Trypzyme® Aerosol	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-555	Topical	Castor Oil|Balsam Peru Oil|Trypsin
DIK0395679031-555	DIK0395679	BALSAM PERU OIL	031-555	OTC	Approved	N	Farnam Companies, Inc.	Trypzyme® Aerosol	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-555	Topical	Castor Oil|Balsam Peru Oil|Trypsin
GV54A213NN031-555	GV54A213NN	TRYPSIN	031-555	OTC	Approved	N	Farnam Companies, Inc.	Trypzyme® Aerosol	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-555	Topical	Castor Oil|Balsam Peru Oil|Trypsin
I1T8O1JTL6031-914	I1T8O1JTL6	PROCHLORPERAZINE DIMALEATE	031-914	RX	Approved	N	Zoetis Inc.	Neo-Darbazine Spansule Capsule No.1	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-914	Oral	Isopropamide Iodide|Neomycin Sulfate|Prochlorperazine Dimaleate
094M0E38I6031-944	094M0E38I6	SULFOMYXIN	031-944	OTC	Approved	N	Zoetis Inc.	Dynamyxin Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-944	Subcutaneous	Sulfomyxin
YOW8V9698H032-168	YOW8V9698H	DIMETHYL SULFOXIDE	032-168	RX	Approved	N	Zoetis Inc.	Domoso® Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/032-168	Topical	Dimethyl Sulfoxide
5J9CPU3RE0009-073	5J9CPU3RE0	FURAZOLIDONE	009-073	OTC	Withdrawn	N	Hess & Clark, Inc.	nf-180 "100" Concentrate; nf-180 Concentrate; nf-180 Custom Mix Ten	http://www.farad.org/vetgram/ProductInfo.asp?byNada=009-073	Oral	furazolidone
V8B3K56SW0032-704	V8B3K56SW0	POLOXALENE	032-704	OTC	Approved	N	Phibro Animal Health Corp.	Bloat Guard Top Dressing	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/032-704	Oral	Poloxalene
KBO7409339032-738	KBO7409339	METOSERPATE HYDROCHLORIDE	032-738	OTC	Approved	N	Zoetis Inc.	Pacitran	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/032-738	Oral	Metoserpate Hydrochloride
3952621T3O032-946	3952621T3O	CARBOMYCIN	032-946	RX	Approved	N	Zoetis Inc.	MAGNA-TERRAMYCIN® Soluble Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/032-946	Oral	Oxytetracycline Hydrochloride|Carbomycin
3OOH7Q4333033-342	3OOH7Q4333	CYTHIOATE	033-342	RX	Approved	N	Zoetis Inc.	Proban® Cythioate Tablets 30 mg	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/033-342	Oral	Cythioate
N1LMA4960O033-373	N1LMA4960O	SODIUM SULFACHLORPYRIDAZINE	033-373	RX	Approved	N	Huvepharma EOOD	Vetisulid®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/033-373	Oral	Sodium sulfachlorpyridazine
M6T05Z2B68033-887	M6T05Z2B68	LINCOMYCIN HYDROCHLORIDE MONOHYDRATE	033-887	RX	Approved	N	Zoetis Inc.	Lincocin® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/033-887	Oral	Lincomycin Hydrochloride Monohydrate
UR1SAB295F030-330	UR1SAB295F	SULFAMERAZINE	030-330	RX	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Tylocine Sulfa Tablets 50	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/030-330		Sulfamethazine|Sulfamerazine|Sulfadiazine|Tylosin
7BK02SCL3W034-010	7BK02SCL3W	BETAMETHASONE SODIUM PHOSPHATE	034-010	RX	Approved	N	Intervet, Inc.	Betavet Soluspan Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-010	Intra-Articular	Betamethasone Sodium Phosphate|Betamethasone Acetate
TI05AO53L7034-010	TI05AO53L7	BETAMETHASONE ACETATE	034-010	RX	Approved	N	Intervet, Inc.	Betavet Soluspan Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-010	Intra-Articular	Betamethasone Sodium Phosphate|Betamethasone Acetate
4W5HDS3936034-254	4W5HDS3936	MELENGESTROL ACETATE	034-254	OTC	Approved	N	Zoetis Inc.	MGA® 100	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-254	Oral	Melengestrol Acetate
02UOP4Z0O0034-266	02UOP4Z0O0	FAMPHUR	034-266	OTC	Approved	N	Intervet, Inc.	Famix Famphur Premix	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-266	Oral	Famphur
8X7386QRLV034-267	8X7386QRLV	GENTAMICIN SULFATE	034-267	RX	Approved	N	Intervet, Inc.	Gentocin® Durafilm®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-267	Ophthalmic	Gentamicin Sulfate|Betamethasone Acetate
8J763HFF5N034-393	8J763HFF5N	CLOPIDOL	034-393	OTC	Approved	N	Huvepharma EOOD	Coyden 25®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-393	Oral	Clopidol
7LXU5N7ZO5034-478	7LXU5N7ZO5	FUROSEMIDE	034-478	RX	Approved	N	Intervet, Inc.	Salix™ Injection 5%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-478	Intravenous|Intramuscular	Furosemide
BL0L45OVKT034-641	BL0L45OVKT	FENTHION	034-641	OTC	Approved	N	Bayer HealthCare LLC, Animal Health Division	Tiguvon Pour-On Cattle Insecticide	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-641	Topical	Fenthion
ZS6D2ITA30034-705	ZS6D2ITA30	BOLDENONE UNDECYLENATE	034-705	RX	Approved	N	Zoetis Inc.	Equipoise®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-705	Intramuscular	Boldenone Undecylenate
Y80LB0Q7CB035-016	Y80LB0Q7CB	BUNAMIDINE HYDROCHLORIDE	035-016	RX	Approved	N	Intervet, Inc.	Scolaban 400	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/035-016	Oral	Bunamidine Hydrochloride
I8T8KU14X7035-157	I8T8KU14X7	ERYTHROMYCIN PHOSPHATE	035-157	RX	Approved	N	Bimeda Animal Health Limited	Gallimycin® PFC	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/035-157	Oral	Erythromycin Phosphate
WCK1KIQ23Q035-688	WCK1KIQ23Q	CHLORTETRACYCLINE	035-688	VFD	Approved	N	Zoetis Inc.	Aureomix® S 40/40 Granular	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/035-688	Oral	Chlortetracycline|Sulfamethazine
036-212		FLUMETHASONE ACETATE	036-212	RX	Approved	N	Zoetis Inc.	Fluosmin Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/036-212	Intramuscular	Flumethasone Acetate
JGV6OJ52FT036-304	JGV6OJ52FT	BACITRACIN METHYLENE DISALICYLATE	036-304	OTC	Approved	N	Huvepharma EOOD	Amprol HI-E® Plus	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/036-304	Oral	Amprolium|Ethopabate|Bacitracin methylene disalicylate
06KB629TKV037-502	06KB629TKV	TOLNAFTATE	037-502	RX	Approved	N	Intervet, Inc.	Tinavet® Cream 1%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/037-502	Topical	Tolnaftate
57U5YI11WP038-160	57U5YI11WP	CHLORPHENESIN CARBAMATE	038-160	RX	Approved	N	Zoetis Inc.	Maolate® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-160	Oral	Chlorphenesin Carbamate
76LO2L2V39038-233	76LO2L2V39	ZERANOL	038-233	OTC	Approved	N	Intervet, Inc.	Ralgro® Implants	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-233	Subcutaneous	Zeranol
X20I9EN955038-439	X20I9EN955	OXYTETRACYCLINE DIHYDRATE	038-439	VFD	Approved	N	Phibro Animal Health Corp.	Terramycin® 100 for Fish	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-439	Oral	Oxytetracycline Dihydrate
93AKI1U6QF038-661	93AKI1U6QF	SPECTINOMYCIN	038-661	RX	Approved	N	Bimeda Animal Health Limited	SpectoGard® Water Soluble Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-661	Oral	Spectinomycin
125OD7737X038-838	125OD7737X	METHOCARBAMOL	038-838	RX	Approved	N	Kinetic Technologies, LLC	Robaxin®-V Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-838	Intravenous	Methocarbamol
1GS872GAFV038-878	1GS872GAFV	MONENSIN SODIUM	038-878	OTC	Approved	N	Elanco US Inc.	Coban™ 60	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-878	Oral	Monensin Sodium
38X7XS076H039-204	38X7XS076H	PRALIDOXIME CHLORIDE	039-204	RX	Approved	N	Zoetis Inc.	Protopam	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/039-204	Subcutaneous|Intravenous|Intramuscular	Pralidoxime Chloride
DL9055K809039-356	DL9055K809	LEVAMISOLE HYDROCHLORIDE	039-356	OTC	Approved	N	Zoetis Inc.	Ripercol L Bolus	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/039-356	Oral	Levamisole Hydrochloride
534I52PVWH039-417	534I52PVWH	DECOQUINATE	039-417	OTC	Approved	N	Zoetis Inc.	Deccox®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/039-417	Oral	Decoquinate
L08SZ5Z5JC015-965	L08SZ5Z5JC	COUMAPHOS	015-965	OTC	Voluntarily Withdrawn	N	Bayer HealthCare LLC, Animal Health Division	Baymix 11.2% Feed Mix	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/015-965		Coumaphos
P78D9P90C0033-127	P78D9P90C0	SULFACHLORPYRIDAZINE	033-127	OTC	Voluntarily Withdrawn	N	Boehringer Ingelheim Vetmedica, Inc.	Prinzone Bolus	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/033-127	Oral	Sulfachlorpyridazine
M3EFS94984040-209	M3EFS94984	ORMETOPRIM	040-209	VFD	Approved	N	Zoetis Inc.	Rofenaid® 40	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/040-209	Oral	Sulfadimethoxine|Ormetoprim
BVS505O332040-322	BVS505O332	CHYMOTRYPSIN	040-322	RX	Approved	N	Intervet, Inc.	Kymar Ointment Improved	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/040-322	Topical	Hydrocortisone Acetate|Chymotrypsin|Neomycin Palmitate|Trypsin
3I9J454G9F040-322	3I9J454G9F	NEOMYCIN PALMITATE	040-322	RX	Approved	N	Intervet, Inc.	Kymar Ointment Improved	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/040-322	Topical	Hydrocortisone Acetate|Chymotrypsin|Neomycin Palmitate|Trypsin
M2X04R2E2Y041-061	M2X04R2E2Y	CARBADOX	041-061	OTC	Approved	N	Phibro Animal Health Corp.	Mecadox® Premix 10	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/041-061	Oral	Carbadox
U0BND6SD2I041-665	U0BND6SD2I	PROPIOPROMAZINE HYDROCHLORIDE	041-665	RX	Approved	N	Zoetis Inc.	Tranvet Chewable Tablets (20 mg)	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/041-665	Oral	Propiopromazine Hydrochloride
J80EX28SMQ041-836	J80EX28SMQ	KANAMYCIN SULFATE	041-836	RX	Approved	N	Zoetis Inc.	Kantrim® 200	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/041-836	Subcutaneous|Intramuscular	Kanamycin Sulfate
U6V729APAM042-548	U6V729APAM	ATTAPULGITE	042-548	RX	Approved	N	Zoetis Inc.	Amforol® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/042-548	Oral	Attapulgite|Bismuth Subcarbonate|Kanamycin Sulfate
M41L2IN55T042-548	M41L2IN55T	BISMUTH SUBCARBONATE	042-548	RX	Approved	N	Zoetis Inc.	Amforol® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/042-548	Oral	Attapulgite|Bismuth Subcarbonate|Kanamycin Sulfate
N1Q45E87DT013-022	N1Q45E87DT	THIABENDAZOLE	013-022	OTC	Voluntarily Withdrawn	N	Merial, Inc.	Thibenzole Sheep & Goat Wormer	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-022	Oral	Thiabendazole
SC82VF0480042-888	SC82VF0480	PYRANTEL TARTRATE	042-888	OTC	Approved	N	Zoetis Inc.	Banminth®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/042-888	Oral	Pyrantel Tartrate
20P9NI883O043-078	20P9NI883O	AMINOPENTAMIDE HYDROGEN SULFATE	043-078	RX	Approved	N	Zoetis Inc.	Centrine Oral Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/043-078	Oral	Aminopentamide Hydrogen Sulfate
O18YUO0I83043-304	O18YUO0I83	KETAMINE HYDROCHLORIDE	043-304	RX	Approved	N	Zoetis Inc.	Ketaset®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/043-304	Intramuscular	Ketamine Hydrochloride
S0NID0OHJY043-784	S0NID0OHJY	AMPHOMYCIN CALCIUM	043-784	RX	Approved	N	Zoetis Inc.	Kanfosone Ointment	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/043-784	Topical	Hydrocortisone Acetate|Amphomycin Calcium|Kanamycin Sulfate
495W7451VQ044-012	495W7451VQ	GUAIFENESIN	044-012	RX	Approved	N	Summit Hill Laboratories	Gecolate	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/044-012	Intravenous	Guaifenesin
1P2XIB510O044-611	1P2XIB510O	PENTAZOCINE LACTATE	044-611	RX	Approved	N	Zoetis Inc.	Talwin®-V Sterile Aqueous Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/044-611	Intramuscular|Intravenous	Pentazocine Lactate
VN04LI540Y044-757	VN04LI540Y	PHOSMET	044-757	OTC	Approved	N	Intervet, Inc.	Prolate I-E	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/044-757	Topical	Phosmet
PP922A42V2044-759	PP922A42V2	BAMBERMYCINS	044-759	OTC	Approved	N	Huvepharma EOOD	Flavomycin® 4	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/044-759	Oral	Bambermycins
89Y4M234ES035-314	89Y4M234ES	BACITRACIN ZINC	035-314	OTC	Voluntarily Withdrawn	N	Proctor & Gamble Pharmaceuticals, Inc.	Bonaid-Zinc Bacitracin	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/035-314		Bacitracin Zinc|Buquinolate
YS91P54918046-109	YS91P54918	SPECTINOMYCIN SULFATE TETRAHYDRATE	046-109	RX	Approved	N	Zoetis Inc.	L-S 50 Water Soluble® Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-109	Oral	Spectinomycin Sulfate Tetrahydrate|Lincomycin Hydrochloride Monohydrate
R35D29L3ZA007-404	R35D29L3ZA	PYRILAMINE MALEATE	007-404	RX	Voluntarily Withdrawn	N	Norden Laboratories, Inc.	Histosol Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/007-404		Pyrilamine Maleate
O1GX33ON8R038-657	O1GX33ON8R	CHLORTETRACYCLINE HYDROCHLORIDE	038-657	OTC	Voluntarily Withdrawn	N	Proctor & Gamble Pharmaceuticals, Inc.	Bonaid / CTC® / Sodium Sulfate	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-657		Chlortetracycline Hydrochloride|Buquinolate|Sodium Sulfate
X20I9EN955011-661	X20I9EN955	OXYTETRACYCLINE	011-661	OTC	Withdrawn	N	Zoetis, Inc. (formerly Pfizer, Inc)	Tran-Q Plus Terramycin Premix	http://www.farad.org/vetgram/ProductInfo.asp?byNada=011-661	Oral	hydroxyzine hydrochloride|oxytetracycline
ZP7R667SGD046-746	ZP7R667SGD	N-BUTYL CHLORIDE	046-746	OTC	Approved	N	Happy Jack, Inc.	Happy Jack Worm Capsules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-746	Oral	N-butyl Chloride
1JQS135EYN042-889	1JQS135EYN	OXYTOCIN	042-889	RX	Voluntarily Withdrawn	N	Sparhawk Laboratories, Inc.	Oxytocin Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/042-889		Oxytocin
DE08037SAB046-789	DE08037SAB	MAGNESIUM SULFATE	046-789	RX	Approved	N	Zoetis Inc.	Chloropent	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-789	Intravenous	Magnesium Sulfate|Chloral Hydrate|Pentobarbital
418M5916WG046-789	418M5916WG	CHLORAL HYDRATE	046-789	RX	Approved	N	Zoetis Inc.	Chloropent	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-789	Intravenous	Magnesium Sulfate|Chloral Hydrate|Pentobarbital
I4744080IR046-789	I4744080IR	PENTOBARBITAL	046-789	RX	Approved	N	Zoetis Inc.	Chloropent	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-789	Intravenous	Magnesium Sulfate|Chloral Hydrate|Pentobarbital
9IFA5XM7R2046-821	9IFA5XM7R2	BETAMETHASONE VALERATE	046-821	RX	Approved	N	Intervet, Inc.	Gentocin® Otic Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-821	Topical	Gentamicin Sulfate|Betamethasone Valerate
WBS7IEP4SN047-870	WBS7IEP4SN	DIPRENORPHINE HYDROCHLORIDE	047-870	RX	Approved	N	Wildlife Laboratories, Inc.	M50-50 Diprenorphine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/047-870	Intramuscular|Intravenous	Diprenorphine Hydrochloride|Etorphine Hydrochloride
8CBE01N748047-870	8CBE01N748	ETORPHINE HYDROCHLORIDE	047-870	RX	Approved	N	Wildlife Laboratories, Inc.	M50-50 Diprenorphine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/047-870	Intramuscular|Intravenous	Diprenorphine Hydrochloride|Etorphine Hydrochloride
906O0YJ6ZP047-933	906O0YJ6ZP	MONENSIN	047-933	OTC	Approved	N	Elanco US Inc.	Coban® plus Baciferm®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/047-933	Oral	Bacitracin Zinc|Monensin
NGC3S0882S047-955	NGC3S0882S	XYLAZINE HYDROCHLORIDE	047-955	RX	Approved	N	Bayer HealthCare LLC, Animal Health Division	Rompun® Injectable (20 mg)	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/047-955	Intravenous|Intramuscular|Subcutaneous	Xylazine Hydrochloride
NR4B2SX17S048-480	NR4B2SX17S	CHLORTETRACYCLINE CALCIUM COMPLEX	048-480	VFD	Approved	N	Pharmgate LLC	Chloratet™ 100	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/048-480	Oral	Chlortetracycline Calcium Complex
8STT15Y392048-486	8STT15Y392	ROBENIDINE HYDROCHLORIDE	048-486	OTC	Approved	N	Zoetis Inc.	Robenz®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/048-486	Oral	Robenidine Hydrochloride
T8KXA37068031-995	T8KXA37068	HALOXON	031-995	OTC	Withdrawn	N	Cooper, U.S.A., Inc.	Loxon Wormer	http://www.farad.org/vetgram/ProductInfo.asp?byNada=031-995	Oral	haloxon
826Y60901U049-185	826Y60901U	BETAMETHASONE DIPROPIONATE	049-185	RX	Approved	N	Intervet, Inc.	Betasone Aqueous Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/049-185	Intra-Articular|Intramuscular	Betamethasone Dipropionate|Betamethasone Sodium Phosphate
041-500		MONENSIN USP	041-500	OTC	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Coban® plus 3-Nitro®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/041-500	Oral	Monensin USP|Roxarsone
FIG89N8AZY049-553	FIG89N8AZY	LEVAMISOLE PHOSPHATE	049-553	OTC	Approved	N	Zoetis Inc.	Ripercol L	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/049-553	Subcutaneous	Levamisole Phosphate
66974FR9Q1055-002	66974FR9Q1	CHLORAMPHENICOL	055-002	RX	Approved	N	Cronus Pharma Specialities India Private Limited	Tevcocin	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-002	Intravenous|Intramuscular	Chloramphenicol
1D06KZ672I055-012	1D06KZ672I	CHLORTETRACYCLINE BISULFATE	055-012	RX	Approved	N	Huvepharma EOOD	Chloronex® Sulmet® 	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-012	Oral	Chlortetracycline Bisulfate|Sulfamethazine bisulfate
5J847L84W0055-012	5J847L84W0	SULFAMETHAZINE BISULFATE	055-012	RX	Approved	N	Huvepharma EOOD	Chloronex® Sulmet® 	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-012	Oral	Chlortetracycline Bisulfate|Sulfamethazine bisulfate
7C782967RD055-013	7C782967RD	AMPICILLIN ANHYDROUS	055-013	RX	Approved	N	Zoetis Inc.	Omnipen 250 mg	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-013	Oral	Ampicillin Anhydrous
T7D4876IUE055-028	T7D4876IUE	DIHYDROSTREPTOMYCIN SULFATE	055-028	RX	Approved	N	HQ Specialty Pharma Corp.	Quartermaster® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-028	Intramammary	Dihydrostreptomycin Sulfate|Penicillin G Procaine
17R794ESYN035-315	17R794ESYN	PENICILLIN G PROCAINE	035-315	OTC	Voluntarily Withdrawn	N	Proctor & Gamble Pharmaceuticals, Inc.	Bonaid & Zinc Bacitracin & Penicillin	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/035-315		Penicillin G Procaine|Bacitracin Zinc|Buquinolate
HXQ6A1N7R6055-030	HXQ6A1N7R6	AMPICILLIN TRIHYDRATE	055-030	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Polyflex®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-030	Subcutaneous|Intramuscular	Ampicillin Trihydrate
4HZT2V9KX0055-032	4HZT2V9KX0	DICLOXACILLIN SODIUM MONOHYDRATE	055-032	RX	Approved	N	Zoetis Inc.	Dicloxin Capsules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-032	Oral	Dicloxacillin Sodium Monohydrate
43VU4207NW055-047	43VU4207NW	CHLORAMPHENICOL PALMITATE	055-047	RX	Approved	N	Zoetis Inc.	Chloromycetin Palmitate Oral Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-047	Oral	Chloramphenicol Palmitate
95PFX5932Y055-021	95PFX5932Y	HETACILLIN POTASSIUM	055-021	RX	Voluntarily Withdrawn	N	Boehringer Ingelheim Vetmedica, Inc.	Hetacin® K Capsules Vet	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-021	Oral	Hetacillin Potassium
AC79L7PV2G055-058	AC79L7PV2G	CLOXACILLIN BENZATHINE	055-058	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Dry-Clox® Intramammary Infusion	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-058	Intramammary	Cloxacillin Benzathine
VL775ZTH4C055-060	VL775ZTH4C	PENICILLIN G POTASSIUM	055-060	RX	Approved	N	Zoetis Inc.	Penicillin G Potassium, USP	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-060	Oral	Penicillin G Potassium
65LCB00B4Y055-070	65LCB00B4Y	CLOXACILLIN SODIUM	055-070	RX	Approved	N	Intervet, Inc.	Dariclox®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-070	Intramammary	Cloxacillin Sodium
Q9S9NQ5YIY013-467	Q9S9NQ5YIY	NOVOBIOCIN SODIUM	013-467	OTC	Voluntarily Withdrawn	N	Pharmacia & Upjohn Co., a Division of Pfizer, Inc.	Albamix® Susceptibility Disks	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-467	Not Applicable	Novobiocin Sodium
P6R62377KV055-073	P6R62377KV	TETRACYCLINE HYDROCHLORIDE	055-073	RX	Approved	N	Zoetis Inc.	Panmycin® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-073	Oral	Tetracycline Hydrochloride
804826J2HU055-078	804826J2HU	AMOXICILLIN TRIHYDRATE	055-078	RX	Approved	N	Zoetis Inc.	Amoxi-Tabs	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-078	Oral	Amoxicillin Trihydrate
JFN36L5S8K055-084	JFN36L5S8K	AMPICILLIN SODIUM	055-084	RX	Approved	N	Zoetis Inc.	Amp-Equine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-084	Intramuscular|Intravenous	Ampicillin Sodium
G8TVV6DSYG055-095	G8TVV6DSYG	TICARCILLIN DISODIUM	055-095	RX	Approved	N	Zoetis Inc.	Ticillin®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-095	Intrauterine	Ticarcillin Disodium
Q42OMW3AT8055-099	Q42OMW3AT8	CLAVULANATE POTASSIUM	055-099	RX	Approved	N	Zoetis Inc.	CLAVAMOX® CHEWABLE	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-099	Oral	Amoxicillin Trihydrate|Clavulanate Potassium
RIT82F58GK055-008	RIT82F58GK	PENICILLIN G BENZATHINE	055-008	RX	Voluntarily Withdrawn	N	Wyeth Laboratories	Bicillin Fortified	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-008	Subcutaneous|Intramuscular	Penicillin G Procaine|Penicillin G Benzathine
NZ662XY5PP065-099	NZ662XY5PP	TETRACYCLINE PHOSPHATE	065-099	OTC	Approved	N	Zoetis Inc.	Albaplex® Capsules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/065-099	Oral	Novobiocin Sodium|Tetracycline Phosphate
CW25IKJ202046-726	CW25IKJ202	STREPTOMYCIN SULFATE	046-726	OTC	Withdrawn	N	Zoetis, Inc. (formerly Pfizer, Inc)	Strep-Pen Premix	http://www.farad.org/vetgram/ProductInfo.asp?byNada=046-726	Oral	streptomycin sulfate|penicillin G (procaine)
F8VB5M810T065-124	F8VB5M810T	TETRACYCLINE	065-124	OTC	Approved	N	Zoetis Inc.	Tetracycline	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/065-124	Intramuscular	Tetracycline
