OTC_ID	UNII	OTC_Ingredient	OTC_Monograph	OTC_Status	OTC_Ref_Text	OTC_URL
534	Z97702A5DG	dibucaine hydrochloride	oral health care:anesthetic/analgesic	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
535	RV6J6604TK	eucalyptol	oral health care:anesthetic/analgesic	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
536	98PI200987	lidocaine	oral health care:anesthetic/analgesic	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
537	V13007Z41A	lidocaine hydrochloride	oral health care:anesthetic/analgesic	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
538	LAV5U5022Y	methyl salicylate	oral health care:anesthetic/analgesic	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
539	R35D29L3ZA	pyrilamine maleate	oral health care:anesthetic/analgesic	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
540	0619F35CGV	tetracaine	oral health care:anesthetic/analgesic	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
541	5NF5D4OPCI	tetracaine hydrochloride	oral health care:anesthetic/analgesic	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
542	3J50XA376E	thymol	oral health care:anesthetic/analgesic	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
543	JC71GJ1F3L	myrrh tincture	oral health care:astringent	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
544	506T60A25R	sorbitol	oral health care:demulcents	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
545		sugars	oral health care:demulcents	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
546	5TJD82A1ET	camphor	oral health care	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
547	1MXY2UM8NV	cresol	oral health care	Previously Marketed	21 CFR 310.545(a)(14)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
548	Q40Q9N063P	acetic acid	otic	Previously Marketed	21 CFR 310.545(a)(15)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
549	PDC6A3C0OX	glycerine and anhydrous glycerine	otic	Previously Marketed	21 CFR 310.545(a)(15)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
550	ND2M416302	isopropyl alcohol	otic	Previously Marketed	21 CFR 310.545(a)(15)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
551	62I3C8233L	ipecac fluidextract	poison treatment	Previously Marketed	21 CFR 310.545(a)(16)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
552	62I3C8233L	ipecac tincture	poison treatment	Previously Marketed	21 CFR 310.545(a)(16)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
553	89DS0H96TB	zinc sulfate	poison treatment	Previously Marketed	21 CFR 310.545(a)(16)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
554	JD546Z56F0	mercury, ammoniated	skin bleach	Previously Marketed	21 CFR 310.545(a)(17)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
555	1364PS73AF	acetone	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
556	3K9958V90M	alcohol	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
557	DPU64XYB1D	alum, ammonium	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
558	1L24V9R23S	alum, potassium	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
559		aluminum chlorhydroxy complex	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
560		aromatics	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
561	F5UM2KM3W7	benzalkonium chloride	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
562	PH41D05744	benzethonium chloride	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
563	U3RSY48JW5	benzocaine	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
564	8SKN0B0MIM	benzoic acid	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
565	R57ZHV85D4	boric acid	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
566	Y882YXF34X	calcium acetate	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
567	5TJD82A1ET	camphor gum	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
568	578389D6D0	clove oil	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
569	8PI54V663Y	colloidal oatmeal	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
570	1MXY2UM8NV	cresol	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
571	LRX7AJ16DT	cupric sulfate	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
572	2R04ONI662	eucalyptus oil	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
573	3T8H1794QW	eugenol	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
574	3QJ8WS6V8H	ferric subsulfate (Monsel's solution)	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
575	Y9H1V576FH	honey	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
576	ND2M416302	isopropyl alcohol	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
577	L7T10EIP3A	menthol	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
578	LAV5U5022Y	methyl salicylate	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
579	61VUG75Y3P	oxyquinoline sulfate	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
580	0462U14DUI	para-tertiary-Butyl-m-cresol	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
581	V95R5KMY2B	peppermint oil	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
582	339NCG44TV	phenol	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
583	M4AW13H75T	polyoxeythylene laurate	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
584	GTP1P30292	potassium ferrocyanide	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
585	U27K0H1H2O	sage oil	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
586	95IT3W8JZE	silver nitrate	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
587	91MBZ8H3QO	sodium borate	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
588	26WJH3CS0B	sodium diacetate	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
589	7SEV7J4R1U	talc	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
590	28F9E0DJY6	tannic acid glycerite	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
591	3J50XA376E	thymol	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
592	O8232NY3SJ	topical starch	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
593	86Q357L16B	zinc chloride	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
594	SOI2LOH54Z	zinc oxide	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
595	4O71YT5YB5	zinc phenolsulfonate	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
596	H92E6QA4FV	zinc stearate	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
597	89DS0H96TB	zinc sulfate	skin protectant:astringent	Previously Marketed	21 CFR 310.545(a)(18)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
598	5QB0T2IUN0	aluminum hydroxide	skin protectant:diaper rash	Previously Marketed	21 CFR 310.545(a)(18)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
599	512OYT1CRR	cocoa butter	skin protectant:diaper rash	Previously Marketed	21 CFR 310.545(a)(18)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
600	ZT934N0X4W	cysteine hydrochloride	skin protectant:diaper rash	Previously Marketed	21 CFR 310.545(a)(18)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
601	PDC6A3C0OX	glycerin	skin protectant:diaper rash	Previously Marketed	21 CFR 310.545(a)(18)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
602		protein hydrolysate	skin protectant:diaper rash	Previously Marketed	21 CFR 310.545(a)(18)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
603	73JWT2K6T3	racemethionine	skin protectant:diaper rash	Previously Marketed	21 CFR 310.545(a)(18)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
604	70FD1KFU70	sulfur	skin protectant:diaper rash	Previously Marketed	21 CFR 310.545(a)(18)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
605	28F9E0DJY6	tannic acid	skin protectant:diaper rash	Previously Marketed	21 CFR 310.545(a)(18)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
606	FM5526K07A	zinc acetate	skin protectant:diaper rash	Previously Marketed	21 CFR 310.545(a)(18)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
607	EQR32Y7H0M	zinc carbonate	skin protectant:diaper rash	Previously Marketed	21 CFR 310.545(a)(18)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
608	YIW503MI7V	bismuth subnitrate	skin protectant:fever blister/cold sore	Previously Marketed	21 CFR 310.545(a)(18)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
609	R57ZHV85D4	boric acid	skin protectant:fever blister/cold sore	Previously Marketed	21 CFR 310.545(a)(18)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
610	68Y4CF58BV	pyridoxine hydrochloride	skin protectant:fever blister/cold sore	Previously Marketed	21 CFR 310.545(a)(18)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
611	70FD1KFU70	sulfur	skin protectant:fever blister/cold sore	Previously Marketed	21 CFR 310.545(a)(18)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
612	28F9E0DJY6	tannic acid	skin protectant:fever blister/cold sore	Previously Marketed	21 CFR 310.545(a)(18)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
613	O8232NY3SJ	topical starch	skin protectant:fever blister/cold sore	Previously Marketed	21 CFR 310.545(a)(18)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
614	9O3K93S3TK	trolamine	skin protectant:fever blister/cold sore	Previously Marketed	21 CFR 310.545(a)(18)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
615	89DS0H96TB	zinc sulfate	skin protectant:fever blister/cold sore	Previously Marketed	21 CFR 310.545(a)(18)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
616	3K9958V90M	alcohol	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
617	3K9958V90M	alcohol, ethoxylated alkyl	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
618	5138Q19F1X	ammonia solution, strong	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
619	5138Q19F1X	ammonium hydroxide	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
620	F5UM2KM3W7	benzalkonium chloride	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
621	5TJD82A1ET	camphor	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
622	X3S33EX3KW	ergot fluid extract	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
623	U38V3ZVV3V	ferric chloride	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
624	LT10EIP3A	menthol	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
625	V95R5KMY2B	peppermint oil	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
626	339NCG44TV	phenol	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
627	R35D29L3ZA	pyrilamine maleate	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
628	91MBZ8H3QO	sodium borate	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
629	9O3K93S3TK	trolamine	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
630	XJ6RUH0O4G	turpentine oil	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
631	S38N85C5G0	zirconium oxide	skin protectant:insect bites/stings	Previously Marketed	21 CFR 310.545(a)(18)(v)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
632	2ZA36H0S2V	beeswax	skin protectant:insect bites/stings w/ sales less than $25,000	Previously Marketed	21 CFR 310.545(a)(18)(v)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
633	YIW503MI7V	bismuth subnitrate	skin protectant:insect bites/stings w/ sales less than $25,000	Previously Marketed	21 CFR 310.545(a)(18)(v)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
634	R57ZHV85D4	boric acid	skin protectant:insect bites/stings w/ sales less than $25,000	Previously Marketed	21 CFR 310.545(a)(18)(v)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
635	936JST6JCN	cetyl alcohol	skin protectant:insect bites/stings w/ sales less than $25,000	Previously Marketed	21 CFR 310.545(a)(18)(v)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
636	230OU9XXE4	glyceryl stearate	skin protectant:insect bites/stings w/ sales less than $25,000	Previously Marketed	21 CFR 310.545(a)(18)(v)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
637	8CRQ2TH63M	isopropyl palmitate	skin protectant:insect bites/stings w/ sales less than $25,000	Previously Marketed	21 CFR 310.545(a)(18)(v)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
638	3NY3SM6B8U	live yeast cell derivative	skin protectant:insect bites/stings w/ sales less than $25,000	Previously Marketed	21 CFR 310.545(a)(18)(v)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
639	4B24275HEU	shark liver oil	skin protectant:insect bites/stings w/ sales less than $25,000	Previously Marketed	21 CFR 310.545(a)(18)(v)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
640	2KR89I4H1Y	stearyl alcohol	skin protectant:insect bites/stings w/ sales less than $25,000	Previously Marketed	21 CFR 310.545(a)(18)(v)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
641	3K9958V90M	alcohol	skin protectant:poison ivy/oak/sumac	Previously Marketed	21 CFR 310.545(a)(18)(vi)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
642		anion and cation exchange resins buffered	skin protectant:poison ivy/oak/sumac	Previously Marketed	21 CFR 310.545(a)(18)(vi)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
643	PH41D05744	benzethonium chloride	skin protectant:poison ivy/oak/sumac	Previously Marketed	21 CFR 310.545(a)(18)(vi)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
644	U3RSY48JW5	benzocaine	skin protectant:poison ivy/oak/sumac	Previously Marketed	21 CFR 310.545(a)(18)(vi)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
645	LKG8494WBH	benzyl alcohol	skin protectant:poison ivy/oak/sumac	Previously Marketed	21 CFR 310.545(a)(18)(vi)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
646	YIW503MI7V	bismuth subnitrate	skin protectant:poison ivy/oak/sumac	Previously Marketed	21 CFR 310.545(a)(18)(vi)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
647	AMT77LS62O	bithionol	skin protectant:poison ivy/oak/sumac	Previously Marketed	21 CFR 310.545(a)(18)(vi)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
648	R57ZHV85D4	boric acid	skin protectant:poison ivy/oak/sumac	Previously Marketed	21 CFR 310.545(a)(18)(vi)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
649	5TJD82A1ET	camphor	skin protectant:poison ivy/oak/sumac	Previously Marketed	21 CFR 310.545(a)(18)(vi)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
