smiles	drug_id	name	unii
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2	7279508	Pharmacia brand of tolazamide|Tolinase|Tolazamidum|Tolazamida|Benzenesulfonamide, n-(((hexahydro-1h-azepin-1-yl)amino)carbonyl)-4-methyl-|Tolazamide	9LT1BRO48Q
CC(C)C[C@@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CO)NC(=O)[C@@H](CC4=CNC5=C4C=CC=C5)NC(=O)[C@@H](CC6=CN=CN6)NC(=O)C7CCC(=O)N7)C(=O)N[C@H](CCCNC(N)=N)C(=O)N8CCC[C@H]8C(=O)NCC(N)=O	7279685	Triptoreline|5-Oxo-pro-his-trp-ser-tyr-d-trp-leu-arg-pro-gly-nh2|Triptorelina|Triptorelin|Triptorelinum	9081Y98W2V
CC(CC(C1=CC=CC=C1)C2=CC=CC=C2)NC(C)(C)C	7280119	Terodiline hydrchloride|Bicor|Td-758|Terodiline|N-tert-butyl-1-methyl-3,3-diphenylpropylamine|Terodilinum|N-tert-butyl-3,3-diphenyl-1-methylpropylamine|Terodilina|Td 758|Terodiline hydrochloride	70KG06964W
CCOCC(O)COC2=CC=C(NC(=O)CC[S+](C)C)C=C2	7280180	Ipd 1151t|Suplatast tosylate|Ipd-1151t|Tosilato de suplatast|Tosilate de suplatast|Suplatastum tosilas|(Rs)-(2-(4-(3-ethoxy-2-hydroxypropoxy)phenylcarbamoyl)ethyl)dimethylsulfonium p-methylbenzenesulfonate|(3-((4-(3-Ethoxy-2-hydroxypropoxy)phenyl)amino)-3-oxopropyl)(dimethyl)sulfonium 4-methylbenzenesulfonate|Suplatast tosilate|Sulfonium, (3-((4-(3-ethoxy-2-hydroxypropoxy)phenyl)amino)-3-oxopropyl)dimethyl-, salt with 4-methylbenzenesulfonic acid (1:1)|(2-(4-(3-Ethoxy-2-hydroxypropoxy)phenylcarbamoyl)ethyl)dimethylsulfonium p-toluenesulfonate	4T0HO29O56
CC1=NC(C)=C(Cl)C(O)=C1Cl	7280205	CLOPIDOL	8J763HFF5N
CC(C)OC(=O)C1=C(C)NC(N)=C(C1C2=CC(=CC=C2)[N+]([O-])=O)C(=O)OC3CN(C3)C(C4=CC=CC=C4)C5=CC=CC=C5	7280222	Azelnidipine|Cs 905|3-(1-Diphenylmethylazetidin-3-yl)-5-isopropyl-2-amino-1,4-dihydro-6-methyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylate|Azelnidipinum|3,5-Pyridinedicarboxylic acid, 2-amino-1,4-dihydro-6-methyl-4-(3-nitrophenyl)-, 3-(1-(diphenylmethyl)-3-azetidinyl) 5-(1-methylethyl) ester, (+-)-|Calblock|Cs-905	PV23P19YUG
CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C	7280282	Deprodone propionate|Deprodone|Deprodonum|Deprodona|DEPRODONE	Z380L7N00P
CC(=O)NC[C@@H]1CN(C(=O)O1)C2=CC(F)=C(C=C2)N3CCOCC3	7280422	LINEZOLID	ISQ9I6J12J
CCCCC(CC)COC(=O)C(\C#N)=C(/C1=CC=CC=C1)C2=CC=CC=C2	7280788	OCTOCRYLENE	5A68WGF6WM
CC1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N4CCC(O)CC4	7281036	Opc 7251|Nadifloxacino|Nadifloxacin|R-ndfx|Acuatim|Nadifloxacine|Opc-7251|1H,5h-benzo(ij)quinolizine-2-carboxylic acid, 9-fluoro-6,7-dihydro-8-(4-hydroxy-1-piperidinyl)-5-methyl-1-oxo-, (+-)-|S-ndfx|9-Fluoro-6,7-dihydro-8-(4-hydroxy-1-piperidyl)-5-methyl-1-oxo-1h,5h-benzo(i,j)quinolizine-2-carboxylic acid|Nadifloxacinum|(S)-(-)-nadifloxacin	6CL9Y5YZEQ
CC[C@@]1(O)C(=O)OCC2=C1C=C3N(CC4=C3N=C5C=CC(O)=C(CN(C)C)C5=C4)C2=O	7281360	TOPOTECAN|TOPOTECAN HYDROCHLORIDE|TOPOTECAN (TOPOTECAN HYDROCHLORIDE)	7M7YKX2N15
CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C3=CC=C(C=C3)C(O)=O)=C2	7281676	Tamibarotene|Am-80|4-((5,6,7,8-Tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)carbamoyl)benzoic acid|Am80|Benzoic acid, 4-(((5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)amino)carbonyl)-|Amnoid|Tamibarotenum|Am 80	08V52GZ3H9
[H][C@]12C[C@]3([H])CC[C@@]4([H])[C@]5([H])CC[C@H](O)[C@@]5(C)CC[C@]4([H])[C@@]3(C)C[C@@]1([H])S2	7281741	2 Alpha,3 alpha-epithio-5 alpha-androstan-17 beta-ol|Androstan-17-ol, 2,3-epithio-, (2 alpha,3 alpha,5 alpha,17 beta)-|Epithiostanol|10275-S|Thiodrol|Epitiostanol|2A,3a-epithio-5a-androstan-17b-ol|Epitiostanolum	YE7586973L
CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)C1=C(C)C(N)=NC(=N1)C(CC(N)=O)NCC(N)C(N)=O)C(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]3O)C4=CNC=N4)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCN[C@@H](C)C7=CC=CC=C7	7282390	Peplomycin sulfate (1:1)|Bleomycinamide, n1-(3-((1-phenylethyl)amino)propyl)-, (s)-|Peplomycin|Peplomycinum|Pepleo|Sulfate, peplomyci|Peplomycine|Nk63|Peplomycina|Nk 63|Peplomycin sulfate|Nk-631	56H9L80NIZ
CC(OC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1)C(O)=O	7282595	Fenofibric acid sodium salt|2-(4-(4'-Chlorophenoxy)phenoxy)propionic acid|2-(4-(4-Chlorophenoxy)phenoxy)propanoic acid|Fenofibric acid potassium salt|Fenofibric acid|Hcg 004|Fenofibric acid, (r)-isomer|CLOFOP	KIH4IO8Q8Z
CCN(CC)C(=O)C1CN2CCC3=C(C=C(OC)C(OC)=C3)C2CC1OC(C)=O	7282742	2H-benzo(a)quinolizine-3-carboxamide, 2-(acetyloxy)-n,n-diethyl-1,3,4,6,7,11b-hexahydro-9,10-dimethoxy-, hydrochloride|N,n-diethyl-1,3,4,6,7,11b-hexahydro-2-hydroxy-9,10-dimethoxy-2h-benzo(a)quinolizine-3-carboxamide acetate (ester)|N,n-diethyl-1,3,4,6,7,11b-hexahydro-2-hydroxy-9,10-dimethoxy-2h-benzo(a)quinolizine-3-carboxamide acetate (ester) hydrochloride|Benzquinamide hydrochloride|Benzquinamide, (2alpha,3beta,11balpha)-isomer|Emete-con|Benzquinamidum|Benzoquinamida|Emite-con|2H-benzo(a)quinolizine-3-carboxamide, 2-(acetyloxy)-n,n-diethyl-1,3,4,6,7,11b-hexahydro-9,10-dimethoxy-|Benzquinamide	0475EA27Q3
[H]C(=O)N(CC1=CN=C(C)N=C1N)C(\C)=C(\CCO)SSCCC	7282786	Thiamine propyldisulphide|Prosultiamine hydrochloride|Prosultiamine|Thiamine propyldisulfide|Alinamin|Thiaminepropyldisulfide|Prosultiamina|Prosultiaminum|Thiamine propyl disulfide	UI32MM3XE3
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1	7282815	ROPINIROLE HYDROCHLORIDE|ROPINIROLE (ROPINIROLE HYDROCHLORIDE)	030PYR8953
CCOC(=O)COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3	7282947	Efloxate|((4-Oxo-2-phenyl-4h-1-benzopyran-7-yl)oxy)acetic acid ethyl ester|Efloxatum|Efloxato|Recordil	CZU6V3902K
CCCCN(CCCC)CCC(O)C1=CC2=C(C=C(Cl)C=C2Cl)C3=C1C=CC(=C3)C(F)(F)F	7283014	HALOFANTRINE HYDROCHLORIDE	Q2OS4303HZ|R7ADS21FSN
CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN4CCOCC4)C=C1	7283048	Ethmozin|Hydrochloride, moricizin|Etmozin|(10-(3-(4-Morpholinyl)-1-oxopropyl)-10h-phenothiazin-2-yl)carbamic acid, ethyl ester hydrochloride|Moracizinum|Moricizine|En-313|Carbamic acid, (10-(3-(4-morpholinyl)-1-oxopropyl)-10h-phenothiazin-2-yl)-, ethyl ester|Ethmozine|Moracizina|Ethyl 10-(3-morpholinopropionyl)phenothiazine-2-carbamate|Moricizine hydrochloride|En 31|Moracizine|En31	2GT1D0TMX1
CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(O)CCCC2	7283300	CYCLOPENTOLATE HYDROCHLORIDE	I76F4SHP7J
OC(=O)C1=CN(C2=CC=C(F)C=C2)C3=C(C=C(F)C(=C3)N4CCNCC4)C1=O	7283351	Abbott-56620|Sarafloxacine|A-56620|Sarafloxacin|6-Fluoro-1-(4-fluorophenyl)-7-piperazinyl-1,4-dihydro-4-quinolone-3-carboxylic acid|Sarafloxacinum|1-(4-Fluorophenyl)-6-fluoro-7-(1-piperazinyl)-1,4-dihydro-4-oxo-quinoline-3-carboxylic acid|Sarafloxacin hydrochloride|6-Fluoro-1-(4-fluorophenyl)-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinoline carboxylic acid, hydrochloride|1-Fpfpoc|A 56620|Sarafloxacino	RC3WJ907XY
CCOC1=CC=C(NC(=O)CC(C)O)C=C1	7283896	N-(beta-hydroxybutyryl)-p-phenetidine|N-(4-ethoxyphenyl)-3-hydroxybutanamide|Bucetin|Bucetina|Beta-hydroxybutyric acid-p-phenetidide|Bucetine|Bucetinum|Nhb-ppt	1Z23WB033I|6M7CVQ8PF8|PLF54F8S2F
CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)N(C)C	7283916	RIVASTIGMINE|RIVASTIGMINE HYDROGEN TARTRATE|RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)	PKI06M3IW0
CCCC(=O)O[C@H]1[C@H](C)O[C@H](C[C@@]1(C)OC(=O)CC)O[C@@H]2[C@@H](C)O[C@@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]3OC)[C@H](O)[C@H]2N(C)C	7284773	Ricamycin|Rokitamycinum|3''-O-propionylleucomycin a5|Pro-leucomycin a5|Rokitamycine|Propionylleucomycin|Rokitamycin|Leucomycin v, 4b-butanoate 3b-propanoate|Tms-19-q|ROKITAMYCIN	ZPT03UEM0E
ClC1=CC=CC=C1C2CS\C(S2)=C(\C#N)N3C=CN=C3	7284865	Latoconazole, (z)-isomer|Latoconazole|Latoconazole, (e)-isomer|Astat|Lanoconazolum|Nnd 318|Nnd-318|Lanoconazole|(4-(2-Chlorophenyl)-1,3-dithiolan-2-ylidene)-1-imidazolylacetonitrile	4E7858311F
ClC1=CC=C(C=C1)C(C#N)C2=C(Cl)C=C(C=C2Cl)N3N=CC(=O)NC3=O	7284870	DICLAZURIL	K110K1B1VE
CN1C2=CC=C(Cl)C=C2C(=NC(O)C1=O)C3=C(Cl)C=CC=C3	7284879	Methyllorazepam|Lormetazepamum|7-Chloro-5-(2-chlorophenyl)-1,3-dihydro-3-hydroxy-1-methyl-2h-1,4-benzodiazepin-2-one|Noctamid|Loramet|Wy-4082|Lormetazepam|LORMETAZEPAM	GU56C842ZA
CN(C)C(=O)CN(C(C)=O)C1=CC=CC=C1	7284888	N-phenyl-n-acetylglycine dimethylamide|N,n-dimethyl-n2-(phenylacetyl)glycinamide|Benzeneacetamide, n-(2-(dimethylamino)-2-oxoethyl)-|Phenylacetylglycine dimethylamide	7TUY98X69L
CN(CC1=CC2=C(C=C1)N=C(C)NC2=O)C3=CC=C(S3)C(=O)N[C@@H](CCC(O)=O)C(O)=O	7285213	RALTITREXED|RALTITREXED (RALTITREXED DISODIUM)	FCB9EGG971
CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(N)=O	7285295	FROVATRIPTAN (FROVATRIPTAN SUCCINATE)	H82Q2D5WA7
CN1C(=O)NC(=O)N(C1=O)C2=CC(C)=C(OC3=CC=C(SC(F)(F)F)C=C3)C=C2	7285445	TOLTRAZURIL	QVZ3IAR3JS
COC1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)OC(C)=O	7285553	Leucomycin a3|Josamycin|Josamicina|Wilprafen|En 14|En-141|Josamycin propionate|Kitasamycin a3|En14|Leucomycin v, 3-acetate 4b-(3-methylbutanoate)|Turimycin a5|Josamycine|Josamycinum	HV13HFS217
CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C2=C(C=C(N=C2)N3CCN(C)CC3)C4=C(C)C=CC=C4	7285723	NETUPITANT|NETUPITANT_PALONOSETRON|NETUPITANT_PALONOSETRON HYDROCHLORIDE	7732P08TIR
CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C4=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N5CCN(CC5)C6CCCC6)=C4O	7285786	Aventis behring brand of rifapentine|Mdl 473|Rifapentine|Dl-4-73|Mdl-473|Dl 473-it|Rifapentinum|3-(((4-Cyclopentyl-1-piperazinyl)imino)methyl)rifamycin sv|Rifamycin, 3-(((4-cyclopentyl-1-piperazinyl)imino)methyl)-|Dl 473|3-((4-Cyclopentyl-1-piperazinyl)imino)methyl)rifamycin|3-(N-(4-cyclopentyl-1-piperazinyl)formimidoyl)rifamycin|Priftin|3-(((4-Cyclopentyl-1-piperazinyl)imino)methyl)rifamycin	XJM390A33U
CCN1C(NC2=CC=C(OCCN3CCCCC3)C=C2)C4=CC=CC=C4C1=O	7286715	2-Ethyl-3-(.beta.-piperidino-p-phenetidino)phthalimidine|Etomidolina|2-Ethyl-3-(p-(beta-piperidinoethoxy)phenylamino)-isoindoline-1-one|K-2680|Etomidolinum|Smedolin|K 2680|Amidoline|Etomidoline|ETOMIDOLINE	WFS7G78GYJ
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O	7286745	D-streptamine, o-3-deoxy-4-c-methyl-3-(methylamino)-beta-l-arabinopyranosyl-(1-6)-o-(2,6-diamino-2,3,4,6-tetradeoxy-alpha-d-glycero-hex-4-enopyranosyl-(1-4))-2-deoxy-n1-ethyl-|Netilmicin sulfate|Netilmicinum|Netromycin|Netilmicine|D-streptamine, o-3-deoxy-4-c-methyl-3-(methylamino)- .beta.-l-arabinopyranosyl-(1->6)-o-(2,6-diamino-2,3,4,6-tetradeoxy-.alpha.-d-glycero-hex-4-enopyranosyl-(1->4))-2-deoxy-n(sup 1)-ethyl-, sulfate (2:5) (salt)|Netilmicina|Netilmicin	4O5J85GJJB
COCCCN1CCC(CC1)NC(=O)C2=C3OCCC3=C(N)C(Cl)=C2	7287049	PRUCALOPRIDE (PRUCALOPRIDE SUCCINATE)	0A09IUW5TP
COC1=CC(=CC(OC)=C1OP(O)(O)=O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(C)OC5C(O)C4O)C6=C2C=C7OCOC7=C6	7287207	ETOPOSIDE PHOSPHATE	528XYJ8L1N
COC1=CC=C(C=C1)C2=CC(=S)SS2	7287256	ANETHOLE TRITHIONE	QUY32964DJ
COC1=CC=C(CCN2CCC(CC2)NC3=NC4=C(C=CC=C4)N3CC5=CC=C(F)C=C5)C=C1	7287321	ASTEMIZOLE	7HU6337315
COC1=CC(=CC(OC)=C1OC)C(=O)NC2CCCNC2	7287542	Troxipide|3-(3,4,5-Trimethoxybenzamido)piperidine|Troxipide hydrochloride|Ku-54|Troxipidum|Aplace|Ku 54	W6QJX1Q00Z
COC1=C(O)C=C(C=C1)[C@@H]2CC(=O)C3=C(O)C=C(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)C=C3O2	7287578	Hesperetin-7-rutinoside|Hesperidin|Hesperetin 7 rutinosid|4H-1-benzopyran-4-one, 7-((6-o-(6-deoxy-alpha-l-mannopyranosyl)-beta-d-glucopyranosyl)oxy)-2,3-dihydro-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-, (s)-	E750O06Y6O
COC(C(OC1=NC(C)=CC(C)=N1)C(O)=O)(C2=CC=CC=C2)C3=CC=CC=C3	7288120	AMBRISENTAN	7B43003091
[H]C1([H])N2C(=O)[C@](NC(=O)[C@@]3([H])CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]2(O)[C@]7([H])CCCN7C1=O)C(C)C	7288333	ERGOLOID MESYLATES	X3S33EX3KW
[H][C@]12SCC(COC)=C(N1C(=O)[C@H]2NC(=O)C(=N\OC)\C3=CSC(N)=N3)C(=O)OC(C)OC(=O)OC(C)C	7288384	CEFPODOXIME (CEFPODOXIME PROXETIL)|CEFPODOXIME PROXETIL	2TB00A1Z7N
FC1=CC=C(C=C1)N2CCN(CCCC(=O)NC3C4=C(CSC5=C3C=CC=C5)C=CC=C4)CC2	7288624	Monatepil maleate|Monatepil, (r)-isomer|1-Piperazinebutanamide, n-(6,11-dihydrodibenzo(b,e)thiepin-11-yl)-4-(4-fluorophenyl)-, (z)-2-butenedioate (1:1)|Monatepilum|Aj-2615|N-(6,11-dihydrodibenzo(b.e)thiepin-11-yl)-4-(4-fluorophenyl)-1-piperazinebutyramide maleate, dl-|Monatepil, (s)-isomer|Aj 2615|11-((4-(4-(4-Fluorophenyl)-1-piperazinyl)butyryl)amino)-6,11-dihydrodibenzo(b,e)thiepin maleate|Monatepil|Monatepil, (+-) monatepil|Monatepil x maleate	N4MMI0J7PW
FCOC(C(F)(F)F)C(F)(F)F	7288763	SEVOFLURANE	38LVP0K73A
FC1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)N3C(=S)NC4=C3C=CC=C4	7288791	Timiperona|Tolopelon|4-(4-(2,3-Dihydro-2-thioxo-1h-benzimidazol-1-yl)-1-piperidinyl)-1-(4-fluorophenyl)-1- butanone|4'-Fluoro-4-(4-(2-thioxo-1-benzimidazolinyl)piperidino)butyrophenone|Dd 3480|Timiperonum|Timiperone	626DQ7N19L
N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	7288842	DROXIDOPA	24A0V01WKS|J7A92W69L7
FC1=CC=C(C=C1)C(=O)CCCN2CCC(=CC2)N3C(=O)NC4=C3C=CC=C4	7288866	DROPERIDOL	O9U0F09D5X
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br	7288935	Imagent bp|La 11063|Pfob|1-Bromoheptadecafluorooctane|Perflubron emulsion|Oxygent|Perfluorooctylbromide|Af0144|Perflubron|L 1913|Imagent gi|Octane, 1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-|Perfluorooctyl bromide|La11063|Perfluoroctylbromide|Perflubronum|L-1913	Q1D0Q7R4D9
FC(F)OC(F)(F)C(F)Cl	7288980	ENFLURANE	91I69L5AY5
NC(=O)C1=C(Cl)C=C(C=C1)[N+]([O-])=O	7289410	Aklomida|2-Chloro-4-nitrobenzamide|Aklomidum|Aklomide	B0E341RA20
NC1=NC(Cl)=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F	7289608	CLOFARABINE	762RDY0Y2H
O=C(CCC1CCN(CC2=CC=CC=C2)CC1)C3=CC4=C(CCCCN4)C=C3	7290127	Zanapezilum|Zanapezil|Zanapezil fumarate	0A0800O89N
OCCOCCN1CCN(CC1)C2=NC3=C(SC4=C2C=CC=C4)C=CC=C3	7290698	QUETIAPINE FUMARATE|QUETIAPINE (QUETIAPINE FUMARATE)	BGL0JSY5SI
OC(=O)C1=CC=C(C=C1)N2N=C(N=C2C3=CC=CC=C3O)C4=CC=CC=C4O	7290754	DEFERASIROX	V8G4MOF2V9
OC(=O)C(CC1=CC(=O)NC2=C1C=CC=C2)NC(=O)C3=CC=C(Cl)C=C3	7290898	Opc 12759|Rebamipida|Mucosta|Opc-12759|Rebamipidum|Rebamipide, (+)-isomer|2-(4-Chlorobenzoylamino)-3-(2(1h)-quinolinon-4-yl)propionic acid|Rebamipide, (-)-isomer|Rebamipide|2-(4-Chlorobenzoylamino)-3-(2(1h)-quinolinon-4-yl)propionic acid, dl-	LR583V32ZR
OC1=CC=C(OCC2=CC=CC=C2)C=C1	7291025	MONOBENZONE	9L2KA76MG5
OCCN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I	7291192	IOVERSOL	N3RIB7X24K
OC1=C(C2CC(CC3=C2C=CC=C3)C4=CC=C(C=C4)C5=CC=C(Br)C=C5)C(=O)SC6=C1C=CC=C6	7291214	2H-1-benzothiopyran-2-one, 3-(3-(4'-bromo(1,1'-biphenyl)-4-yl)-1,2,3,4-tetrahydro-1-naphthalenyl)-4-hydroxy-|Difethiarol|Lm-2219|Lm 2219|Difethialone	754S760DSQ|G9O3YAS31K
OC1=CC(=CC=C1)C2=C3NC(C=C3)=C(C4=NC(C=C4)=C(C5=CC=C(N5)C(=C6CCC2=N6)C7=CC(O)=CC=C7)C8=CC=CC(O)=C8)C9=CC=CC(O)=C9	7291269	Meso-tetrahydroxyphenylchlorin|M-thpc|5,10,15,20-Tetra(m-hydroxyphenyl)chlorin|Temoporfinum|5,10,15,20-Tetra(3-hydroxyphenyl)-chlorin|Quantanova brand of temoporfin|Meta(tetrahydroxyphenyl)chlorin|Temoporfin|Meso-tetra-(hydroxyphenyl)chlorin|Mthpc|Foscan	FU21S769PF
OC(=O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)C1=CC=CC=C1	7291277	BETIATIDE	9NV2SR34P8
Cl[Hg].OC1=CC=CC=C1.CC2(C)C3CCC2(C)C(=O)C3	7291578	Parachlorophenol camphorated	3DLC36A01X|N20HL7Q941
CCCCCC1=CC(O)=C(C2CC(C)=CCC2C(C)=C)C(O)=C1	7291650	CANNABIDIOL (CANNABIS SATIVA EXTRACT)	19GBJ60SN5
CC(O)=O.CNC[C@H](O)C1=CC(O)=C(O)C=C1	7291704	Epinephrine acetate|EPINEPHRINE ACETATE	M1NJX34RVJ
CO[C@H]1C[C@H](C)Cc2c(O)c(NC(=O)\C(C)=C\C=C/C(OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)cc(O)c2NCC=C	7291989	(17-(Allylamino)-17-demethoxygeldanamycin hydroquinone, hydrochloride)|Ipi 504|17-Allyl-aminogeldanamycin|Nsc-330507|Unii-928q33q049|((4E,6e,8s,9s,10e,12s,13r,14s,16r)-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo(16.3.1)docosa-4,6,10,18,21-pentaen-9-yl) carbamate|17-Allylamino-17-demethoxygeldanamycin hydroquinone hydrochloride|17-(Allylamino)-17-demethoxygeldanamycin|(4E,6z,9s,10e)-n-allyl-9-(carbamoyloxy)-13,20,22-trihydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3-oxo-2-azabicyclo(16.3.1)docosa-1(22),4,6,10,18,20-hexaen-19-aminium chloride|Ipi-504|Carbamic acid 19-allylamino-13-20-22-trihydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3-oxo-2-aza-bicyclo(16.3.1)docosa-1(21)4,6,10,18(22),19-hexaen-9-yl ester hydrochloride|2-Azabicyclo(16.3.1)docosa-1(22),4,6,10,18,20-hexaen-19-aminium, 9-((aminocarbonyl)oxy)-13,20,22-trihydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3-oxo-n-2-propenyl-, chloride, (4e,6z,9s,10e)-|Unii-bzf2zm0i5z|17-Aag	BZF2ZM0I5Z
N.N.Cl[Pt]Cl	7292087	CISPLATIN	Q20Q21Q62J
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)[C@@H](O)[C@H]3O)c2n1	7292286	TICAGRELOR	GLH0314RVC
O=c1c(cc(cn1-c1ccccc1)-c1ccccn1)-c1ccccc1C#N	7292300	PERAMPANEL	H821664NPK
COCc1c(F)c(F)c(COC(=O)C2C(\C=C\C)C2(C)C)c(F)c1F	7292323	Metofluthrin [iso]|Metofluthrin|(2,3,5,6-Tetrafluoro-4-methoxymethylphenyl)methyl-2,2-dimethyl-3-(1-propenyl)cyclopropanecarboxylate	0Y4ZT48L5W|160DO2M6FH|NDL6B6EY2M|P60KZ5YCLE
NS(=O)(=O)c1ccc(cc1)-n1nc(cc1-c1ccc(F)cc1)C(F)(F)F	7292352	MAVACOXIB	YFT7X7SR77
CC[N+](C)(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C2=CC=CC=C2	7292402	Diethyllachesine iodide|Bromure de methylbenactyzium|Methylbenactyzium bromide|Diethyllachesine|Methylbenactyzii bromidum|Diethyllachesine bromide|Ethanaminium, n,n-diethyl-2-((hydroxydiphenylacetyl)oxy)-n-methyl-|Filcilin|(2-Benziloyloxyethyl)diethylmethylammonium iodide|Benactyzine methobromide|Bromuro de metilbenacticio|2-Diethylaminoethyldiphenylglycolate methylbromide	38C3R34UK2
CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2	7292412	PHENOXYBENZAMINE HYDROCHLORIDE	0TTZ664R7Z
CN1C=C(OCC(O)CNC(C)(C)C)C2=C(C=CC=C2)C1=O	7292424	4-(3(Tert-butylamino)-2-hydroxypropoxy)-n-methylisocarbostyril|N 696|Tilisolol|Tilisololum|Tilisolol hydrochloride|Selecal|1(2H)-isoquinolinone, 4-(3-((1,1-dimethylethyl)amino)-2-hydroxypropoxy)-2-methyl-|N-696|TILISOLOL	QUF41MF56G
COC(=O)CCC(=O)CN	7292457	METHYL AMINOLEVULINATE HYDROCHLORIDE|METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)	585NM85KYM
N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O	7292462	MELPHALAN|MELPHALAN (MELPHALAN HYDROCHLORIDE)	Q41OR9510P
C[N+]1=C2C=C(N)C=CC2=CC3=C1C=C(N)C=C3	7292489	ACRIFLAVINE|ACRIFLAVINIUM CHLORIDE	1T3A50395T|1S73VW819C
[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)CCC3=C)[C@H](C)\C=C\[C@H](C)C(C)C	7292521	ERGOCALCIFEROL|PHYTOMENADIONE|VITAMIN D2	VS041H42XC
CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C2=CC=CC=C2	7292593	MILNACIPRAN HYDROCHLORIDE	ES1O38J3C4|G56VK1HF36
