UNII	MarketingStatus	ProductCategory	MarketDate	InitialYearApproval	ActiveCode	ApprovalAppId	Equiv NDC	NDC	Route	ActiveMoietyName	GenericProductName	URL	Indications	Comment
T42NAD2KHC	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2014-08-30		ACTIB			60270-854		"MAGNESIUM GLUCONATE"	"C-M-P-K"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=111d0024-8b84-4475-b585-0657a4207a2a	For use as an aid in the treatment of hypocalcemia (parturient paresis, milk fever), hypomagnesemia (grass tetany), and other conditions associated with calcium, magnesium, phosphorus and potassium deficiencies in cattle.	
LX22YL083G	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2014-08-30		ACTIB			60270-854		"DEXTROSE MONOHYDRATE"	"C-M-P-K"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=111d0024-8b84-4475-b585-0657a4207a2a	For use as an aid in the treatment of hypocalcemia (parturient paresis, milk fever), hypomagnesemia (grass tetany), and other conditions associated with calcium, magnesium, phosphorus and potassium deficiencies in cattle.	
K21NZZ5Y0B	NADA	PRESCRIPTION ANIMAL DRUG LABEL	1987-01-01		ACTIB	NADA141400		55037-312		"AIR"	"AIR"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=26a9a77f-f1c2-4746-8a50-314ca077115f		
7S5I7G3JQL	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2012-12-01		ACTIB	ANADA200456		54925-067		"DEXAMETHASONE"	"DEXAMETHASONE SOLUTION"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=64e94dba-1f78-47e3-aad5-d637d30148c9		
4T6H12BN9U	unapproved drug other	OTC ANIMAL DRUG LABEL	2007-05-14		ACTIB			17033-084		"PETROLATUM"	"A PALATABLE FORMULA FOR THE ELIMINATION AND PREVENTION OF HAIR BALLS IN CATS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00b424ae-ade6-49f3-b155-ee36a17d4844		
22P8DKP670	unapproved drug other	OTC ANIMAL DRUG LABEL	2007-05-14		ACTIB			17033-084		"BARLEY MALT SYRUP"	"A PALATABLE FORMULA FOR THE ELIMINATION AND PREVENTION OF HAIR BALLS IN CATS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00b424ae-ade6-49f3-b155-ee36a17d4844		
BBL281NWFG	unapproved drug other	OTC ANIMAL DRUG LABEL	2007-05-14		ACTIB			17033-084		"COD LIVER OIL"	"A PALATABLE FORMULA FOR THE ELIMINATION AND PREVENTION OF HAIR BALLS IN CATS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00b424ae-ade6-49f3-b155-ee36a17d4844		
451W47IQ8X	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-08-28		ACTIB			86027-001		"SODIUM CHLORIDE"	"SODIUM CHLORIDE AND MALACHITE GREEN"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a8da5814-9a86-48b2-8f2b-e985b0948ca1		
12058M7ORO	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-08-28		ACTIB			86027-001		"MALACHITE GREEN"	"SODIUM CHLORIDE AND MALACHITE GREEN"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a8da5814-9a86-48b2-8f2b-e985b0948ca1		
ND2M416302	unapproved drug other	OTC ANIMAL DRUG LABEL	2010-05-01		ACTIB			13985-330		"ISOPROPYL ALCOHOL"	"ISOPROPYL ALCOHOL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e111d4a8-8e19-4672-9b42-82f045ed3232		
1O6C93RI7Z	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2008-04-01		ACTIB			54925-064		"DEXPANTHENOL"	"DEXPANTHENOL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a6d5c3fb-2e99-4e02-9442-af8ff63e22e9		
03J5ZE7KA5	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2008-04-01		ACTIB			54925-063		"ATROPINE SULFATE"	"ATROPINE SULFATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ddc88c43-44d2-4ad4-982f-96e2322b315c		
ND2M416302	unapproved drug other	OTC ANIMAL DRUG LABEL	2010-01-01		ACTIB			58305-032		"ISOPROPYL ALCOHOL"	"ISOPROPYL ALCOHOL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=688b7c6d-5aa3-4875-b977-b61af00f7a55		
ND2M416302	unapproved drug other	OTC ANIMAL DRUG LABEL	2010-01-01		ACTIB			30798-465		"ISOPROPYL ALCOHOL"	"ISOPROPYL ALCOHOL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=802109d8-28e4-41d6-84f3-5bb4ff22508b		
ND2M416302	unapproved drug other	OTC ANIMAL DRUG LABEL	2010-01-01		ACTIB			30798-467		"ISOPROPYL ALCOHOL"	"ISOPROPYL ALCOHOL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e797de00-318f-468c-97d6-e67d211ad3bb		
BBX060AN9V	unapproved drug other	OTC ANIMAL DRUG LABEL	2007-08-01		ACTIB			48106-1136		"HYDROGEN PEROXIDE"	"HYDROGEN PEROXIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ba83a429-ee6a-499d-a2d8-a47899fc39a3		
9679TC07X4	unapproved drug other	OTC ANIMAL DRUG LABEL	2007-08-01		ACTIB			48106-1102		"IODINE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c636c025-2309-4d28-af1f-18a682f249fe		
BBX060AN9V	unapproved drug other	OTC ANIMAL DRUG LABEL	2007-08-01		ACTIB			48106-1137		"HYDROGEN PEROXIDE"	"HYDROGEN PEROXIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2465233-8219-45cb-a534-7607d1ea397a		
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1996-05-01		ACTIM	ANADA200183		50989-460		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=067aff1c-0876-414d-8aa4-7b214f4d5a8e		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1996-05-01		ACTIM	ANADA200183		50989-460		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=067aff1c-0876-414d-8aa4-7b214f4d5a8e		
9679TC07X4	unapproved drug other	OTC ANIMAL DRUG LABEL	2007-08-01		ACTIB			48106-1100		"IODINE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=19e58d77-66d5-494d-8b20-1bfddc823c40		
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1996-05-01		ACTIM	ANADA200183		13985-023		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54496b80-0fe8-4d50-90cc-f58049b6e68e		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1996-05-01		ACTIM	ANADA200183		13985-023		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54496b80-0fe8-4d50-90cc-f58049b6e68e		
9679TC07X4	unapproved drug other	OTC ANIMAL DRUG LABEL	2007-08-01		ACTIB			48106-1103		"IODINE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e4d84a5-e6c1-439a-91a5-841da088803a		
9679TC07X4	unapproved drug other	OTC ANIMAL DRUG LABEL	2007-08-01		ACTIB			48106-1108		"IODINE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ccb2060-2b8b-494b-bb71-3e515164518c		
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1996-05-01		ACTIM	ANADA200183		57319-553		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=affc0da3-615b-4a70-b458-144ccc1e3b63		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1996-05-01		ACTIM	ANADA200183		57319-553		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=affc0da3-615b-4a70-b458-144ccc1e3b63		
9679TC07X4	unapproved drug other	OTC ANIMAL DRUG LABEL	2007-08-01		ACTIB			48106-1101		"IODINE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8a2c488-f037-4363-bf74-cbe896a81e00		
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1999-04-01		ACTIM	ANADA200188		57319-551		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31fa55c4-00bf-480b-8922-5e0262e228ad		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1999-04-01		ACTIM	ANADA200188		57319-551		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31fa55c4-00bf-480b-8922-5e0262e228ad		
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1999-04-01		ACTIM	ANADA200188		50989-461		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c8e9471a-f174-42a4-871d-ccbc68c072c7		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1999-04-01		ACTIM	ANADA200188		50989-461		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c8e9471a-f174-42a4-871d-ccbc68c072c7		
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1999-04-01		ACTIM	ANADA200188		13985-007		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=20643ffe-f4dc-4413-b71c-cb5eea70018a		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1999-04-01		ACTIM	ANADA200188		13985-007		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=20643ffe-f4dc-4413-b71c-cb5eea70018a		
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1996-05-01		ACTIM	ANADA200183		11695-4831		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=72eb896c-840d-49b9-a25e-07166c9cb728		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1996-05-01		ACTIM	ANADA200183		11695-4831		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=72eb896c-840d-49b9-a25e-07166c9cb728		
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1999-04-01		ACTIM	ANADA200188		11695-4832		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a36457c1-6ace-456f-9438-228a6daf2542		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	1999-04-01		ACTIM	ANADA200188		11695-4832		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE WITH BETAMETHASONE VALERATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a36457c1-6ace-456f-9438-228a6daf2542		
8883YP2R6D	ANADA	OTC ANIMAL DRUG LABEL	2012-09-27		ACTIB	ANADA200390		57561-049		"IVERMECTIN"	"IVERMECTIN"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6dca4a10-8320-4cba-9b17-a401fc8b28e7		
8883YP2R6D	ANADA	OTC ANIMAL DRUG LABEL	2006-12-01		ACTIB	ANADA200299		57561-019		"IVERMECTIN"	"IVERMECTIN POUR-ON"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=996ff573-7fac-4a1d-8d63-a25f7c241dee		
4T6H12BN9U	UNAPPROVED DRUG OTHER	OTC ANIMAL DRUG LABEL	2013-09-16		ACTIB			17033-211		"PETROLATUM"	"PETROLATUM"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30c57fae-a254-4d65-8d78-74077b49d8b2		
G538EBV4VF	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-10-01		ACTIB			48106-1311		"SODIUM CHLORITE"	"SODIUM CHLORITE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3b9436db-2fb7-44df-a413-8551b1e74f0e		
33X04XA5AT	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-10-01		ACTIB			48106-1312		"LACTIC ACID"	"LACTIC ACID"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8a3ebea4-ebda-4f79-b23e-5f7e7e385879		
33X04XA5AT	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-10-01		ACTIB			48106-1314		"LACTIC ACID"	"LACTIC ACID"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9505ec6e-7dfd-4612-9ae3-d3b8528d9b0f		
33X04XA5AT	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-10-01		ACTIB			48106-1313		"LACTIC ACID"	"LACTIC ACID"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc4a11be-96e9-4828-8b5c-026c48ecf1be		
ND2M416302	unapproved drug other	OTC ANIMAL DRUG LABEL	2010-01-01		ACTIB			57561-032		"ISOPROPYL ALCOHOL"	"ISOPROPYL ALCOHOL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa3ee098-5a6e-4a19-9fc5-be6f8ddec999		
VW4H1CYW1K	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2012-10-08		ACTIB	ANADA200196		13985-008		"MICONAZOLE NITRATE"	"MICONAZOLE NITRATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=24803c9b-42e8-4ce8-b9f6-868a46355fb7		
VW4H1CYW1K	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2012-10-08		ACTIB	ANADA200196		57319-552		"MICONAZOLE NITRATE"	"MICONAZOLE NITRATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bfd18b58-9391-4b61-8acd-683e9d826a6d		
VW4H1CYW1K	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2012-10-08		ACTIB	ANADA200196		50989-396		"MICONAZOLE NITRATE"	"MICONAZOLE NITRATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fb896386-9a9f-4337-a2c5-e099b909e38a		
VW4H1CYW1K	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2012-10-08		ACTIB	ANADA200196		11695-4834		"MICONAZOLE NITRATE"	"MICONAZOLE NITRATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=357fca24-e325-4f37-bcc3-5e839773a9ea		
VW4H1CYW1K	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2012-10-08		ACTIB	ANADA200196		11695-4833		"MICONAZOLE NITRATE"	"MICONAZOLE NITRATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=64a89c91-f1ce-44d4-95d0-f07c1c744f43		
ND2M416302	unapproved drug other	OTC ANIMAL DRUG LABEL	2010-01-01		ACTIB			57561-033		"ISOPROPYL ALCOHOL"	"ISOPROPYL ALCOHOL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e481395-957c-4070-956a-7fe8195170b6		
ND2M416302	unapproved drug other	OTC ANIMAL DRUG LABEL	2010-01-01		ACTIB			13985-012		"ISOPROPYL ALCOHOL"	"ISOPROPYL ALCOHOL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f3e392e6-5a92-4852-9a12-54c1c2b20330	Pre-diluted solution for use by veterinarians and artificial inseminators as a bactericide, antiseptic disinfectant and rubefacient.	
9679TC07X4	unapproved drug other	OTC ANIMAL DRUG LABEL	2011-12-12		ACTIB			58305-031		"IODINE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=48c1834c-5d23-47aa-b761-b8f5f883f480	For topical application on the skin of cattle, horses, sheep, swine and dogs to disinfect superficial wounds, cuts, abrasions, insect bites and minor bruises.	
1C4QK22F9J	unapproved drug other	OTC ANIMAL DRUG LABEL	2011-12-12		ACTIB			58305-031		"POTASSIUM IODIDE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=48c1834c-5d23-47aa-b761-b8f5f883f480	For topical application on the skin of cattle, horses, sheep, swine and dogs to disinfect superficial wounds, cuts, abrasions, insect bites and minor bruises.	
ND2M416302	unapproved drug other	OTC ANIMAL DRUG LABEL	2011-12-12		ACTIB			58305-031		"ISOPROPYL ALCOHOL"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=48c1834c-5d23-47aa-b761-b8f5f883f480	For topical application on the skin of cattle, horses, sheep, swine and dogs to disinfect superficial wounds, cuts, abrasions, insect bites and minor bruises.	
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIM	ANADA200229		50989-462		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c981fc6-ef11-42c1-ab39-0e6a6f3364df		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIM	ANADA200229		50989-462		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c981fc6-ef11-42c1-ab39-0e6a6f3364df		
G07GZ97H65	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIB	ANADA200229		50989-462		"CLOTRIMAZOLE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c981fc6-ef11-42c1-ab39-0e6a6f3364df		
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIM	ANADA200229		57319-547		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3f7b8e7f-e846-479f-ad20-7b146e16f86f		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIM	ANADA200229		57319-547		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3f7b8e7f-e846-479f-ad20-7b146e16f86f		
G07GZ97H65	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIB	ANADA200229		57319-547		"CLOTRIMAZOLE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3f7b8e7f-e846-479f-ad20-7b146e16f86f		
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIM	ANADA200229		11695-4835		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=746f44d7-f0f3-42c8-aeac-91e196dc9c69		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIM	ANADA200229		11695-4835		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=746f44d7-f0f3-42c8-aeac-91e196dc9c69		
G07GZ97H65	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIB	ANADA200229		11695-4835		"CLOTRIMAZOLE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=746f44d7-f0f3-42c8-aeac-91e196dc9c69		
8X7386QRLV	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIM	ANADA200229		13985-006		"GENTAMICIN SULFATE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ff110754-cbc9-413d-a920-8bb3c455f8ae		
9IFA5XM7R2	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIM	ANADA200229		13985-006		"BETAMETHASONE VALERATE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ff110754-cbc9-413d-a920-8bb3c455f8ae		
G07GZ97H65	ANADA	PRESCRIPTION ANIMAL DRUG LABEL	2001-01-01		ACTIB	ANADA200229		13985-006		"CLOTRIMAZOLE"	"GENTAMICIN SULFATE, BETAMETHASONE VALERATE,  AND CLOTRIMAZOLE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ff110754-cbc9-413d-a920-8bb3c455f8ae		
9679TC07X4	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-10-01		ACTIB			86000-0006		"IODINE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8162cedb-7326-4e5d-86a5-9140d4a5e5a6		
9679TC07X4	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-10-01		ACTIB			86000-0007		"IODINE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=82bea09d-29b4-49ea-9919-3dd1c96be5b2		
9679TC07X4	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-10-01		ACTIB			86000-0008		"IODINE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c9886be6-db5d-4aca-81d1-4d5b6bd75f96		
PDC6A3C0OX	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-10-01		ACTIB			86000-0005		"GLYCERIN"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cacd8e1a-0870-4981-b063-fc5a72aaae49		
9679TC07X4	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-10-01		ACTIB			86000-0005		"IODINE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cacd8e1a-0870-4981-b063-fc5a72aaae49		
9679TC07X4	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-10-01		ACTIB			86000-0004		"IODINE"	"IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e93de3c2-08bc-415b-b766-89aba18dfc4c		
89DS0H96TB	unapproved drug other	OTC ANIMAL DRUG LABEL	1964-01-01		ACTIM			15878-214		"ZINC SULFATE"	"ZINC SULFATE, SODIUM LAURYL SULFATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=086d5be5-ac70-1f92-2044-5b91e0703d2a		
368GB5141J	unapproved drug other	OTC ANIMAL DRUG LABEL	1964-01-01		ACTIB			15878-214		"SODIUM LAURYL SULFATE"	"ZINC SULFATE, SODIUM LAURYL SULFATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=086d5be5-ac70-1f92-2044-5b91e0703d2a		
PF5DZW74VN	unapproved drug other	OTC ANIMAL DRUG LABEL	1964-01-01		ACTIM			15878-311		"CALCIUM HYDROXIDE"	"CALCIUM HYDROXIDE, SODIUM HYDROXIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=863ecf38-8cca-9d38-75b8-501c824bfdb7		
55X04QC32I	unapproved drug other	OTC ANIMAL DRUG LABEL	1964-01-01		ACTIB			15878-311		"SODIUM HYDROXIDE"	"CALCIUM HYDROXIDE, SODIUM HYDROXIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=863ecf38-8cca-9d38-75b8-501c824bfdb7		
12H3K5QKN9	unapproved drug other	OTC ANIMAL DRUG LABEL	2014-06-06		ACTIB			11695-1229		"POTASSIUM GLUCONATE"	"POTASSIUM GLUCONATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=66853766-f3a2-42ef-91e2-033a31caf0e7		
BDF1O1C72E	NADA	PRESCRIPTION ANIMAL DRUG LABEL	1998-10-01		ACTIB	NADA140810		50989-383		"NYSTATIN"	"NYSTATIN, NEOMYCIN SULFATE, THIOSTREPTON AND TRIAMCINOLONE ACETONIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43125c05-5479-4b36-aa4d-64aea7591f56		
057Y626693	NADA	PRESCRIPTION ANIMAL DRUG LABEL	1998-10-01		ACTIM	NADA140810		50989-383		"NEOMYCIN SULFATE"	"NYSTATIN, NEOMYCIN SULFATE, THIOSTREPTON AND TRIAMCINOLONE ACETONIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43125c05-5479-4b36-aa4d-64aea7591f56		
HR4S203Y18	NADA	PRESCRIPTION ANIMAL DRUG LABEL	1998-10-01		ACTIB	NADA140810		50989-383		"THIOSTREPTON"	"NYSTATIN, NEOMYCIN SULFATE, THIOSTREPTON AND TRIAMCINOLONE ACETONIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43125c05-5479-4b36-aa4d-64aea7591f56		
F446C597KA	NADA	PRESCRIPTION ANIMAL DRUG LABEL	1998-10-01		ACTIB	NADA140810		50989-383		"TRIAMCINOLONE ACETONIDE"	"NYSTATIN, NEOMYCIN SULFATE, THIOSTREPTON AND TRIAMCINOLONE ACETONIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43125c05-5479-4b36-aa4d-64aea7591f56		
