UNII	Approval_Year	Date	Date_Method	App_Type	App_No	Sponsor	Product	Url	active	Comment
1Y17CTI5SR	1982	10/28/1982	Drugs@FDA	NDA	018781	LILLY	HUMULIN N	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018781	true	018781/001
M4AS4XGD4Q	2012	09/12/2012	Drugs@FDA	NDA	203155	MCPRF	CHOLINE C-11	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203155	true	203155/001
7QID3E7BG7	1944	07/31/1944	Drugs@FDA	NDA	005545	ABBVIE	DICUMAROL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005545	true	005545/005
41X3PWK4O2	2000	12/22/2000	Drugs@FDA	NDA	021204	NOVARTIS	STARLIX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021204	true	021204/002
690G0D6V8H	1970	02/19/1970	Drugs@FDA	NDA	016812	PAR STERILE PRODUCTS	KETALAR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016812	true	016812/003
436O5HM03C	1946	04/12/1946	Drugs@FDA	NDA	005929	BAUSCH	D.H.E. 45	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005929	true	005929/001
Q26TX1UD0W	1951	08/20/1951	OB NME Appendix 1950-1985	NDA	008114	SCHERING	PRANTAL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008114	true	008114/004
BDO5072GRX	1996	10/28/1996	Drugs@FDA	BLA	103608	CYTOGEN	PROSTASCINT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103608	true	103608/001
J4T82NDH7E	2004	11/18/2004	Drugs@FDA	NDA	021743	OSI PHARMS	TARCEVA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021743	true	021743/003
1X0094V6JV	1990	02/13/1990	Drugs@FDA	NDA	019886	GD SEARLE LLC	SYNAREL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019886	true	019886/001
N3PA6559FT	2001	02/20/2001	Drugs@FDA	NDA	021153	ASTRAZENECA PHARMS	NEXIUM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021153	true	021153/002
5QB0T2IUN0	1983	12/09/1983	Drugs@FDA	NDA	018685	SANOFI AVENTIS US	GAVISCON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018685	true	018685/002
0J48LPH2TH	1959	02/12/1959	Drugs@FDA	NDA	011793	NOVARTIS	ESIDRIX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011793	true	011793/009
52CMI0WC3Y	2016	05/18/2016	Drugs@FDA	BLA	761034	GENENTECH INC	TECENTRIQ	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761034	true	761034/001
4F05V145YR	1969	10/24/1969	Drugs@FDA	NDA	013731	GE HEALTHCARE	BILOPAQUE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013731	true	013731/001
QFP0P1DV7Z	2006	10/16/2006	Drugs@FDA	NDA	021995	MERCK SHARP DOHME	JANUVIA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021995	true	021995/003
3B744AG22N	1988	12/30/1988	Drugs@FDA	NDA	019829	GE HEALTHCARE	CERETEC	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019829	true	019829/001
YI7VU623SF	1989	10/02/1989	Drugs@FDA	NDA	019627	FRESENIUS KABI USA	DIPRIVAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019627	true	019627/002
SHS4PU80D9	2014	01/31/2014	Drugs@FDA	NDA	205677	VANDA PHARMS INC	HETLIOZ	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205677	true	205677/001
RA33EAC7KY	1976	03/16/1976	Drugs@FDA	NDA	017604	XSPIRE PHARMA	NALFON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017604	true	017604/004
M312JJ6Z32	1994	06/02/1994	Drugs@FDA	NDA	020314	CURIUM	OCTREOSCAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020314	true	020314/001
B1GGH4ZUZL	1923	12/31/1923	https://archive.org/details/newnonofficialre39coun						false	 (1923) 
82VFR53I78	2002	11/15/2002	Drugs@FDA	NDA	021436	OTSUKA	ABILIFY	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021436	true	021436/006
P6708E7555	1973	05/07/1973	Drugs@FDA	NDA	017098	MALLINCKRODT	SELENOMETHIONINE SE 75	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017098	true	017098/001
08J2K08A3Y	1953	12/31/1953	DeHaen 1940-1975 NMEs			Pfizer	Neodrol		false	Neodrol (1953) Pfizer
Q40Q9N063P	1960	05/17/1960	Drugs@FDA	NDA	012179	HI TECH PHARMA	VOSOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012179	true	012179/001
E3B2GI648A	2011	06/15/2011	Drugs@FDA	BLA	125288	BRISTOL MYERS SQUIBB	NULOJIX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125288	true	125288/001
I4744080IR	1930	12/31/1930	Drugs@FDA	ANDA	083246	OAK PHARMS	NEMBUTAL SODIUM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=083246	true	083246/001
53QOG569E0	1973	07/31/1973	Drugs@FDA	NDA	016402	BOEHRINGER INGELHEIM	ALUPENT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016402	true	016402/001
Q30VCC064M	[Approval Date Uncertain] 1975	07/30/1975	PREDICTED	NDA	017415	PARKE DAVIS	CENTRAX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017415	true	017415/001
21807M87J2	1956	03/13/1956	OB NME Appendix 1950-1985	NDA	010347	BRISTOL MYERS SQUIBB	DELALUTIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010347	true	010347/002
1ULL0QJ8UC	2014	01/08/2014	Drugs@FDA	NDA	202293	ASTRAZENECA AB	FARXIGA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202293	true	202293/002
6702D36OG5	1998	04/17/1998	Drugs@FDA	NDA	020819	ABBVIE	ZEMPLAR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020819	true	020819/003
QX3KXL1ZA2	1998	02/10/1998	Drugs@FDA	NDA	020763	GLAXOSMITHKLINE LLC	AMERGE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020763	true	020763/002
6EW75241VU	1973	10/02/1973	Drugs@FDA	NDA	017243	CURIUM	ULTRA-TECHNEKOW FM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017243	true	017243/003
D933668QVX	2000	06/07/2000	Drugs@FDA	NDA	020986	NOVO NORDISK INC	NOVOLOG FLEXTOUCH	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020986	true	020986/005
15XQ8043FN	1941	12/31/1941	DeHaen 1940-1975 NMEs			Lederle	Sulfaguanidine		false	Sulfaguanidine (1941) Lederle
8IHI69PQTC	2013	03/13/2013	Drugs@FDA	NDA	202207	CARDINAL HEALTH 414	LYMPHOSEEK KIT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202207	true	202207/001
57Y76R9ATQ	1976	03/11/1976	Drugs@FDA	NDA	017581	ATNAHS PHARMA US	NAPROSYN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017581	true	017581/004
L1M1U2HC31	1997	11/06/1997	Drugs@FDA	NDA	020695	OTSUKA	RAXAR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020695	true	020695/003
DQ8HHP07GL	1945	12/31/1945	DeHaen 1940-1975 NMEs			Flint	Chotbyn clihydrogen cit.		false	Chotbyn clihydrogen cit. (1945) Flint
R5H8897N95	1984	03/01/1984	OB NME Appendix 1950-1985	NDA	018686	SCHERING	NORMODYNE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018686	true	018686/001
ENR1LLB0FP	1978	02/21/1978	Drugs@FDA	NDA	017922	FERRING PHARMS INC	DDAVP (NEEDS NO REFRIGERATION)	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017922	true	017922/003
SI86V6QNEG	1974	11/27/1974	Drugs@FDA	NDA	017556	SUN PHARM INDS INC	HALOG	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017556	true	017556/001
X84U53950P	1947	12/31/1947	DeHaen 1940-1975 NMEs			Reed & Camrick	Meprane Dipropionate		false	Meprane Dipropionate (1947) Reed & Camrick
5G117T0TJZ	1950	12/31/1950	DeHaen 1940-1975 NMEs			Lloyd Bros. (Hoechst-Roussel)	Khelloyd		false	Khelloyd (1950) Lloyd Bros. (Hoechst-Roussel)
5Y9QQM372Q	1975	08/22/1975	Drugs@FDA	NDA	017646	SERONO	PERGONAL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017646	true	017646/002
16O34995MB	1968	05/24/1968	Drugs@FDA	NDA	016666	MALLINCKRODT	HIPPURAN I 131	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016666	true	016666/001
70JE2N95KR	2005	06/15/2005	Drugs@FDA	NDA	021821	PF PRISM CV	TYGACIL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021821	true	021821/001
8H8Z5UER66	1970	04/06/1970	Drugs@FDA	NDA	016860	NOVEN THERAP	ESKALITH	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016860	true	016860/001
543567RFQQ	1953	07/22/1953	Drugs@FDA	NDA	008951	LILLY	PAGITANE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008951	true	008951/002
I5I8VB78VT	2018	05/17/2018	Drugs@FDA	BLA	761077	AMGEN INC	AIMOVIG	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761077	true	761077/001
91X1KLU43E	2009	04/24/2009	Drugs@FDA	BLA	125289	CENTOCOR ORTHO BIOTECH INC	SIMPONI	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125289	true	125289/001
B72HH48FLU	1998	08/24/1998	Drugs@FDA	BLA	103772	CENTOCOR INC	REMICADE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103772	true	103772/001
242Z0PM79Y	1960	12/05/1960	Drugs@FDA	NDA	012382	WEST-WARD PHARMS INT	LARGON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012382	true	012382/002
0J9L7J6V8C	2005	08/19/2005	Drugs@FDA	NDA	021862	NOVARTIS PHARMS CORP	NEVANAC	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021862	true	021862/001
8OEC3RA07X	1958	12/31/1958	DeHaen 1940-1975 NMEs			Lilly	Delvex		false	Delvex (1958) Lilly
21925K482H	1959	04/09/1959	Drugs@FDA	NDA	011792	MYLAN SPECIALITY LP	SOMA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011792	true	011792/004
R02XOT8V8I	2018	08/20/2018	Drugs@FDA	NDA	207223	BIOCODEX SA	DIACOMIT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207223	true	207223/002
M5681Q5F9P	2009	08/03/2009	Drugs@FDA	NDA	022363	KOWA CO	LIVALO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022363	true	022363/003
0T2EF4JQTU	1993	09/17/1993	Drugs@FDA	NDA	019650	FOREST LABS	FLUMADINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019650	true	019650/001
UYE4T5I70X	2009	01/30/2009	Drugs@FDA	NDA	022287	TAKEDA PHARMS USA	DEXILANT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022287	true	022287/002
28725X3PV8	1947	12/31/1947	DeHaen 1940-1975 NMEs			Hoffmann-La Roche	Thephorin		false	Thephorin (1947) Hoffmann-La Roche
3214M86B2N	1955	07/05/1955	OB NME Appendix 1950-1993	NDA	009394	Kasdenol	Kasdenol		false	009394 Kasdenol (1955) Kasdenol
1C6V77QF41	2000	05/18/2000	Drugs@FDA	NDA	021163	SANDOZ INC	INFUVITE ADULT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021163	true	021163/001
PF9462I9HX	2018	11/26/2018	Drugs@FDA	NDA	211710	BAYER HEALTHCARE	VITRAKVI	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211710	true	211710/001
SLF0D9077S	1950	12/31/1950	Drugs@FDA	ANDA	060869	PROTER	OXYTETRACYCLINE HYDROCHLORIDE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=060869	true	060869/001
0199MV609F	1992	11/16/1992	Drugs@FDA	NDA	020131	BRACCO	PROHANCE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020131	true	020131/001
41UD74L59M	2013	07/12/2013	Drugs@FDA	NDA	201292	BOEHRINGER INGELHEIM	GILOTRIF	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201292	true	201292/003
AB6MNQ6J6L	1971	11/16/1971	Drugs@FDA	ANDA	080516	ELKINS SINN	SODIUM SUCCINATE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=080516	true	080516/001
P7WI8UL647	2001	08/10/2001	Drugs@FDA	NDA	020920	SCIOS LLC	NATRECOR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020920	true	020920/001
58TLO7I2HN	1949	12/31/1949	DeHaen 1940-1975 NMEs			Wyeth	Thiomerin		false	Thiomerin (1951) Wyeth
2BD5112J0I	1956	12/31/1956	DeHaen 1940-1975 NMEs			Warner/Chilcott	Releasin		false	Releasin (1956) Warner/Chilcott
ELK3V90G6C	2003	01/30/2003	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125036	BLA	125036		Amevive	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125036	true	125036 Amevive (2003) 
H0DE420U8G	1958	02/12/1958	OB NME Appendix 1950-1993	NDA	011300	ORTHO MCNEIL PHARM	PARAFLEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011300	true	011300/003
G42ZU72N5G	1966	05/25/1966	Drugs@FDA	NDA	050435	PFIZER	GEOCILLIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050435	true	050435/001
3VHF2ZD92J	2019	04/09/2019	Drugs@FDA	BLA	761062	AMGEN INC	EVENITY	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761062	true	761062/001
S5Z3U87QHF	1940	12/31/1940	DeHaen 1940-1975 NMEs			Parke-Davis	Synkamin		false	Synkamin (1940) Parke-Davis
97HLQ82NGL	2014	06/20/2014	Drugs@FDA	NDA	205436	CUBIST PHARMS LLC	SIVEXTRO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205436	true	205436/001
90ENL74SIG	2017	03/21/2017	Drugs@FDA	NDA	207145	US WORLDMEDS LLC	XADAGO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207145	true	207145/002
9R3D3Y0UHS	2018	10/05/2018	Drugs@FDA	BLA	761092	LEADIANT BIOSCI INC	REVCOVI	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761092	true	761092/001
576O9IZ534	1980	06/12/1980	Drugs@FDA	NDA	018478	LILLY	REGULAR ILETIN II	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018478	true	018478/001
E4GA8884NN	1971	09/24/1971	Drugs@FDA	NDA	016822	B BRAUN	FREAMINE III 8.5% W/ ELECTROLYTES	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016822	true	016822/007
6LL60J9E0O	1960	11/29/1960	OB NME Appendix 1950-1993	NDA	012335	Ciba	Forhistal Maleate		false	012335 Forhistal Maleate (1960) Ciba
K27005NP0A	2007	10/16/2007	Drugs@FDA	NDA	022065	R-PHARM US LLC	IXEMPRA KIT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022065	true	022065/002
72W71I16EG	2003	12/10/2003	Drugs@FDA	NDA	021385	VALEANT LUXEMBOURG	ERTACZO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021385	true	021385/001
84F6U3J2R6	1993	01/08/1993	Drugs@FDA	NDA	020123	GE HEALTHCARE	OMNISCAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020123	true	020123/001
SE2KH7T06F	2013	02/22/2013	Drugs@FDA	BLA	125427	GENENTECH	KADCYLA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125427	true	125427/002
FEN504330V	1979	12/10/1979	Drugs@FDA	NDA	018063	US WORLDMEDS LLC	CORGARD	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018063	true	018063/005
TK8ERE8P56	2017	03/13/2017	Drugs@FDA	NDA	209092	NOVARTIS PHARMS CORP	KISQALI	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209092	true	209092/001
VZ8RRZ51VK	1975	06/11/1975	Drugs@FDA	NDA	050477	LILLY	NEBCIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050477	true	050477/005
F7K5MP217W	1991	01/17/1991	Drugs@FDA	NDA	019961	CHAPTER 7 TRUSTEE	GANITE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019961	true	019961/002
HC95205SY4	1979	05/02/1979	OB NME Appendix 1950-1993	NDA	018103	Smith Kline & French	Selacryn		false	018103 Selacryn (1979) Smith Kline & French
57DQA39DO2	1958	12/31/1958	DeHaen 1940-1975 NMEs			Abbott	Megimide		false	Megimide (1958) Abbott
89B59H32VN	[Approval Date Uncertain] 1973	08/04/1973	PREDICTED	NDA	050446	APOTHECON	CEFADYL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050446	true	050446/001
WK2XYI10QM	1974	09/19/1974	Drugs@FDA	NDA	017463	MCNEIL CONSUMER	MOTRIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017463	true	017463/005
WYQ7N0BPYC	1963	09/14/1963	Drugs@FDA	NDA	013601	APOTHECON	MUCOMYST	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013601	true	013601/002
F64QU97QCR	1974	01/15/1974	Drugs@FDA	NDA	017443	PAR STERILE PRODUCTS	DANTRIUM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017443	true	017443/003
49K58SMZ7U	1966	12/31/1966	DeHaen 1940-1975 NMEs			Unimed More	Serc		false	Serc (1966) Unimed More
0F5N573A2Y	1846	12/31/1846	https://catalog.hathitrust.org/Record/100782317						false	 (1846) 
K0U68Q2TXA	1950	07/03/1950	Drugs@FDA	NDA	007504	SANOFI AVENTIS US	ACTHAR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007504	true	007504/003
1CC1JFE158	1964	12/10/1964	Drugs@FDA	NDA	050682	RECORDATI RARE	COSMEGEN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050682	true	050682/001
EJ85341990	2017	11/02/2017	Drugs@FDA	NDA	207795	BAUSCH AND LOMB	VYZULTA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207795	true	207795/001
44YRR34555	1999	11/30/1999	Drugs@FDA	NDA	021035	UCB INC	KEPPRA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021035	true	021035/004
GNN1DV99GX	1970	12/04/1970	Drugs@FDA	NDA	019853	VALEANT PHARMS INTL	CUPRIMINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019853	true	019853/002
16CHD79MIX	1962	08/16/1962	Drugs@FDA	NDA	013295	LIEBEL-FLARSHEIM	CONRAY 43	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013295	true	013295/002
ND2M416302	2000	07/14/2000	Drugs@FDA	NDA	020832	BECTON DICKINSON CO	CHLORAPREP ONE-STEP	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020832	true	020832/008
X12LMJ1WYL	1953	12/31/1953	DeHaen 1940-1975 NMEs			Abbott	Sucaryl Calcium		false	Sucaryl Calcium (1953) Abbott
W486SJ5824	2003	11/25/2003	Drugs@FDA	NDA	021320	SPECIALITY EUROPEAN	PLENAXIS	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021320	true	021320/001
ER5I1W795A	1987	12/23/1987	Drugs@FDA	NDA	019530	B BRAUN	UCEPHAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019530	true	019530/001
7A260PBI3A	1947	12/31/1947	DeHaen 1940-1975 NMEs			"Hynson, Westcott & Dunning"	Dalyde		false	Dalyde (1947) "Hynson, Westcott & Dunning"
699121PHCA	1996	05/14/1996	Drugs@FDA	NDA	020449	SANOFI AVENTIS US	TAXOTERE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020449	true	020449/005
S61K3P7B2V	1947	12/31/1947	Drugs@FDA	NDA	021078	GLAXOSMITHKLINE	MALARONE PEDIATRIC	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021078	true	021078/002
L11651398J	[Approval Date Uncertain] 1959	08/06/1959	PREDICTED	NDA	006470	LILLY	CALCIUM GLUCEPTATE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006470	true	006470/001
U0JZ726775	2003	04/04/2003	Drugs@FDA	NDA	021271	VALEANT PHARMS NORTH	IPRIVASK	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021271	true	021271/001
971Z4W1S09	1990	12/21/1990	Drugs@FDA	NDA	019785	LANTHEUS MEDCL	MIRALUMA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019785	true	019785/003
PVI5M0M1GW	1991	02/20/1991	Drugs@FDA	BLA	103353	AMGEN	NEUPOGEN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103353	true	103353/004
JUT23379TN	1984	07/31/1984	Drugs@FDA	NDA	018700	SANOFI AVENTIS US	INOCOR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018700	true	018700/001
QUC7NX6WMB	1991	12/30/1991	Drugs@FDA	NDA	019839	PFIZER	ZOLOFT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019839	true	019839/005
KHS0AZ4JVK	1976	05/04/1976	Drugs@FDA	NDA	017534	ALLERGAN SALES LLC	FIORINAL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017534	true	017534/005
U4VJ29L7BQ	1954	12/03/1954	Drugs@FDA	NDA	009048	VALEANT PHARM INTL	OXSORALEN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009048	true	009048/002
B7IN85G1HY	1973	11/26/1973	OB NME Appendix 1950-1985	NDA	017434	PHARMACIA AND UPJOHN	PROSTIN F2 ALPHA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017434	true	017434/001
75O9XHA4TU	2000	02/23/2000	Drugs@FDA	NDA	021114	ALCON PHARMS LTD	BETAXON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021114	true	021114/001
NW1291F1W8	1990	11/02/1990	Drugs@FDA	NDA	019668	PFIZER	CARDURA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019668	true	019668/004
6C282481IP	2017	12/19/2017	Drugs@FDA	NDA	209806	MERCK SHARP DOHME	SEGLUROMET	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209806	true	209806/004
9842X06Q6M	1961	04/17/1961	Drugs@FDA	NDA	012657	SCHERING	CELESTONE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012657	true	012657/003
OL961R6O2C	1991	07/25/1991	Drugs@FDA	NDA	019834	ASTRAZENECA	PLENDIL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019834	true	019834/004
1D064NLD7G	1944	12/31/1944	DeHaen 1940-1975 NMEs			Smith Kline & French	Furmethide		false	Furmethide (1944) Smith Kline & French
TL60C27RLH	2014	02/24/2014	Drugs@FDA	BLA	125390	AEGERION	MYALEPT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125390	true	125390/001
94XZ1CC69D	1947	12/31/1947	DeHaen 1940-1975 NMEs			Parke-Davis	Metapin		false	Metapin (1947) Parke-Davis
KXG2PJ551I	2017	03/23/2017	Drugs@FDA	BLA	761049	EMD SERONO INC	BAVENCIO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761049	true	761049/001
59H4FCV1TF	1994	12/22/1994	Drugs@FDA	NDA	020152	BRISTOL MYERS SQUIBB	SERZONE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020152	true	020152/006
KE3U2023NP	1999	11/18/1999	Drugs@FDA	NDA	020744	CHIESI USA INC	CUROSURF	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020744	true	020744/001
ITX08688JL	1950	07/12/1950	Drugs@FDA	NDA	007529	LILLY	QUINIDINE GLUCONATE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007529	true	007529/002
