UNII	Ingredient	AppNo	Rx	Status	AppType	Sponsor	Trade Name	Reference	Routes	Ingredients
M3EFS94984	ORMETOPRIM	040-209	VFD	Approved	N	Zoetis Inc.	Rofenaid® 40	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/040-209	Oral	Sulfadimethoxine|Ormetoprim
8B50X0IVEC	SEMDURAMICIN SODIUM	140-940	OTC	Approved	N	Phibro Animal Health Corp.	Aviax™ Premix for Broiler Chickens	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-940	Oral	Semduramicin Sodium
F4216019LN	ALBENDAZOLE	110-048	OTC	Approved	N	Zoetis Inc.	Valbazen®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/110-048	Oral	Albendazole
3PFC574ITA	GONADORELIN HYDROCHLORIDE	139-237	RX	Approved	N	Zoetis Inc.	Factrel®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/139-237	Intramuscular	Gonadorelin Hydrochloride
HB84ATQ00X	FLUMETHASONE ACETATE	036-212	RX	Approved	N	Zoetis Inc.	Fluosmin Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/036-212	Intramuscular	Flumethasone Acetate
I1T8O1JTL6	PROCHLORPERAZINE MALEATE	013-201	RX	Approved	N	Zoetis Inc.	Darbazine Spansule  Capsule No.1	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-201	Oral	Prochlorperazine Maleate|Isopropamide Iodide
X8XI70B5Z6	NITROFURAZONE	006-475	OTC	Voluntarily Withdrawn	N	SmithKline Beecham Animal Health	Furacin Dusting Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-475		Nitrofurazone|Butacaine Sulfate
6822A07436	CEFTIOFUR HYDROCHLORIDE	140-890	RX	Approved	N	Zoetis Inc.	Excenel Sterile Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-890	Subcutaneous|Intramuscular	Ceftiofur Hydrochloride
GS9EX7QNU6	PHENOTHIAZINE	015-154	RX	Approved	N	Zoetis Inc.	Dyrex T.F - 1000	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/015-154	Oral	Trichlorfon|Piperazine Dihydrochloride|Phenothiazine
33X04XA5AT	LACTIC ACID	126-455	RX	Voluntarily Withdrawn	N	Boehringer Ingelheim Vetmedica, Inc.	Chem Cast	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/126-455	Intratesticular	Lactic Acid
142M471B3J	CARBON DIOXIDE, USP	141-362		Approved	N	Linde LLC	None	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-362		Carbon Dioxide, USP
4TI98Z838E	ESTRADIOL	118-123	OTC	Approved	N	Elanco US Inc.	Compudose™ 200	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/118-123	Subcutaneous	Estradiol|Oxytetracycline
2880D3468G	LEVAMISOLE	139-877	OTC	Approved	N	Intervet, Inc.	Totalon™ Topical Cattle Anthelmintic	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/139-877	Topical	Levamisole
05TAA9I0Z8	LAIDLOMYCIN PROPIONATE POTASSIUM	141-025	OTC	Approved	N	Zoetis Inc.	Cattlyst®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-025	Oral	Laidlomycin Propionate Potassium
17R794ESYN	PENICILLIN G PROCAINE	065-110	OTC	Approved	N	Huvepharma EOOD	PEN-G-MAX®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/065-110	Intramuscular	Penicillin G Procaine
VX29JB5XWV	DERACOXIB	141-203	RX	Approved	N	Elanco US Inc.	Deramaxx® Chewable Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-203	Oral	Deracoxib
JGV6OJ52FT	BACITRACIN METHYLENE DISALICYLATE	036-304	OTC	Approved	N	Huvepharma EOOD	Amprol HI-E® Plus	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/036-304	Oral	Amprolium|Ethopabate|Bacitracin methylene disalicylate
M2X04R2E2Y	CARBADOX	041-061	OTC	Approved	N	Phibro Animal Health Corp.	Mecadox® Premix 10	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/041-061	Oral	Carbadox
BDF1O1C72E	NYSTATIN	011-398	OTC	Withdrawn	N	Fort Dodge Animal Health, Division of Wyeth Holdings Corp., a wholly owned subsidiary of Pfizer, Inc.	Myco-20	http://www.farad.org/vetgram/ProductInfo.asp?byNada=011-398	Oral	nystatin
9WP59609J6	CHLORPROMAZINE HYDROCHLORIDE	010-905	RX	Voluntarily Withdrawn	N	Mallinckrodt Veterinary, Inc.	Thorazine Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-905		Chlorpromazine Hydrochloride
M6T05Z2B68	LINCOMYCIN HYDROCHLORIDE	092-522	OTC	Voluntarily Withdrawn	N	Zoetis Inc.	Coban® / Lincomix® / Roxarsone	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/092-522	Oral	Lincomycin Hydrochloride|Monensin
1D06KZ672I	CHLORTETRACYCLINE BISULFATE	055-012	RX	Approved	N	Huvepharma EOOD	Chloronex® Sulmet® 	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-012	Oral	Chlortetracycline Bisulfate|Sulfamethazine bisulfate
EG1ZDO6LRD	CLORSULON	136-742	OTC	Approved	N	Merial, Inc.	Curatrem® Drench	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/136-742	Oral	Clorsulon
Z97702A5DG	DIBUCAINE HYDROCHLORIDE	128-967	RX	Approved	N	Zoetis Inc.	Repose Euthanasia Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/128-967	Intraperitoneal|Intravenous	Dibucaine Hydrochloride|Secobarbital Sodium
8883YP2R6D	IVERMECTIN	127-443	RX	Approved	N	Merial, Inc.	Eqvalan® Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/127-443	Intramuscular	Ivermectin
32HRV3E3D5	GRISEOFULVIN	012-227	RX	Approved	N	Intervet, Inc.	Fulvicin U/F® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-227	Oral	Griseofulvin
906O0YJ6ZP	MONENSIN	047-933	OTC	Approved	N	Elanco US Inc.	Coban® plus Baciferm®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/047-933	Oral	Bacitracin Zinc|Monensin
77W477J15H	CHLOROTHIAZIDE	011-678	RX	Approved	N	Merial, Inc.	Diuril® Tablet	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-678	Oral	Chlorothiazide
2968PHW8QP	CITRIC ACID	125-961	OTC	Approved	N	Zoetis Inc.	Re-Sorb	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/125-961	Oral	Dextrose|Potassium Phosphate|Glycine|Citric Acid|Potassium Citrate|Sodium Chloride
8TIF7T48FP	PIPERAZINE PHOSPHATE	037-410	RX	Approved	N	Merial, Inc.	Equizole® A	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/037-410	Oral	Thiabendazole|Piperazine Phosphate
06KB629TKV	TOLNAFTATE	037-502	RX	Approved	N	Intervet, Inc.	Tinavet® Cream 1%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/037-502	Topical	Tolnaftate
76LO2L2V39	ZERANOL	038-233	OTC	Approved	N	Intervet, Inc.	Ralgro® Implants	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-233	Subcutaneous	Zeranol
C8493J9B36	DIPIPERAZINE SULFATE	010-005	OTC	Approved	N	Fleming Laboratories	Wazine® 17	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-005	Oral	Piperazine Hydrochloride|Dipiperazine Sulfate
KPM50228FR	SODIUM SULFACHLOROPYRAZINE MONOHYDRATE	015-160	RX	Approved	N	Zoetis Inc.	SODIUM SULFACHLOROPYRAZINE (MONOHYDRATE) SOLUTION	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/015-160	Oral	Sodium Sulfachloropyrazine Monohydrate
2L7I72RUHN	BUTORPHANOL TARTRATE	102-990	RX	Approved	N	Zoetis Inc.	Torbutrol® Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/102-990	Subcutaneous	Butorphanol Tartrate
TLM2976OFR	VITAMIN B2	013-029	OTC	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Tylan® Plus Vitamins	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-029		Vitamin B5|Vitamin B1|Folic Acid|Vitamin A|Vitamin D|Pyridoxine Hydrochloride|Vitamin E|Tylosin|Vitamin B2
21223EPJ40	SULFAQUINOXALINE SODIUM	006-707	RX	Approved	N	Zoetis Inc.	Sulquin® 6-50 Concentrate	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-707	Oral	Sulfaquinoxaline sodium
X66NSO3N35	VITAMIN B1	013-029	OTC	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Tylan® Plus Vitamins	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-029		Vitamin B5|Vitamin B1|Folic Acid|Vitamin A|Vitamin D|Pyridoxine Hydrochloride|Vitamin E|Tylosin|Vitamin B2
7BK02SCL3W	BETAMETHASONE SODIUM PHOSPHATE	034-010	RX	Approved	N	Intervet, Inc.	Betavet Soluspan Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-010	Intra-Articular	Betamethasone Sodium Phosphate|Betamethasone Acetate
19F5HK2737	VITAMIN B5	013-029	OTC	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Tylan® Plus Vitamins	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-029		Vitamin B5|Vitamin B1|Folic Acid|Vitamin A|Vitamin D|Pyridoxine Hydrochloride|Vitamin E|Tylosin|Vitamin B2
7LG286J8GV	CARFENTANIL CITRATE	139-633	RX	Voluntarily Withdrawn	N	Wildlife Laboratories, Inc.	Wildnil®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/139-633	Intramuscular	Carfentanil Citrate
K0U68Q2TXA	CORTICOTROPIN	008-760	RX	Approved	N	Putney, Inc.	Adrenomone	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/008-760	Subcutaneous|Intramuscular	Corticotropin
S0NID0OHJY	AMPHOMYCIN CALCIUM	043-784	RX	Approved	N	Zoetis Inc.	Kanfosone Ointment	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/043-784	Topical	Hydrocortisone Acetate|Amphomycin Calcium|Kanamycin Sulfate
P6R62377KV	TETRACYCLINE HYDROCHLORIDE	055-073	RX	Approved	N	Zoetis Inc.	Panmycin® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-073	Oral	Tetracycline Hydrochloride
Y7FKS2XWQH	SULFATHIAZOLE	039-077	OTC	Voluntarily Withdrawn	N	Zoetis Inc.	CSP™ 250	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/039-077	Oral	Penicillin G Procaine|Sulfathiazole|Chlortetracycline Hydrochloride
6E17K3343P	CHLOROQUINE PHOSPHATE	141-245	RX	Approved	N	Cronus Pharma Specialities India Private Limited	Tributame™ Euthanasia Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-245	Intravenous	Chloroquine Phosphate|Embutramid|Lidocaine
BOD072YW0F	LINCOMYCIN	097-505	VFD	Approved	N	Zoetis Inc.	LINCOMIX® 20	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/097-505	Oral	Lincomycin
4182431BJH	DIPHENYLHYDANTOIN SODIUM	006-032	RX	Voluntarily Withdrawn	N	Parke-Davis Div. Warner-Lambert Co.	Dilantin Kapseals	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-032		Diphenylhydantoin Sodium
87813M60WF	IPRONIDAZOLE HYDROCHLORIDE	091-782	OTC	Voluntarily Withdrawn	N	Roche Vitamins, Inc.	Ipropran Soluble Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-782		Ipronidazole Hydrochloride
13AFD7670Q	PRIMIDONE	009-392	RX	Approved	N	Zoetis Inc.	Primidone	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-392	Oral	Primidone
U0BND6SD2I	PROPIOPROMAZINE HYDROCHLORIDE	041-665	RX	Approved	N	Zoetis Inc.	Tranvet Chewable Tablets (20 mg)	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/041-665	Oral	Propiopromazine Hydrochloride
90Y4QC304K	KETOPROFEN	140-269	RX	Approved	N	Zoetis Inc.	Ketofen®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-269	Intravenous	Ketoprofen
2880D3468G	LEVAMISOLE RESINATE	139-858	OTC	Approved	N	Intervet, Inc.	Tramisol®-X-Tra Cattle Anthelmintic and Extoparasitic Paste	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/139-858	Oral	Famphur|Levamisole Resinate
1K09F3G675	FERRIC OXIDE	039-281	OTC	Withdrawn	N	Boehringer Ingelheim Vetmedica, Inc.	Top Hand Iron	http://www.farad.org/vetgram/ProductInfo.asp?byNada=039-281	Intramuscular	ferric oxide
F4X3L6068O	ETHOPABATE	013-461		Approved	N	Huvepharma EOOD	Amprol Hi-E	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-461		Amprolium|Ethopabate
HWR60H5GZB	LUPROSTIOL	140-857	RX	Approved	N	Virbac AH, Inc.	Equestrolin™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-857	Intramuscular	Luprostiol
SC82VF0480	PYRANTEL TARTRATE	042-888	OTC	Approved	N	Zoetis Inc.	Banminth®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/042-888	Oral	Pyrantel Tartrate
99TAQ2QWJI	TILETAMINE HYDROCHLORIDE	106-111	RX	Approved	N	Zoetis Inc.	Telazol®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/106-111	Intravenous	Zolazepam Hydrochloride|Tiletamine Hydrochloride
84CS1P306F	SULFADIAZINE SODIUM	105-093	RX	Approved	N	Intervet, Inc.	Tribrissen® 24% Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/105-093	Subcutaneous	Trimethoprim|Sulfadiazine Sodium
5J9CPU3RE0	FURAZOLIDONE	009-332	OTC	Withdrawn	N	Purina Animal Nutrition, LLC	Furazolidone (nf-180) Poultry	http://www.farad.org/vetgram/ProductInfo.asp?byNada=009-332	Oral	furazolidone
6Z6020Q81C	PIPERAZINE-CARBON DISULFIDE COMPLEX	011-299	RX	Approved	N	Zoetis Inc.	Parvex® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-299	Nasogastric	Piperazine-carbon Disulfide Complex
63KP7FXF2I	PIPERAZINE CITRATE	012-469	OTC	Approved	N	Cronus Pharma Specialities India Private Limited	Dizan Suspension With Piperazine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-469	Nasogastric|Oral	Dithiazanine Iodide|Piperazine Citrate
	INSULIN	141-297	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Prozinc®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-297	Subcutaneous	Insulin
935E97BOY8	FOLIC ACID	013-029	OTC	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Tylan® Plus Vitamins	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-029		Vitamin B5|Vitamin B1|Folic Acid|Vitamin A|Vitamin D|Pyridoxine Hydrochloride|Vitamin E|Tylosin|Vitamin B2
3A837VZ81Y	NITENPYRAM	141-175	OTC	Approved	N	Elanco US Inc.	Capstar™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-175	Oral	Nitenpyram
8501207BZX	LUBABEGRON	141-508	OTC	Approved	N	Elanco US Inc.	Experior™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-508	Oral	Lubabegron
4XKL2JJ08I	ALFAPROSTOL	130-092	RX	Withdrawn	N	Vetem, S.p.A.	ALFAVET	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/130-092		Alfaprostol
YZ647Y5GC9	EMODEPSIDE	141-275	RX	Approved	N	Bayer HealthCare LLC, Animal Health Division	Profender®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-275	Topical	Praziquantel|Emodepside
BVS505O332	CHYMOTRYPSIN	040-322	RX	Approved	N	Intervet, Inc.	Kymar Ointment Improved	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/040-322	Topical	Hydrocortisone Acetate|Chymotrypsin|Neomycin Palmitate|Trypsin
ZS6D2ITA30	BOLDENONE UNDECYLENATE	034-705	RX	Approved	N	Zoetis Inc.	Equipoise®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-705	Intramuscular	Boldenone Undecylenate
3D6CWI0P23	MYRISTYL-GAMMA-PICOLINIUM CHLORIDE	015-433	RX	Approved	N	Zoetis Inc.	Neo-Predef® with Tetracaine Ointment	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/015-433	Topical	Neomycin Sulfate|Isoflupredone Acetate|Myristyl-gamma-picolinium Chloride|Tetracaine Hydrochloride
1HG84L3525	FORMALIN	137-687	OTC	Approved	N	Natchez Animal Supply Co.	Formalin-F	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/137-687	Immersion	Formalin
9PHQ9Y1OLM	PREDNISOLONE	012-437	RX	Approved	N	Zoetis Inc.	Temaril-P® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-437	Oral	Prednisolone|Trimeprazine Tartrate
QGM18599H5	BUTAMISOLE HYDROCHLORIDE	104-184	RX	Approved	N	Zoetis Inc.	Styquin	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/104-184	Subcutaneous	Butamisole Hydrochloride
20P9NI883O	AMINOPENTAMIDE HYDROGEN SULFATE	043-078	RX	Approved	N	Zoetis Inc.	Centrine Oral Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/043-078	Oral	Aminopentamide Hydrogen Sulfate
X60881643X	FLUROGESTONE ACETATE	034-601	RX	Withdrawn	N	G. D. Searle LLC	SYNCHRO-MATE	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-601		Flurogestone acetate
9J765S329G	LEVOTHYROXINE SODIUM	141-448	RX	Approved	N	Lloyd, Inc.	Thyro-Tabs® Canine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-448	Oral	Levothyroxine sodium
75KP30FD8O	EPRINOMECTIN	141-079	OTC	Approved	N	Merial, Inc.	Eprinex® Pour-On for Beef and Dairy Cattle	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-079	Topical	Eprinomectin
UC2409302Q	ARSANILATE SODIUM	006-860	OTC	Withdrawn	N	I.D. Russell Co. Laboratories	Zuco Tablets	http://www.farad.org/vetgram/ProductInfo.asp?byNada=006-860	Oral	arsanilate sodium
KGD7A54H5P	DORAMECTIN	141-061	OTC	Approved	N	Zoetis Inc.	Dectomax® Injectable Solution for Cattle and Swine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-061	Intramuscular|Subcutaneous	Doramectin
M6T05Z2B68	LINCOMYCIN HYDROCHLORIDE MONOHYDRATE	033-887	RX	Approved	N	Zoetis Inc.	Lincocin® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/033-887	Oral	Lincomycin Hydrochloride Monohydrate
8KK8CQ2K8G	NICLOSAMIDE	034-394	RX	Voluntarily Withdrawn	N	Bayer HealthCare LLC, Animal Health Division	Yomesan 20 Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-394		Niclosamide
01Q9PC255D	AMMONIUM CHLORIDE	009-339	OTC	Approved	N	Zoetis Inc.	Carafen Cough Syrup	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-339	Oral	Caramiphen Edisylate|Ammonium Chloride
1018WH7F9I	DEXMEDETOMIDINE HCL	200-573	RX	Approved	A	Putney, Inc.	Dexmedetomidine HCl	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/200-573	Intravenous|Intramuscular	Dexmedetomidine HCl
7O5A98XY8U	NIFURPIRINOL	099-568	OTC	Voluntarily Withdrawn	N	Abbott Laboratories	FURANACE Caps	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/099-568	Immersion	Nifurpirinol
S795AT66JB	TILDIPIROSIN	141-334	RX	Approved	N	Intervet, Inc.	Zuprevo™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-334	Subcutaneous	Tildipirosin
D0GX863OA5	MUPIROCIN	140-839	RX	Approved	N	Zoetis Inc.	Bactoderm® Ointment	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-839	Topical	Mupirocin
09TQU5PG95	CARAMIPHEN EDISYLATE	009-339	OTC	Approved	N	Zoetis Inc.	Carafen Cough Syrup	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-339	Oral	Caramiphen Edisylate|Ammonium Chloride
P8ZQ646136	OLEANDOMYCIN	011-545	OTC	Withdrawn	N	Zoetis, Inc. (formerly Pfizer, Inc)	Oleandomycin	http://www.farad.org/vetgram/ProductInfo.asp?byNada=011-545	Oral	oleandomycin
NB2E1YP49F	YOHIMBINE HYDROCHLORIDE	140-866	RX	Approved	N	Akorn Animal Health, Inc.	Yobine® Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-866	Intravenous	Yohimbine Hydrochloride
IY9XDZ35W2	DEXTROSE	125-961	OTC	Approved	N	Zoetis Inc.	Re-Sorb	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/125-961	Oral	Dextrose|Potassium Phosphate|Glycine|Citric Acid|Potassium Citrate|Sodium Chloride
57Y76R9ATQ	NAPROXEN	096-674	RX	Approved	N	Zoetis Inc.	Equiproxen Granules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/096-674	Oral	Naproxen
MTW0WEG809	MOMETASONE FUROATE MONOHYDRATE	141-177	RX	Approved	N	Intervet, Inc.	Mometamax™ Otic Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-177	Topical	Mometasone Furoate Monohydrate|Gentamicin Sulfate|Clotrimazole
HEH4938D7K	LOTILANER	141-494	RX	Approved	N	Elanco US Inc.	Credelio™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-494	Oral	Lotilaner
45SJ093Q1N	ZOLAZEPAM HYDROCHLORIDE	106-111	RX	Approved	N	Zoetis Inc.	Telazol®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/106-111	Intravenous	Zolazepam Hydrochloride|Tiletamine Hydrochloride
02L07H6D0U	AFOXOLANER	141-406	RX	Approved	N	Merial, Inc.	NexGard®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-406	Oral	Afoxolaner
TJ2M0FR8ES	MEGESTROL ACETATE	091-603	RX	Approved	N	Intervet, Inc.	Ovaban® Tablets 20 mg	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-603	Oral	Megestrol Acetate
WI4X0X7BPJ	HYDROCORTISONE	013-293	RX	Approved	N	Zoetis Inc.	Liqua-Cortril Spray	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-293	Topical	Oxytetracycline Hydrochloride|Hydrocortisone
BBX060AN9V	HYDROGEN PEROXIDE	141-255	OTC	Approved	N	Syndel USA	35% Perox-aid®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-255	Immersion	Hydrogen Peroxide
NR4B2SX17S	CHLORTETRACYCLINE CALCIUM COMPLEX	048-480	VFD	Approved	N	Pharmgate LLC	Chloratet™ 100	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/048-480	Oral	Chlortetracycline Calcium Complex
BH210P244U	MEDETOMIDINE HYDROCHLORIDE	200-610	RX	Approved	A	Modern Veterinary Therapeutics, LLC	Medetomidine Hydrochloride	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/200-610	Intravenous|Intramuscular	Medetomidine hydrochloride
S384A1Y12J	ZILPATEROL	141-278	OTC	Approved	N	Intervet, Inc.	Zilmax® plus Rumensin®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-278	Oral	Zilpaterol|Monensin
0619F35CGV	TETRACAINE	032-322	RX	Voluntarily Withdrawn	N	Evsco Pharmaceuticals, An Affiliate of IGI, Inc.	Liquisone F with Cerumene	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/032-322	Topical	Prednisolone|Tetracaine|Hexamethyltetracosane|Neomycin Sulfate
356IB1O400	FLUNIXIN	141-450	RX	Approved	N	Intervet, Inc.	Banamine® Transdermal	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-450	Transdermal	Flunixin
R72LW146E6	CEPHALOTHIN	092-602	OTC	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Cephalothin Discs	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/092-602		Cephalothin
UDX9AKS7GM	ARSANILIC ACID	008-019	OTC	Voluntarily Withdrawn	N	Fleming Laboratories	Pro-Gen Plus Feed Supplement	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/008-019	Oral	Arsanilic Acid
RHK739S84F	THIALBARBITONE SODIUM	008-932	RX	Approved	N	Zoetis Inc.	Kemithal L.A.	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/008-932	Intravenous	Thialbarbitone Sodium
T1J0JOU64O	DICHLOROPHENE	006-691	OTC	Approved	N	Intervet, Inc.	Vermiplex	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-691	Oral	Toluene|Dichlorophene
99GS5XTB51	OCLACITINIB	141-345	RX	Approved	N	Zoetis Inc.	apoquel®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-345	Oral	Oclacitinib
1GS872GAFV	MONENSIN SODIUM	038-878	OTC	Approved	N	Elanco US Inc.	Coban™ 60	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-878	Oral	Monensin Sodium
AWV6I5L6H2	BC6 RECOMBINANT DEOXYRIBONUCLEIC ACID CONSTRUCT	141-294		Approved	N	LFB USA, Inc.	Bc6 rDNA construct in GTC 155-92 Goats	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-294		Bc6 recombinant deoxyribonucleic acid construct
ZSM1M03SHC	IMIDOCARB DIPROPIONATE	097-288	RX	Approved	N	Intervet, Inc.	Imizol® Equine Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/097-288	Intramuscular	Imidocarb Dipropionate
R16CO5Y76E	ACETYLSALICYLIC ACID	011-700	RX	Approved	N	Zoetis Inc.	Cortaba® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-700	Oral	Methylprednisolone|Acetylsalicylic Acid
