UNII	MarketingStatus	ProductCategory	MarketDate	InitialYearApproval	ActiveCode	ApprovalAppId	Equiv NDC	NDC	Route	ActiveMoietyName	GenericProductName	URL	Comment
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b4c0be1d-405c-470e-8ef5-713a3fada443	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b4c0be1d-405c-470e-8ef5-713a3fada443	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-3101		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4c4b8c4-6102-4001-938b-b27af190117c	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0026		"POVIDONE-IODINE"	"POVIDONE-IODINE OINTMENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4c4b8c4-6102-4001-938b-b27af190117c	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=603471b2-df49-4179-ae35-42a2cb9b810c	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=691f3c18-98a9-433c-a60a-ae3f20217598	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f0e7598-00f5-4ade-bffd-0513cd1f05a0	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f0e7598-00f5-4ade-bffd-0513cd1f05a0	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e99fc73-0733-4e51-8b64-ce22130df7d9	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e99fc73-0733-4e51-8b64-ce22130df7d9	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e99fc73-0733-4e51-8b64-ce22130df7d9	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-1209		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e99fc73-0733-4e51-8b64-ce22130df7d9	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e99fc73-0733-4e51-8b64-ce22130df7d9	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=64efee3d-7bd7-495f-a277-b1ee12182f60	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=64efee3d-7bd7-495f-a277-b1ee12182f60	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=756f5043-f29d-49f3-bbbb-56440cadcd15	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=756f5043-f29d-49f3-bbbb-56440cadcd15	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c9a3b33c-9f5f-43e6-8e58-c40e1b5535cf	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c9a3b33c-9f5f-43e6-8e58-c40e1b5535cf	
O414PZ4LPZ		COSMETIC			ACTIB					"SALICYLIC ACID"	"SALICYLIC ACID"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
059QF0KO0R		COSMETIC			INGR					"WATER"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
ZY81Z83H0X		COSMETIC			INGR					"ALOE VERA LEAF"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
8483H94W1E		COSMETIC			INGR					"TETRADONIUM BROMIDE"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
7V4MR24V5P		COSMETIC			INGR					"CETEARETH-12"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
18L9G3U51M		COSMETIC			INGR					"DISODIUM COCOAMPHODIACETATE"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
451W47IQ8X		COSMETIC			INGR					"SODIUM CHLORIDE"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
344S277G0Z		COSMETIC			INGR					"ALLANTOIN"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
MOR84MUD8E		COSMETIC			INGR					"CHLORHEXIDINE GLUCONATE"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
W4888I119H		COSMETIC			INGR					"TARTARIC ACID"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
M629807ATL		COSMETIC			INGR					"IMIDUREA"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
A2I8C7HI9T		COSMETIC			INGR					"METHYLPARABEN"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
Z8IX2SC1OH		COSMETIC			INGR					"PROPYLPARABEN"	"INERT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
O414PZ4LPZ		COSMETIC			ACTIB					"SALICYLIC ACID"	"SALICYLIC ACID"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
W9WZN9A0GM		COSMETIC			ACTIB					"BENZOYL PEROXIDE"	"BENZOYL PEROXIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a33a11b2-926e-43bb-8775-d94b730d2c78	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=017ce5d8-c687-41d6-9e09-0574a7f430ff	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-1209		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=017ce5d8-c687-41d6-9e09-0574a7f430ff	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=017ce5d8-c687-41d6-9e09-0574a7f430ff	
7TQO7W3VT8		MEDICAL DEVICE			ACTIB			0409-5622		"BUPIVACAINE HYDROCHLORIDE"	"BUPIVACAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=017ce5d8-c687-41d6-9e09-0574a7f430ff	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=286af67c-b47f-4265-baab-d10a793e974c	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=286af67c-b47f-4265-baab-d10a793e974c	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=286af67c-b47f-4265-baab-d10a793e974c	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1505		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=286af67c-b47f-4265-baab-d10a793e974c	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-1209		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=286af67c-b47f-4265-baab-d10a793e974c	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=286af67c-b47f-4265-baab-d10a793e974c	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5f983d06-b3ab-456d-aca3-6b891c173891	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5f983d06-b3ab-456d-aca3-6b891c173891	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=969d14d0-3df1-4cae-ac79-59b535cecfb4	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=969d14d0-3df1-4cae-ac79-59b535cecfb4	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=969d14d0-3df1-4cae-ac79-59b535cecfb4	
7TQO7W3VT8		MEDICAL DEVICE			ACTIR			0409-1761		"BUPIVACAINE HYDROCHLORIDE"	"BUPIVACAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=969d14d0-3df1-4cae-ac79-59b535cecfb4	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9702d5e7-4b1c-45f8-b339-d81d8958c51b	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9702d5e7-4b1c-45f8-b339-d81d8958c51b	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0911560-3c46-4f51-8e0b-60aabacde8ee	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0911560-3c46-4f51-8e0b-60aabacde8ee	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0911560-3c46-4f51-8e0b-60aabacde8ee	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-1209		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0911560-3c46-4f51-8e0b-60aabacde8ee	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0911560-3c46-4f51-8e0b-60aabacde8ee	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e849cf94-8b30-451e-b5b3-bf8df8b3d4b1	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-1209		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e849cf94-8b30-451e-b5b3-bf8df8b3d4b1	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e849cf94-8b30-451e-b5b3-bf8df8b3d4b1	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f05b2042-3183-486f-bf69-409acf87e6ab	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f05b2042-3183-486f-bf69-409acf87e6ab	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f05b2042-3183-486f-bf69-409acf87e6ab	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1505		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f05b2042-3183-486f-bf69-409acf87e6ab	
7TQO7W3VT8		MEDICAL DEVICE			ACTIR			0409-1761		"BUPIVACAINE HYDROCHLORIDE"	"BUPIVACAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f05b2042-3183-486f-bf69-409acf87e6ab	
66Y330CJHS		PLASMA DERIVATIVE		1994	ACTIB					"HUMAN IMMUNOGLOBULIN G"	"HUMAN IMMUNOGLOBULIN G"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=26d73f6e-25b7-42b4-bf2e-903bc4c9f2f7	
66Y330CJHS		PLASMA DERIVATIVE		1994	ACTIB					"HUMAN IMMUNOGLOBULIN G"	"HUMAN IMMUNOGLOBULIN G"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c96884d-4eb9-482b-981e-8a8207158150	
XII270YC6M	BLA	PLASMA DERIVATIVE	2010-08-01	2006	ACTIB	BLA125035		53270-0052	INTRAVENOUS	"HUMAN HEPATITIS B VIRUS IMMUNE GLOBULIN"	"HEPATITIS B IMMUNE GLOBULIN (HUMAN)"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3337f3e-fe90-4969-8fd1-4de8de6ef76c	
XII270YC6M	BLA	PLASMA DERIVATIVE	2010-08-01	2006	ACTIB	BLA125035		53270-0051	INTRAVENOUS	"HUMAN HEPATITIS B VIRUS IMMUNE GLOBULIN"	"HEPATITIS B IMMUNE GLOBULIN (HUMAN)"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3337f3e-fe90-4969-8fd1-4de8de6ef76c	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=41de9d70-af4f-4af6-90db-32601803e09d	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=41de9d70-af4f-4af6-90db-32601803e09d	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4a0bb126-3904-450b-91bb-8f0d22f349a5	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4a0bb126-3904-450b-91bb-8f0d22f349a5	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4a0bb126-3904-450b-91bb-8f0d22f349a5	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=72e513c4-2ec0-48bc-9369-c65f982eb866	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-1209		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=72e513c4-2ec0-48bc-9369-c65f982eb866	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=72e513c4-2ec0-48bc-9369-c65f982eb866	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=74c60bec-5119-42fd-ae68-738fd15f4765	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=74c60bec-5119-42fd-ae68-738fd15f4765	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=74c60bec-5119-42fd-ae68-738fd15f4765	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-1209		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=74c60bec-5119-42fd-ae68-738fd15f4765	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=74c60bec-5119-42fd-ae68-738fd15f4765	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b54c414-9afd-44ed-ac07-9657a83e5623	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b54c414-9afd-44ed-ac07-9657a83e5623	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-1209		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b54c414-9afd-44ed-ac07-9657a83e5623	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b54c414-9afd-44ed-ac07-9657a83e5623	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b77efb7d-26de-430a-850c-b7d0c2222683	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b77efb7d-26de-430a-850c-b7d0c2222683	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b77efb7d-26de-430a-850c-b7d0c2222683	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c165e7bf-78ad-4916-b325-4a76a72d9047	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c165e7bf-78ad-4916-b325-4a76a72d9047	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c165e7bf-78ad-4916-b325-4a76a72d9047	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=005bfa1f-b9fd-4d63-a926-515d341667dd	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=005bfa1f-b9fd-4d63-a926-515d341667dd	
451W47IQ8X		MEDICAL DEVICE			ACTIB			65282-1510		"SODIUM CHLORIDE"	"SODIUM CHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=005bfa1f-b9fd-4d63-a926-515d341667dd	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-1209		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=005bfa1f-b9fd-4d63-a926-515d341667dd	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=005bfa1f-b9fd-4d63-a926-515d341667dd	
7TQO7W3VT8		MEDICAL DEVICE			ACTIR			0409-1761		"BUPIVACAINE HYDROCHLORIDE"	"BUPIVACAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=005bfa1f-b9fd-4d63-a926-515d341667dd	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0476d7f5-f9bf-420c-8387-d3339eea2d84	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0476d7f5-f9bf-420c-8387-d3339eea2d84	
EC2CNF7XFP		MEDICAL DEVICE			ACTIB			0409-4713		"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=07bc452d-60fa-4878-a9ba-8424eff31da3	
85H0HZU99M		MEDICAL DEVICE			ACTIB			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=07bc452d-60fa-4878-a9ba-8424eff31da3	
