UNII	Approval	Year	Unknown	Comment	Date	Date Method
YGY317RK75	Approval Year	1956		Application:NDA009282 NOVARTIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009282	09/21/1956	OB NME Appendix 1950-1985
33CM23913M	Approval Year	1968		Application:NDA016608 NOVARTIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016608	03/11/1968	Drugs@FDA
BDF1O1C72E	Approval Year	1954		Application:ANDA060577 DELCOR ASSET CORP https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=060577	12/31/1954	Drugs@FDA
3A64E3G5ZO	Approval Year	1978		Application:NDA017962 US PHARMS HOLDINGS I https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017962	06/28/1978	Drugs@FDA
U75VZ9PK1J	Approval Year	1962		Application:NDA012928 LILLY https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012928	03/21/1962	Drugs@FDA
81K9V7M3A3	Approval Year	1992		Application:NDA020071 ORGANON USA INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020071	12/10/1992	Drugs@FDA
X49220T18G	Approval Year	1999		Application:NDA021066 ALCON PHARMA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021066	07/02/1999	Drugs@FDA
W53L6FE61V	Approval Year	1946		Application:NDA006035 EDISON THERAPS LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006035	11/19/1946	Drugs@FDA
23HYE36B0I	Approval Year	2010		Application:NDA022575 SHIRE HUMAN GENETIC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022575	02/26/2010	Drugs@FDA
7V6HE3DM5A	Approval Year	2012		Application:BLA125422 THROMBOGENICS, INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125422	10/17/2012	Drugs@FDA
TPY09G7XIR	Approval Year	1976		Application:NDA017869 NOVARTIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017869	11/10/1976	Drugs@FDA
SOI2LOH54Z	Approval Year	2006		Application:NDA021026 MYLAN PHARMS INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021026	02/16/2006	Drugs@FDA
46M3EV8HHE	Approval Year	2010		Application:NDA022252 BAYER HLTHCARE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022252	05/06/2010	Drugs@FDA
OYY3447OMC	Approval Year	1991		Application:NDA020036 NOVARTIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020036	10/31/1991	Drugs@FDA
HU9DX48N0T	Approval Year	1995		Application:NDA050722 ROCHE PALO https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050722	05/03/1995	Drugs@FDA
3C5ORO99TY	Approval Year	1948		Application:NDA005914 NOVARTIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005914	02/19/1948	Drugs@FDA
1806D8D52K	Approval Year	1961		Application:NDA012703 ASTRAZENECA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012703	04/07/1961	Drugs@FDA
GRZ5RCB1QG	Approval Year	1993		Application:NDA020151 WYETH PHARMS INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020151	12/28/1993	Drugs@FDA
S747T1ERAJ	Approval Year	1957		Application:NDA010909 SCHERING https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010909	04/05/1957	Drugs@FDA
KR5YZ6AE4B	Approval Year	2017		Application:NDA208685 PTC THERAP https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208685	02/09/2017	Drugs@FDA
Z5N076G8YQ	Approval Year	2011		Application:NDA201699 CUBIST PHARMS LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201699	05/27/2011	Drugs@FDA
L6UH7ZF8HC	Approval Year	1993		Application:NDA020272 JANSSEN PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020272	12/29/1993	Drugs@FDA
H645GUL8KJ	Approval Year	2007		Application:NDA021977 SHIRE DEVELOPMENT https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021977	02/23/2007	Drugs@FDA
X78UG0A0RN	Approval Year	2006		Application:NDA022072 BRISTOL MYERS SQUIBB https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022072	06/28/2006	Drugs@FDA
D0L9J6I13I	Approval Year	2002		Application:NDA021209 CHIRHOCLIN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021209	04/04/2002	Drugs@FDA
207SMY3FQT	Approval Year	2011		Application:NDA202429 HOFFMANN LA ROCHE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202429	08/17/2011	Drugs@FDA
1J444QC288	Approval Year	1992		Application:NDA019787 PFIZER https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019787	07/31/1992	Drugs@FDA
30OMY4G3MK	Approval Year	1986		Application:NDA019032 PROMIUS PHARMA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019032	10/27/1986	Drugs@FDA
UQT9G45D1P	Approval Year	1958		Application:NDA011338 WYETH AYERST https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011338	03/12/1958	Drugs@FDA
QZU4H47A3S	Approval Year	2003		Application:NDA021567 BRISTOL MYERS SQUIBB https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021567	06/20/2003	Drugs@FDA
H0G9379FGK	Approval Year	2000		Application:NDA020958 J AND J CONSUMER INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020958	10/16/2000	Drugs@FDA
7XIY785AZD	Approval Year	2004		Application:NDA021629 SANOFI AVENTIS US https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021629	04/16/2004	Drugs@FDA
0RK7M7IABE	Approval Year	2008		Application:NDA021964 SALIX PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021964	04/24/2008	Drugs@FDA
8V3FGC4J77	Approval Year	1977		Application:NDA017972 PHARMALUCENCE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017972	12/16/1977	Drugs@FDA
4YIR8202AX	Approval Year	1954		Application:NDA009410 SANOFI AVENTIS US https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009410	09/21/1954	OB NME Appendix 1950-1985
UI82K0T627	Approval Year	2018		Application:NDA209229 US WORLDMEDS LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209229	05/16/2018	Drugs@FDA
25E79B5CTM	Approval Year	1999		Application:BLA103767 EISAI INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103767	02/05/1999	Drugs@FDA
D56DN867MV	Approval Year	1951		Application:NDA008041 PARKE DAVIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008041	06/13/1951	OB NME Appendix 1950-1985
EOR26LQQ24	Approval Year	2002		Application:NDA021445 MSD INTL GMBH https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021445	10/25/2002	Drugs@FDA
V867Q8X3ZD	Approval Year	1950		Application:NDA006459 LEDERLE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006459	11/13/1950	Drugs@FDA
7M7YKX2N15	Approval Year	1996		Application:NDA020671 NOVARTIS PHARMS CORP https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020671	05/28/1996	Drugs@FDA
65M2UDR9AG	Approval Year	1986		Application:NDA019369 ROCHE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019369	09/30/1986	Drugs@FDA
L36H50F353	Approval Year	1990		Application:NDA019795 ALLERGAN SALES LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019795	12/13/1990	Drugs@FDA
ZMZ79891ZH	Approval Year	2016		Application:NDA204630 PROVEPHARM SAS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204630	04/08/2016	Drugs@FDA
TZ47U051FI	Approval Year	1944		Application:NDA011522 TEVA WOMENS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011522	12/31/1944	Drugs@FDA
6HT8U7K3AM	Approval Year	1999		Application:NDA020922 AQUA PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020922	12/10/1999	Drugs@FDA
TK65WKS8HL	Approval Year	1986		Application:NDA018731 BRISTOL MYERS SQUIBB https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018731	09/29/1986	Drugs@FDA
YI437801BE	Approval Year	2018		Application:BLA761051 KYOWA KIRIN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761051	08/08/2018	Drugs@FDA
ACH35131L1	Approval Year	1976		Application:NDA017837 ISO TEX https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017837	02/23/1976	Drugs@FDA
0G3DE8943Y	Approval Year	2007		Application:NDA022074 IPSEN PHARMA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022074	08/30/2007	Drugs@FDA
3JGY52XJNA	Approval Year	2004		Application:NDA021322 EMD SERONO https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021322	10/08/2004	Drugs@FDA
367589PJ2C	Approval Year	1967		Application:NDA015034 SHIONOGI INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=015034	03/28/1967	Drugs@FDA
8K80YB5GMG	Approval Year	2008		Application:BLA125249 REGENERON PHARMACEUTICALS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125249	02/27/2008	Drugs@FDA
5634T58D89	Approval Year	1973		Application:NDA016729 MALLINCKRODT https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016729	12/17/1973	Drugs@FDA
54Z8M50D6Q	Approval Year	1972		Application:NDA016968 ALCON https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016968	09/28/1972	Drugs@FDA
6SO6U10H04	Approval Year	1947		Application:NDA006071 ROCHE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006071	07/28/1947	Drugs@FDA
941N5DUU5C	Approval Year	1998		Application:NDA020926 GENZYME https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020926	10/30/1998	Drugs@FDA
ADN3S497AZ	Approval Year	2003		Application:NDA021348 ACTELION PHARMS LTD https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021348	07/31/2003	Drugs@FDA
50SG953SK6	Approval Year	1973		Application:ANDA062336 BRISTOL MYERS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=062336	08/04/1973	Drugs@FDA
J0E2756Z7N	Approval Year	1997		Application:NDA020758 SANOFI AVENTIS US https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020758	09/30/1997	Drugs@FDA
7B5032XT6O	Approval Year	1979		Application:NDA017989 PHARMACIA AND UPJOHN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017989	01/09/1979	Drugs@FDA
334895S862	Approval Year	1967		Application:NDA050007 PFIZER https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050007	12/05/1967	Drugs@FDA
RA33EAC7KY	Approval Year	1976		Application:NDA017604 XSPIRE PHARMA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017604	03/16/1976	Drugs@FDA
Y43GF64R34	Approval Year	1998		Application:NDA020807 BAYER HLTHCARE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020807	03/06/1998	Drugs@FDA
S79O08V79F	Approval Year	1994		Application:NDA020287 PFIZER INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020287	12/22/1994	Drugs@FDA
O43472U9X8	Approval Year	2013		Application:BLA125486 GENENTECH https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125486	11/01/2013	Drugs@FDA
M95KG522R0	Approval Year	2009		Application:BLA125326 GLAXO GRP LTD https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125326	10/26/2009	Drugs@FDA
2S9ZZM9Q9V	Approval Year	2004		Application:BLA125085 GENENTECH https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125085	02/26/2004	Drugs@FDA
AIW6036FAS	Approval Year	2016		Application:NDA206488 SAREPTA THERAPS INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206488	09/19/2016	Drugs@FDA
EJ85341990	Approval Year	2017		Application:NDA207795 BAUSCH AND LOMB https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207795	11/02/2017	Drugs@FDA
WXR179L51S	Approval Year	1974		Application:NDA017063 ALCON https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017063	01/30/1974	Drugs@FDA
T4Y8ORK057	Approval Year	2004		Application:NDA021595 ALLERGAN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021595	05/28/2004	Drugs@FDA
1TD8J48L61	Approval Year	1960		Application:NDA012128 PFIZER https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012128	01/11/1960	OB NME Appendix 1950-1985
614OI1Z5WI	Approval Year	1960		Application:NDA018082 ABBVIE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018082	11/22/1960	Drugs@FDA
353613BU4U	Approval Year	1956		Application:NDA010423 ROCHE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010423	04/30/1956	OB NME Appendix 1950-1985
TG537D343B	Approval Year	1964		Application:NDA014399 US PHARM HOLDINGS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014399	11/20/1964	Drugs@FDA
CUT48I42ON	Approval Year	1955		Application:NDA009660 ROCHE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009660	01/18/1955	OB NME Appendix 1950-1985
7M19191IKG	Approval Year	2012		Application:NDA203441 NPS PHARMS INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203441	12/21/2012	Drugs@FDA
8GB79LOJ07	Approval Year	2018		Application:NDA210251 GILEAD SCIENCES INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210251	02/07/2018	Drugs@FDA
6ZA31Y954Z	Approval Year	2017		Application:BLA761032 VALEANT LUXEMBOURG https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761032	02/15/2017	Drugs@FDA
JCX84Q7J1L	Approval Year	1998		Application:NDA020998 GD SEARLE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020998	12/31/1998	Drugs@FDA
7P6FQA5D21	Approval Year	2010		Application:NDA200327 ALLERGAN SALES LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200327	10/29/2010	Drugs@FDA
PP0SHH6V16	Approval Year	2015		Application:BLA125559 SANOFI AVENTIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125559	07/24/2015	Drugs@FDA
K9X45X0051	Approval Year	1997		Application:NDA020333 SHIRE LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020333	03/14/1997	Drugs@FDA
7DR7H00HDT	Approval Year	1961		Application:NDA012936 LILLY https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012936	10/26/1961	OB NME Appendix 1950-1985
Q08SIO485D	Approval Year	1957		Application:NDA011228 ORGANON USA INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011228	12/30/1957	Drugs@FDA
6TK1G07BHZ	Approval Year	2006		Application:NDA022003 SCHERING https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022003	09/15/2006	Drugs@FDA
SQ8A3S5101	Approval Year	2018		Application:NDA209299 RIGEL PHARMS INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209299	04/17/2018	Drugs@FDA
5SFF1W6677	Approval Year	1971		Application:NDA050406 PRAGMA PHARMS LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050406	01/04/1971	Drugs@FDA
KR87B45RGH	Approval Year	1975		Application:NDA017555 MERCK SHARP DOHME https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017555	05/02/1975	Drugs@FDA
N54AIC43PW	Approval Year	2016		Application:NDA208573 ABBVIE INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208573	04/11/2016	Drugs@FDA
VLA4NZX2P4	Approval Year	1974		Application:NDA017551 MALLINCKRODT https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017551	11/21/1974	Drugs@FDA
003N66TS6T	Approval Year	2006		Application:NDA021641 TEVA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021641	05/16/2006	Drugs@FDA
AZE05TDV2V	Approval Year	1949		Application:NDA006917 [Approval Date Uncertain] ROCHE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006917	12/31/1949	PREDICTED
27618J1N2X	Approval Year	1953		Application:NDA008720 VALEANT PHARM INTL https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008720	01/08/1953	Drugs@FDA
2N4O9L084N	Approval Year	1985		Application:NDA018677 MYLAN SPECIALITY LP https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018677	12/26/1985	Drugs@FDA
9ZOQ3TZI87	Approval Year	2005		Application:NDA021923 BAYER HLTHCARE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021923	12/01/2005	Drugs@FDA
S65743JHBS	Approval Year	2003		Application:NDA021399 ASTRAZENECA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021399	05/05/2003	Drugs@FDA
CYS9AKD70P	Approval Year	1979		Application:NDA017624 BAXTER HLTHCARE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017624	12/18/1979	Drugs@FDA
02OS7K758T	Approval Year	1952		Application:NDA008322 ABBVIE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008322	02/29/1952	OB NME Appendix 1950-1985
R4KO0DY52L	Approval Year	1959		Application:NDA017768 MOLNLYCKE HLTH https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017768	12/31/1959	Drugs@FDA
D83282DT06	Approval Year	1971		Application:NDA017001 VALEANT https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017001	11/26/1971	Drugs@FDA
PQX0D8J21J	Approval Year	2004		Application:BLA125084 IMCLONE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125084	02/12/2004	Drugs@FDA
U3P01618RT	Approval Year	1962		Application:NDA012209 SPECTRUM PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012209	04/25/1962	Drugs@FDA
5688UTC01R	Approval Year	1971		Application:NDA016921 VALEANT INTL https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016921	10/20/1971	Drugs@FDA
8NF31401XG	Approval Year	1988		Application:NDA019204 ABBVIE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019204	12/28/1988	Drugs@FDA
6T84R30KC1	Approval Year	1986		Application:NDA019281 PHARMACIA AND UPJOHN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019281	12/30/1986	Drugs@FDA
15KFG88UOJ	Approval Year	2002		Application:NDA021498 ROMARK https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021498	11/22/2002	Drugs@FDA
901AS54I69	Approval Year	2005		Application:NDA021782 TAKEDA PHARMS USA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021782	07/22/2005	Drugs@FDA
98QPV8670C	Approval Year	1976		Application:NDA017630 GE HEALTHCARE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017630	03/24/1976	Drugs@FDA
33361OE3AV	Approval Year	1953		Application:NDA011945 [Approval Date Uncertain] GLAXOSMITHKLINE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011945	04/24/1953	PREDICTED
MHM278SD3E	Approval Year	1998		Application:NDA020830 MSD MERCK CO https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020830	02/20/1998	Drugs@FDA
FYS6T7F842	Approval Year	2002		Application:BLA125057 ABBVIE INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125057	12/31/2002	Drugs@FDA
X8R2D92QP1	Approval Year	2017		Application:BLA761052 BIOMARIN PHARM https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761052	04/27/2017	Drugs@FDA
ADC79EK5Q8	Approval Year	1964		Application:NDA014005 ORGANON USA INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014005	05/28/1964	Drugs@FDA
90I02KLE8K	Approval Year	1963		Application:NDA017388 [Approval Date Uncertain] SOLVAY https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017388	08/07/1963	PREDICTED
D6S4O4XD0H	Approval Year	1949		Application:NDA006927 SUN PHARM INDS INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006927	07/06/1949	Drugs@FDA
90Z2UF0E52	Approval Year	2015		Application:BLA125526 GLAXOSMITHKLINE LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125526	11/04/2015	Drugs@FDA
V0LH498RFO	Approval Year	2017		Application:NDA208945 FERRER INTERNACIONAL https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208945	12/11/2017	Drugs@FDA
FFL0D546HO	Approval Year	1987		Application:NDA018550 ROCHE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018550	12/31/1987	Drugs@FDA
EGX657432I	Approval Year	2007		Application:NDA022181 BIOMARIN PHARM https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022181	12/13/2007	Drugs@FDA
495W7451VQ	Approval Year	2002		Application:NDA021282 RECKITT BENCKISER https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021282	07/12/2002	Drugs@FDA
4GDQ854U53	Approval Year	2012		Application:NDA203100 GILEAD SCIENCES INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203100	08/27/2012	Drugs@FDA
2NX48Z0A9G	Approval Year	2002		Application:NDA021321 BAXTER HLTHCARE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021321	12/20/2002	Drugs@FDA
5438723848	Approval Year	1981		Application:NDA018776 ORGANON USA INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018776	08/12/1981	Drugs@FDA
GP568V9G19	Approval Year	1958		Application:NDA011467 SANOFI AVENTIS US https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011467	11/21/1958	OB NME Appendix 1950-1985
65UEH262IS	Approval Year	1979		Application:NDA018203 ABBOTT https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018203	05/16/1979	OB NME Appendix 1950-1985
1Y17CTI5SR	Approval Year	1982		Application:NDA018781 LILLY https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018781	10/28/1982	Drugs@FDA
M4AS4XGD4Q	Approval Year	2012		Application:NDA203155 MCPRF https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203155	09/12/2012	Drugs@FDA
7QID3E7BG7	Approval Year	1944		Application:NDA005545 ABBVIE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005545	07/31/1944	Drugs@FDA
41X3PWK4O2	Approval Year	2000		Application:NDA021204 NOVARTIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021204	12/22/2000	Drugs@FDA
28F9E0DJY6	Approval Year	1980		Application:NDA011208 ARMOUR PHARM https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011208	02/22/1980	Drugs@FDA
690G0D6V8H	Approval Year	1970		Application:NDA016812 PAR STERILE PRODUCTS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016812	02/19/1970	Drugs@FDA
436O5HM03C	Approval Year	1946		Application:NDA005929 VALEANT https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005929	04/12/1946	Drugs@FDA
Q26TX1UD0W	Approval Year	1951		Application:NDA008114 SCHERING https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008114	08/20/1951	OB NME Appendix 1950-1985
BDO5072GRX	Approval Year	1996		Application:BLA103608 CYTOGEN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103608	10/28/1996	Drugs@FDA
J4T82NDH7E	Approval Year	2004		Application:NDA021743 OSI PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021743	11/18/2004	Drugs@FDA
WQ29KQ9POT	Approval Year	1990		Application:NDA019481 UNITED GUARDIAN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019481	10/02/1990	Drugs@FDA
1X0094V6JV	Approval Year	1990		Application:NDA019886 GD SEARLE LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019886	02/13/1990	Drugs@FDA
