UNII	Approval	Year	Unknown	Comment	Date	Date Method
ZTI6C33Q2Q	Approval Year	1960		Application:NDA012329 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012329	7/5/1960	DRUGS@FDA SUBMISSION
T0WXW8F54E	Approval Year	1980		Application:NDA018312 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018312	8/5/1980	DRUGS@FDA SUBMISSION
52CMI0WC3Y	Approval Year	2016		Application:BLA761034 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761034	5/18/2016	DRUGS@FDA SUBMISSION
N3D6TG58NI	Approval Year	1962		Application:NDA011808 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011808	3/15/1962	DRUGS@FDA SUBMISSION
H231GF11BV	Approval Year	1972		Application:ANDA080248 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=080248	3/24/1972	DRUGS@FDA SUBMISSION
0CPP32S55X	Approval Year	1946		Application:NDA005939 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005939	5/6/1946	DRUGS@FDA SUBMISSION
9013DUQ28K	Approval Year	2001		Application:BLA103950 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103950	11/14/2001	DRUGS@FDA SUBMISSION
D83282DT06	Approval Year	1971		Application:NDA017001 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017001	11/26/1971	DRUGS@FDA SUBMISSION
8680B21W73	Approval Year	2017		Application:NDA205598 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205598	12/20/2017	DRUGS@FDA SUBMISSION
6GOW6DWN2A	Approval Year	1965		Application:NDA015539 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=015539	6/4/1965	DRUGS@FDA SUBMISSION
CJ0O37KU29	Approval Year	1981		Application:NDA018485 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018485	8/12/1981	DRUGS@FDA SUBMISSION
69O5WQQ5TI	Approval Year	1977		Application:NDA017821 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017821	8/26/1977	DRUGS@FDA SUBMISSION
I4744080IR	Approval Year	1973		Application:ANDA083246 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=083246	9/19/1973	DRUGS@FDA SUBMISSION
R10H71BSWG	Approval Year	2005		Application:NDA021754 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021754	3/16/2005	DRUGS@FDA SUBMISSION
3U979E1001	Approval Year	1996		Application:BLA103634 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103634	7/3/1996	DRUGS@FDA SUBMISSION
18D0SL7309	Approval Year	1957		Application:NDA010669 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010669	3/18/1957	DRUGS@FDA SUBMISSION
MN3L5RMN02	Approval Year	1974		Application:NDA017407 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017407	9/3/1974	DRUGS@FDA SUBMISSION
7NNO0D7S5M	Approval Year	1974		Application:NDA017494 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017494	1/8/1974	DRUGS@FDA SUBMISSION
TEZ91L71V4	Approval Year	1951		Application:NDA008248 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008248	12/29/1951	DRUGS@FDA SUBMISSION
0G3C18OH4D	Approval Year	1974		Application:NDA006044 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006044	5/24/1974	DRUGS@FDA SUBMISSION
9HLM53094I	Approval Year	2006		Application:NDA021948 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021948	2/17/2006	DRUGS@FDA SUBMISSION
XX73205DH5	Approval Year	1981		Application:NDA018333 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018333	10/30/1981	DRUGS@FDA SUBMISSION
039LU44I5M	Approval Year	1970		Application:NDA016929 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016929	12/18/1970	DRUGS@FDA SUBMISSION
68QN45K12N	Approval Year	1980		Application:NDA018088 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018088	6/12/1980	DRUGS@FDA SUBMISSION
91O4LML611	Approval Year	1957		Application:NDA010787 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010787	4/25/1957	DRUGS@FDA SUBMISSION
P6708E7555	Approval Year	1973		Application:NDA017047 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017047	5/7/1973	DRUGS@FDA SUBMISSION
4NDU154T12	Approval Year	1967		Application:NDA016012 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016012	9/27/1967	DRUGS@FDA SUBMISSION
58447S8P4L	Approval Year	1969		Application:NDA016763 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016763	1/24/1969	DRUGS@FDA SUBMISSION
70FP3JLY7N	Approval Year	1951		Application:NDA007959 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007959	5/3/1951	DRUGS@FDA SUBMISSION
KR87B45RGH	Approval Year	1975		Application:NDA017555 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017555	5/2/1975	DRUGS@FDA SUBMISSION
690G0D6V8H	Approval Year	1970		Application:NDA016812 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016812	2/19/1970	DRUGS@FDA SUBMISSION
241ATL177A	Approval Year	1975		Application:NDA017643 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017643	10/7/1975	DRUGS@FDA SUBMISSION
FXC9231JVH	Approval Year	1978		Application:NDA018044 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018044	8/17/1978	DRUGS@FDA SUBMISSION
7DZO8EB0Z3	Approval Year	1981		Application:NDA018201 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018201	10/5/1981	DRUGS@FDA SUBMISSION
8ETK1WAF6R	Approval Year	1961		Application:NDA012753 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012753	7/18/1961	DRUGS@FDA SUBMISSION
K21NZZ5Y0B	Approval Year	2013		Application:NDA205711 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205711	6/16/2013	DRUGS@FDA SUBMISSION
4Q52C550XK	Approval Year	2002		Application:BLA125019 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125019	2/19/2002	DRUGS@FDA SUBMISSION
9I628532GX	Approval Year	1981		Application:NDA050545 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050545	12/29/1981	DRUGS@FDA SUBMISSION
23OW28RS7P	Approval Year	1999		Application:NDA050747 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050747	9/21/1999	DRUGS@FDA SUBMISSION
2I8BD50I8B	Approval Year	1976		Application:NDA017594 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017594	10/19/1976	DRUGS@FDA SUBMISSION
N762921K75	Approval Year	2013		Application:NDA205738 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205738	6/23/2013	DRUGS@FDA SUBMISSION
Z67X93HJG1	Approval Year	1962		Application:NDA050356 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050356	5/17/1962	DRUGS@FDA SUBMISSION
2XOP7Y1H98	Approval Year	1970		Application:NDA019853 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019853	12/4/1970	DRUGS@FDA SUBMISSION
2W4A77YPAN	Approval Year	1971		Application:NDA016908 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016908	6/30/1971	DRUGS@FDA SUBMISSION
5J49Q6B70F	Approval Year	1963		Application:NDA014103 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014103	7/10/1963	DRUGS@FDA SUBMISSION
WP58SVM6R4	Approval Year	2003		Application:BLA125058 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125058	4/30/2003	DRUGS@FDA SUBMISSION
FQR280JW2N	Approval Year	1969		Application:NDA000004 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=000004	7/16/1969	DRUGS@FDA SUBMISSION
A4028U842W	Approval Year	1964		Application:NDA050294 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050294	4/1/1964	DRUGS@FDA SUBMISSION
H789N3FKE8	Approval Year	1977		Application:NDA017851 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017851	11/22/1977	DRUGS@FDA SUBMISSION
5B2658E0N2	Approval Year	1950		Application:NDA007320 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007320	3/8/1950	DRUGS@FDA SUBMISSION
O9M39HTM5W	Approval Year	1956		Application:NDA010349 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010349	4/13/1956	DRUGS@FDA SUBMISSION
XM03YJ541D	Approval Year	1976		Application:NDA017442 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017442	6/23/1976	DRUGS@FDA SUBMISSION
48I5LU4ZWD	Approval Year	1980		Application:NDA018006 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018006	6/25/1980	DRUGS@FDA SUBMISSION
50VV3VW0TI	Approval Year	1981		Application:NDA018240 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018240	8/19/1981	DRUGS@FDA SUBMISSION
F604ZKI910	Approval Year	1962		Application:NDA012968 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012968	3/15/1962	DRUGS@FDA SUBMISSION
0G76K8X6C0	Approval Year	1957		Application:NDA010596 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010596	2/8/1957	DRUGS@FDA SUBMISSION
046O35D44R	Approval Year	1965		Application:NDA021382 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021382	11/18/1965	DRUGS@FDA SUBMISSION
TZ7V40X7VX	Approval Year	1973		Application:NDA017386 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017386	11/27/1973	DRUGS@FDA SUBMISSION
184SNS8VUH	Approval Year	1978		Application:NDA017911 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017911	9/27/1978	DRUGS@FDA SUBMISSION
L4YEB44I46	Approval Year	1979		Application:NDA017862 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017862	2/7/1979	DRUGS@FDA SUBMISSION
794PGL549S	Approval Year	2012		Application:BLA125349 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125349	12/14/2012	DRUGS@FDA SUBMISSION
3Z6FS3IK0K	Approval Year	1979		Application:NDA050522 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050522	4/4/1979	DRUGS@FDA SUBMISSION
KXG2PJ551I	Approval Year	2017		Application:BLA761049 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761049	3/23/2017	DRUGS@FDA SUBMISSION
7QID3E7BG7	Approval Year	1944		Application:NDA005545 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005545	7/31/1944	DRUGS@FDA SUBMISSION
1RXS4UE564	Approval Year	1987		Application:BLA103172 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103172	11/13/1987	DRUGS@FDA SUBMISSION
15C2VL427D	Approval Year	2011		Application:BLA125387 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125387	11/18/2011	DRUGS@FDA SUBMISSION
VB0R961HZT	Approval Year	1955		Application:NDA009766 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009766	2/21/1955	DRUGS@FDA SUBMISSION
TZ47U051FI	Approval Year	1955		Application:NDA010093 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010093	9/9/1955	DRUGS@FDA SUBMISSION
U68WG3173Y	Approval Year	1977		Application:NDA017422 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017422	3/7/1977	DRUGS@FDA SUBMISSION
35A26E427H	Approval Year	2016		Application:BLA761033 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761033	3/23/2016	DRUGS@FDA SUBMISSION
P6YC3EG204	Approval Year	1949		Application:NDA007012 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007012	9/15/1949	DRUGS@FDA SUBMISSION
BDO5072GRX	Approval Year	1996		Application:BLA103608 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103608	10/28/1996	DRUGS@FDA SUBMISSION
Z3614QOX8W	Approval Year	1953		Application:NDA008578 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008578	1/23/1953	DRUGS@FDA SUBMISSION
J6292F8L3D	Approval Year	1967		Application:NDA015921 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=015921	4/12/1967	DRUGS@FDA SUBMISSION
Z69D9E381Q	Approval Year	1951		Application:NDA007936 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007936	5/17/1951	DRUGS@FDA SUBMISSION
33CM23913M	Approval Year	1968		Application:NDA016608 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016608	3/11/1968	DRUGS@FDA SUBMISSION
FYY3R43WGO	Approval Year	1971		Application:NDA050315 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050315	6/30/1971	DRUGS@FDA SUBMISSION
5Q6TZN2HNM	Approval Year	2009		Application:BLA125277 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125277	12/1/2009	DRUGS@FDA SUBMISSION
3Q9Q0B929N	Approval Year	1981		Application:ANDA086835 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=086835	7/14/1981	DRUGS@FDA SUBMISSION
48Q180SH9T	Approval Year	1963		Application:NDA014349 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014349	12/10/1963	DRUGS@FDA SUBMISSION
R4R8J0Q44B	Approval Year	1975		Application:NDA017609 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017609	8/13/1975	DRUGS@FDA SUBMISSION
3U02EL437C	Approval Year	1970		Application:NDA050162 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050162	2/22/1970	DRUGS@FDA SUBMISSION
1D6EFC579A	Approval Year	1974		Application:NDA017269 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017269	6/3/1974	DRUGS@FDA SUBMISSION
80061L1WGD	Approval Year	1977		Application:NDA017924 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017924	8/16/1977	DRUGS@FDA SUBMISSION
ACH35131L1	Approval Year	1976		Application:NDA017837 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017837	2/23/1976	DRUGS@FDA SUBMISSION
17EC19951N	Approval Year	1964		Application:NDA050339 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050339	9/4/1964	DRUGS@FDA SUBMISSION
6S082C9NDT	Approval Year	1979		Application:NDA016792 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016792	6/12/1979	DRUGS@FDA SUBMISSION
X6Q56QN5QC	Approval Year	1967		Application:NDA016295 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016295	12/7/1967	DRUGS@FDA SUBMISSION
RO16TQF95Y	Approval Year	1957		Application:NDA011123 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011123	9/16/1957	DRUGS@FDA SUBMISSION
B6E06QE59J	Approval Year	1960		Application:NDA012125 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012125	1/6/1960	DRUGS@FDA SUBMISSION
2KNI5N06TI	Approval Year	1971		Application:ANDA080157 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=080157	6/3/1971	DRUGS@FDA SUBMISSION
R16CO5Y76E	Approval Year	1950		Application:NDA007337 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007337	4/12/1950	DRUGS@FDA SUBMISSION
DOQ0J0TPF7	Approval Year	1979		Application:NDA017871 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017871	10/3/1979	DRUGS@FDA SUBMISSION
5J9CPU3RE0	Approval Year	1958		Application:NDA011323 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011323	1/20/1958	DRUGS@FDA SUBMISSION
D2UFC189XF	Approval Year	1969		Application:NDA016624 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016624	11/28/1969	DRUGS@FDA SUBMISSION
NK08V8K8HR	Approval Year	1975		Application:NDA017673 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017673	12/3/1975	DRUGS@FDA SUBMISSION
OAY8ORS3CQ	Approval Year	1965		Application:NDA013026 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013026	4/30/1965	DRUGS@FDA SUBMISSION
ONW3LB39P7	Approval Year	1956		Application:NDA010679 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010679	11/14/1956	DRUGS@FDA SUBMISSION
N9YNS0M02X	Approval Year	1973		Application:NDA016211 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016211	10/9/1973	DRUGS@FDA SUBMISSION
46627O600J	Approval Year	1970		Application:NDA016912 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016912	6/4/1970	DRUGS@FDA SUBMISSION
7812FUQ8VK	Approval Year	1971		Application:NDA016090 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016090	12/1/1971	DRUGS@FDA SUBMISSION
83G67E21XI	Approval Year	1978		Application:NDA021846 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021846	1/16/1978	DRUGS@FDA SUBMISSION
95QN29S1ID	Approval Year	1977		Application:NDA017661 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017661	2/25/1977	DRUGS@FDA SUBMISSION
76LA80IG2G	Approval Year	1960		Application:NDA012122 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012122	11/14/1960	DRUGS@FDA SUBMISSION
4877X14G4C	Approval Year	1977		Application:NDA017806 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017806	12/16/1977	DRUGS@FDA SUBMISSION
4CNZ27M7RV	Approval Year	1965		Application:NDA050199 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050199	10/11/1965	DRUGS@FDA SUBMISSION
U6F3787206	Approval Year	1964		Application:NDA015197 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=015197	6/3/1964	DRUGS@FDA SUBMISSION
G59M7S0WS3	Approval Year	1981		Application:NDA018537 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018537	9/30/1981	DRUGS@FDA SUBMISSION
0O54ZQ14I9	Approval Year	1980		Application:NDA018202 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018202	10/29/1980	DRUGS@FDA SUBMISSION
TKQ858A3VW	Approval Year	1954		Application:NDA009321 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009321	4/27/1954	DRUGS@FDA SUBMISSION
9PHQ9Y1OLM	Approval Year	1955		Application:NDA010255 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010255	5/22/1955	DRUGS@FDA SUBMISSION
820484N8I3	Approval Year	1939		Application:NDA000734 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=000734	4/25/1939	DRUGS@FDA SUBMISSION
35S93Y190K	Approval Year	1969		Application:NDA016785 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016785	7/22/1969	DRUGS@FDA SUBMISSION
02KSI6Z9AK	Approval Year	1953		Application:NDA008682 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008682	5/26/1953	DRUGS@FDA SUBMISSION
C1CG1S3T2W	Approval Year	1975		Application:NDA006931 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006931	5/21/1975	DRUGS@FDA SUBMISSION
E4GA8884NN	Approval Year	1971		Application:NDA016822 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016822	9/24/1971	DRUGS@FDA SUBMISSION
E90NZP2L9U	Approval Year	1975		Application:NDA009436 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009436	4/24/1975	DRUGS@FDA SUBMISSION
BOD072YW0F	Approval Year	1964		Application:NDA050317 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050317	12/29/1964	DRUGS@FDA SUBMISSION
9RV78Q2002	Approval Year	2014		Application:BLA125476 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125476	5/20/2014	DRUGS@FDA SUBMISSION
IHS69L0Y4T	Approval Year	1973		Application:NDA050461 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050461	10/4/1973	DRUGS@FDA SUBMISSION
66974FR9Q1	Approval Year	1951		Application:NDA050156 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050156	6/1/1951	DRUGS@FDA SUBMISSION
70BT6OQT2Q	Approval Year	1968		Application:NDA016635 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016635	6/21/1968	DRUGS@FDA SUBMISSION
V6OFU47K3W	Approval Year	1959		Application:NDA011556 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011556	5/13/1959	DRUGS@FDA SUBMISSION
Y79XT83BJ9	Approval Year	1944		Application:NDA005619 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005619	12/30/1944	DRUGS@FDA SUBMISSION
SE2KH7T06F	Approval Year	2013		Application:BLA125427 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125427	2/22/2013	DRUGS@FDA SUBMISSION
TTD90R31WZ	Approval Year	1993		Application:BLA103471 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103471	7/23/1993	DRUGS@FDA SUBMISSION
9YA6SX5S4D	Approval Year	1974		Application:ANDA061763 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=061763	8/19/1974	DRUGS@FDA SUBMISSION
Q3JTX2Q7TU	Approval Year	1963		Application:NDA013263 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013263	11/15/1963	DRUGS@FDA SUBMISSION
X85G7936GV	Approval Year	1994		Application:BLA103575 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103575	12/22/1994	DRUGS@FDA SUBMISSION
1NHL2J4X8K	Approval Year	1954		Application:NDA009193 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009193	3/5/1954	DRUGS@FDA SUBMISSION
7318FJ13YJ	Approval Year	1967		Application:NDA016584 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016584	7/24/1967	DRUGS@FDA SUBMISSION
ZS9KD92H6V	Approval Year	1961		Application:NDA012911 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012911	12/4/1961	DRUGS@FDA SUBMISSION
8O0C852CPO	Approval Year	1978		Application:NDA050514 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050514	10/30/1978	DRUGS@FDA SUBMISSION
WK2XYI10QM	Approval Year	1974		Application:NDA017463 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017463	9/19/1974	DRUGS@FDA SUBMISSION
7XU7A7DROE	Approval Year	1964		Application:ANDA060570 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=060570	11/12/1964	DRUGS@FDA SUBMISSION
3U6IO1965U	Approval Year	1950		Application:NDA007638 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007638	8/15/1950	DRUGS@FDA SUBMISSION
A10SJL62JY	Approval Year	2017		Application:BLA761053 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761053	3/28/2017	DRUGS@FDA SUBMISSION
TL60C27RLH	Approval Year	2014		Application:BLA125390 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125390	2/24/2014	DRUGS@FDA SUBMISSION
I8309403R0	Approval Year	2014		Application:BLA125499 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125499	8/15/2014	DRUGS@FDA SUBMISSION
GN5XU2DXKV	Approval Year	2008		Application:BLA125268 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125268	8/22/2008	DRUGS@FDA SUBMISSION
WTT295HSY5	Approval Year	2014		Application:BLA125469 https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125469	9/18/2014	DRUGS@FDA SUBMISSION
